TID,TH
TID_SHOP_TICKET_PACK_1,กองตั๋ว
TID_SHOP_TICKET_PACK_2,ม้วนตั๋ว
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,แพ็คเหรียญ
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,เหรียญหนึ่งกำ
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,ถุงเหรียญ
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,กระเป๋าเหรียญ
TID_HERO_LVL_MATERIAL_RECEIVED,ซื้อเหรียญ <AMOUNT> เหรียญแล้ว
TID_SHOP_DAILY_OFFERS,ดีลประจำวัน
TID_SHOP_FREE,ฟรี
TID_SHOP_CLAIM,รับ
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
TID_SHOP_TICKETS_AVAILABLE_FOR,<TIME>
TID_SHOP_DISCOUNT,-<AMOUNT>%
TID_SHOP_OFFER_TITLE_0,กล่องฟรี
TID_SHOP_OFFER_TITLE_1,เหรียญ
TID_SHOP_OFFER_TITLE_6,กล่องบรอว์
TID_SHOP_OFFER_TITLE_7,ตั๋ว
TID_SHOP_OFFER_TITLE_8,ค่าพลัง
TID_SHOP_OFFER_TITLE_9,แพ็คทวีคูณโทเค็น
TID_SHOP_OFFER_TITLE_10,กล่องยักษ์
TID_SHOP_OFFER_TITLE_12,ค่าพลัง
TID_SHOP_OFFER_TITLE_14,กล่องใหญ่
TID_SHOP_OFFER_TITLE_15,กล่องบรอว์
TID_SHOP_OFFER_TITLE_16,อัญมณี
TID_SHOP_OFFER_DESC_GOLD,ใช้เหรียญเพื่ออัปเกรดบรอว์เลอร์ของคุณ
TID_SHOP_OFFER_ANY_BRAWLER,กับบรอว์เลอร์\nใดก็ได้
TID_PURCHASE_OFFER_POPUP_TITLE,ยืนยันการซื้อ
TID_PURCHASE_OFFER_POPUP_TITLE_FREE,รางวัลฟรี
TID_SHOP_OFFER_NEW_HERO_LABEL,บรอว์เลอร์ใหม่
TID_SHOP_OFFER_NEW_SKIN_LABEL,สกินใหม่
TID_SHOP_OFFER_HERO_POWER_TITLE,ค่าพลัง
TID_SHOP_TICKET_PURCHASE_ERROR_4,ไม่สามารถซื้อได้ สามารถซื้อได้ 1 แพ็คต่อหนึ่งอีเวนท์เท่านั้น
TID_SHOP_OFFER_NEW,ใหม่
TID_GATCHA_BOX_TITLE_2,กล่องบรอว์
TID_GATCHA_BOX_TITLE_3,กล่องยักษ์
TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL,บรอว์เลอร์ใหม่
TID_GATCHA_BOX_INFO_2,มีบรอว์เลอร์ตัวใหม่หรือพลังดวงดาว หรือเหรียญและค่าพลังสำหรับบรอว์เลอร์สองตัว บางกล่องก็มีตั๋วอีเวนท์โบนัสหรือแพ็คทวีคูณโทเค็น!
TID_GATCHA_BOX_INFO_3,\n\n<AMOUNT> เท่าของกล่องบรอว์ธรรมดาหนึ่งกล่อง
TID_SHOP_OFFER_INFO_0,ฟรี รับเลย!
TID_SHOP_OFFER_INFO_1,มีเหรียญ <AMOUNT> เหรียญ ใช้เหรียญเพื่ออัปเกรดบรอว์เลอร์ของคุณ
TID_SHOP_OFFER_INFO_2,ปลดล็อคบรอว์เลอร์ระดับ<RARITY>ตามสุ่ม!
TID_SHOP_OFFER_INFO_3,ปลดล็อคบรอว์เลอร์ใหม่!
TID_SHOP_OFFER_INFO_6,กล่องบรอว์จะมีบรอว์เลอร์ ค่าพลัง เหรียญ และอื่นๆ อีกมาก!
TID_SHOP_OFFER_INFO_7,มีตั๋วอีเวนท์ <AMOUNT> ใบ ใช้ตั๋วอีเวนท์เพื่อเล่นอีเวนท์ตั๋ว
TID_SHOP_OFFER_INFO_8,มีค่าพลัง <AMOUNT> หน่วย สะสมค่าพลังเพื่อปลดล็อคการอัปเกรดบรอว์เลอร์!
TID_SHOP_OFFER_INFO_9,เพิ่มโทเค็น <AMOUNT> ชิ้นถัดไปที่คุณได้รับจากการต่อสู้เป็นสองเท่า!
TID_SHOP_OFFER_INFO_10,กล่องยักษ์มีไอเท็มมากกว่ากล่องบรอว์ขนาดปกติถึงสิบเท่า!
TID_SHOP_OFFER_INFO_12,คุณจะต้องเลือกบรอว์เลอร์ที่รับค่าพลัง
TID_SHOP_OFFER_INFO_13,ปลดล็อคช่องอีเวนท์ใหม่
TID_SHOP_OFFER_INFO_14,กล่องใหญ่มีไอเท็มมากกว่ากล่องบรอว์ขนาดปกติถึงสามเท่า!
TID_SHOP_OFFER_HOR_NEW,ใหม่
TID_SHOP_OFFER_HOR_RARITY,<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_BRAWLER,บรอว์เลอร์
TID_SHOP_OFFER_HOR_POPUP_RARITY,ใหม่ <c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_POPUP_BRAWLER,บรอว์เลอร์
TID_SHOP_SKIN_OFFER,ข้อเสนอสกิน
TID_SKINS_AD_TITLE,มีสกินใหม่เปิดขาย
TID_SKINS_AD_OK,ตกลง
TID_SKINS_AD_INFO,ดูสกินใหม่ได้บนหน้าจอบรอว์เลอร์!
TID_TERMS_OF_SERVICE_BUTTON,เงื่อนไขการให้บริการ
TID_IMMUNE,ป้องกันผล
TID_BATTLE_END_PROCEED,ดำเนินการต่อ
TID_HINT_TAP_TO_MOVE_1,เก็บรวบรวม<ce662f9>อัญมณี</c>จากตรงกลางแผนที่
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1,เล็งท่าไม้ตายไปยังศัตรู!
TID_HINT_SHOOT_1,<ce662f9>อัญมณี</c>จะออกมาจากช่องตรงกลาง!
TID_HINT_DRAG_TO_ULTI_1,คราวนี้ใช้ท่าไม้ตายของคุณด้วยแป้นควบคุมสีแดงซะ!
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE,ล็อกอิน Game Center ใหม่
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT,คุณต้องการบันทึกเกมปัจจุบันลงบนบัญชี Game Center นี้หรือไม่?
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE,การแจ้งเตือนบัญชี Google
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT,คุณต้องการโหลดเกมของ <name> ที่มีค่าประสบการณ์เลเวล <number> หรือไม่? คำเตือน: ความคืบหน้าในเกมปัจจุบันจะหายไป
TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE,โหลดเกมหรือไม่?
TID_BUTTON_VILLAGE_LOAD,โหลด
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE,การแจ้งเตือน Game Center
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT,คุณต้องการโหลดเกมของ <name> ที่มีค่าประสบการณ์เลเวล <number> หรือไม่? คำเตือน: ความคืบหน้าในเกมปัจจุบันจะหายไป
TID_BUTTON_AVATAR_LOAD,โหลด
TID_SETTINGS_SCREEN_TITLE,การตั้งค่า
TID_SETTINGS_MUSIC,ดนตรี
TID_SETTINGS_SFX,เสียงเอฟเฟ็กต์
TID_SETTINGS_OFF,ปิด
TID_SETTINGS_ON,เปิด
TID_SETTINGS_LANGUAGE,ภาษา
TID_ACCOUNT,อุปกรณ์
TID_LINK_DEVICE_BUTTON,เชื่อมโยงอุปกรณ์
TID_SETTINGS_FACEBOOK,เพื่อน
TID_CHANGE_NAME_BUTTON,เปลี่ยนชื่อ
TID_CREDITS_BUTTON,เครดิต
TID_PRIVACY_POLICY_BUTTON,นโยบายความเป็นส่วนตัว
TID_PARENTS_GUIDE_BUTTON,คำแนะนำผู้ปกครอง
TID_MULTIDEVICE_INFO,ลงชื่อเข้าใช้บัญชี Game Center ของท่านเพื่อรักษาความคืบหน้าของท่าน และเพื่อเล่นบนอุปกรณ์ iOS มากกว่าหนึ่งเครื่อง
TID_SETTINGS_GOOGLE,ลงชื่อเข้าใช้ Google Play
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED,เชื่อมต่อแล้ว
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED,เชื่อมต่อ
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP,เชื่อมต่อแล้ว
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP,เชื่อมต่อ
TID_FAQ_BUTTON,ความช่วยเหลือและการสนับสนุน
TID_ABOUT,เครดิต\n\n<names>\n\nBrawl Stars ™ <version>\nลิขสิทธิ์ถูกต้อง 2016-2019 Supercell Ltd. สงวนลิขสิทธิ์\nการใช้งานซอฟต์แวร์นี้ทั้งหมดขึ้นอยู่กับข้อกำหนดและเงื่อนไข และนโยบายความเป็นส่วนตัว ณ www.supercell.com
TID_IAP_TRANSACTION_PENDING,กรุณารอ ธุรกรรมอยู่ระหว่างรอการดำเนินการ
TID_RATE_APP_TITLE,ให้คะแนน Brawl Stars
TID_RATE_APP_MESSAGE,กรุณาให้คะแนนหรือรีวิว Brawl Stars ที่ App Store เพื่อให้ผลตอบรับอันมีค่ายิ่งแก่เรา!
TID_BUTTON_RATE_APP_LATER,ภายหลัง
TID_BUTTON_RATE_APP_REVIEW,รีวิว
TID_BUTTON_RATE_APP_NEVER,ไม่รีวิว
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,การปลดล็อคบัญชีไม่สามารถใช้งานได้
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE,การปลดล็อคบัญชีไม่สามารถใช้งานได้ในขณะนี้ โปรดลองอีกครั้งในภายหลัง!
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON,ลองใหม่อีกครั้ง
TID_ACCOUNT_LOCKED_INVALID_CODE,รหัสปลดล็อคไม่ถูกต้อง!
TID_ACCOUNT_LOCKED_TITLE,บัญชีถูกล็อค
TID_ACCONT_LOCKED_TEXT,บัญชีของคุณถูกล็อคเนื่องจากเหตุผลด้านความปลอดภัย ป้อนรหัสปลดล็อคเพื่อกู้บัญชีของคุณคืน
TID_ACCOUNT_LOCKED_TEXT2,ป้อนรหัสปลดล็อคที่นี่:
TID_HERO_LIST_CONFIRM_GEM_GATCHA,แตะเพื่อยืนยัน
TID_NOT_ENOUGH_GEMS_TITLE,อัญมณีไม่เพียงพอ
TID_NOT_ENOUGH_GEMS_INFO,\n\nอัญมณีของคุณหมดแล้ว ไปยังร้านค้าเพื่อซื้อเพิ่ม!
TID_NOT_ENOUGH_GEMS_GO_TO_SHOP,ไปยังร้านค้า
TID_COIN_DOUBLER_TITLE,ซื้อแพ็คทวีคูณโทเค็น
TID_COIN_DOUBLER_TITLE_WITH_COINS,เพิ่มโทเค็นไปยังแพ็คทวีคูณโทเค็น
TID_COIN_DOUBLER_INFO,เพิ่มโทเค็น <c2edd1b><AMOUNT></c> ชิ้นถัดไปที่คุณได้รับจากการต่อสู้เป็นสองเท่า
TID_COIN_DOUBLER_INFO_WITH_COINS,เพิ่มโทเค็น <c2edd1b><AMOUNT></c> ชิ้นไปยังแพ็คทวีคูณโทเค็นของคุณ\n\nแพ็คทวีคูณโทเค็นจะเพิ่มโทเค็นที่คุณได้รับจากการต่อสู้เป็นสองเท่า
TID_GEM_PRICE_OK,<COST>
TID_GEM_PRICE_WARN,<COST>
TID_STAT_PER_DYNAMITE,ความเสียหายต่อไดนาไมต์
TID_STARS_1,ระวัง: คุณมี<ce662f9>อัญมณี</c>หนึ่งเม็ด!
TID_STARS_2,ระวัง: คุณมี<ce662f9>อัญมณี</c>หลายเม็ด!
TID_STARS_3,ระวัง: คุณมี<ce662f9>อัญมณี</c>จำนวนมาก!
TID_STARS_4,ระวัง: คุณมี<ce662f9>อัญมณี</c>มหาศาล!
TID_GATCHA_BUTTON_TITLE,กล่องบรอว์
TID_1ST_WIN_CHEST_BUTTON_TITLE,กล่องใหญ่
TID_EVENT_LOCKED,ล็อคอยู่
TID_SPECIAL_EVENT_TITLE_TOP,อีเวนท์พิเศษ:
TID_SPECIAL_EVENT_STATUS_ACTIVE,ใช้งานได้เป็นเวลา
TID_SPECIAL_EVENT_STATUS_FUTURE,เริ่มต้นใน
TID_EVENT_COMING_UP_INFO,อีเวนท์นี้จะเปิดใน <TIME>
TID_ROCKET_BEACH_SKIN,บร็อค ชุดชายหาด
TID_CACTUS_PINK_SKIN_OLD,สไปค์ชมพูหวาน
TID_SHAMAN_PANDA_SKIN,แพนด้านิต้า
TID_CROW_WHITE_SKIN,ไวท์โครว
TID_BULL_HAIR_SKIN,ไวกิ้งบูล
TID_TRICKSHOT_GOLD_SKIN_OLD,ริโคเชต์ จ้าวเหรียญทอง
TID_BARKEEP_GOLD_SKIN,บาร์ลีย์สีทอง
TID_GUNSLINGER_ROCKSTAR_SKIN,ร็อคสตาร์โคลท์
TID_STAT_HEAL,ฟื้นฟู
TID_LUCHADOR_RUDO_SKIN,วายร้ายปริโม่
TID_HERO_INFO_PURCHASE_SKIN_LABEL,ซื้อ
TID_EVENTS_NEW_EVENT,อีเวนท์ใหม่!
TID_SETTINGS_BRAWLHINTS,คำแนะนำในการรบ
TID_COLLECTED_COINS_INFO,คุณมีโทเค็น <CURRENT> ชิ้นจากจำนวนสูงสุดที่ <MAX> ชิ้นจาก <PLANET>
TID_COLLECTED_COINS_INFO_CAPPED,คุณได้รวบรวมโทเค็นทั้งหมดที่มีใน <PLANET>
TID_FIRST_WIN_INFO,รับ<cff8E1b>โทเค็นดวงดาว</c>สำหรับการชนะผู้เล่นอื่นเป็นครั้งแรก
TID_TICKET_COUNTER_INFO,หาตั๋วอีเวนท์ในกล่องบรอว์\n\nใช้ตั๋วเพื่อร่วมการต่อสู้ที่นี่!
TID_NOT_ENOUGH_TICKETS,มีตั๋วไม่พอ
TID_EVENT_LIST_GAME_ROOMS,ทีมใหม่
TID_EVENT_LIST_WELCOME,ยินดีต้อนรับสู่ Brawl Stars!
TID_COOP,ต่อสู้ร่วมกับเพื่อน
TID_COOP_NOT_SUPPORTED,อีเวนท์นี้ไม่รองรับการต่อสู้ร่วมกับเพื่อน
TID_PRACTISE_NOT_SUPPORTED,อีเวนท์นี้ไม่รองรับการฝึกฝน
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,ล็อกอิน Facebook ใหม่
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,คุณต้องการเชื่อมต่อเกมปัจจุบันของคุณกับบัญชี Facebook นี้หรือไม่?
TID_BUTTON_OKAY,ตกลง
TID_SELECT_PLAYER_THUMBNAIL_FAIL_4,ไอคอนนี้ต้องการ <HERO>
TID_HERO_PORTRAIT_CRAFT_COST,<cffffff><COST></c>
TID_HERO_PORTRAIT_CRAFT_COST_NEG,<c999999><COST></c>
TID_EVENT_POPUP_CREATE_TEAM_INFO,เชิญเพื่อนและ\nเล่นด้วยกัน
TID_EVENT_POPUP_HIGHSTAKES_INFO,คุณสามารถใช้ตั๋วได้หลายใบต่อการเล่นเกมหนึ่งครั้งเพื่อรับรางวัลที่ดีกว่า
TID_EVENT_POPUP_GMV_LABEL_TEAM,3 vs 3
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE,ผู้รอดหนึ่งเดียว
TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT,5 vs 1
TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL,ผู้เล่น 3 คน vs โจรหุ่นยนต์
TID_HIGHSTAKES_REWARDS,รางวัล x<COUNT>
TID_HIGHSTAKES_COST,ตั๋ว: <COUNT> ใบ
TID_POPUP_ANDROID_EXIT_TITLE,ออกจาก Brawl Stars หรือไม่?
TID_POPUP_ANDROID_EXIT,คุณแน่ใจหรือไม่ว่าต้องการออกจาก Brawl Stars?
TID_ROOM_NOT_SUPPORTED,อีเวนท์นี้ไม่รองรับการเล่นเป็นทีม
TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,การซื้อล้มเหลว
