TID,JP
TID_PLAYER_STAT_9,ロボットファイトのベスト
TID_PLAYER_STAT_11,デュオ勝利数
TID_NO_CLAN,クラブに参加していません
TID_ULTIMATE_NOT_READY,敵に命中させて必殺技をチャージ！
TID_CANT_ACTIVATE_ULTI,撃ち負けた時は必殺技を使えません！
TID_NAME_TOO_SHORT,名前が短すぎます
TID_ALLIANCE_JOINED,クラブに参加しました
TID_COIN_RUSH_INTRO_TEXT,10エメラルドを集めれば勝利
TID_BOUNTY_HUNTER_INTRO_TEXT,敵を倒して星を集めよう
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,敵の金庫を撃って破壊しよう
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,敵の金庫を撃って破壊しよう
TID_GO,バトル！
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,脱退の確認
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\n本当にクラブを脱退しますか？
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,脱退
TID_ALLIANCE_PROMOTE_TITLE,昇格の確認
TID_ALLIANCE_PROMOTE_CONFIRMATION,本当に<NAME>を<ROLE>に昇格しますか？
TID_ALLIANCE_PROMOTE_BUTTON,昇格
TID_ALLIANCE_KICK_TITLE,追放の確認
TID_ALLIANCE_KICK_CONFIRMATION,本当に<NAME>をクラブから追放しますか？
TID_ALLIANCE_KICK_BUTTON,追放
TID_ALLIANCE_DEMOTE_TITLE,降格の確認
TID_ALLIANCE_DEMOTE_CONFIRMATION,本当に<NAME>を<ROLE>に降格しますか？
TID_ALLIANCE_DEMOTE_BUTTON,降格
TID_CLAN_RESPONSE_10,設定を保存しました
TID_CLAN_RESPONSE_20,クラブを作成しました
TID_CLAN_RESPONSE_21,クラブを作成できません！しばらく待ってから再度お試しください。
TID_CLAN_RESPONSE_22,無効な名前です
TID_CLAN_RESPONSE_23,無効な紹介文です
TID_CLAN_RESPONSE_24,名前が短すぎます
TID_CLAN_RESPONSE_40,クラブに参加しました
TID_CLAN_RESPONSE_42,参加不可：クラブが満員です。
TID_CLAN_RESPONSE_43,参加不可：クラブが非公開です。
TID_CLAN_RESPONSE_45,参加不可：参加条件のトロフィー数に達していません。
TID_CLAN_RESPONSE_46,参加不可：過去に、このクラブから追放されたか参加リクエストを拒否されています。
TID_CLAN_RESPONSE_47,参加不可：1日に参加できるクラブ数の上限に達しました。今日はこれ以上参加できません。
TID_CLAN_RESPONSE_48,参加不可：異なる地域のクラブには参加できません。
TID_CLAN_RESPONSE_50,参加リクエストを送信しました
TID_CLAN_RESPONSE_51,リクエスト送信不可：このクラブは参加リクエストを受け付けていません。
TID_CLAN_RESPONSE_52,リクエスト送信不可：このクラブにはすでに参加リクエストを送信済みです。
TID_CLAN_RESPONSE_53,リクエスト送信不可：参加条件のトロフィー数に達していません。
TID_CLAN_RESPONSE_54,参加リクエスト不可：過去に、このクラブから追放または参加リクエストを拒否されています。
TID_CLAN_RESPONSE_55,参加リクエスト不可：異なる地域のクラブには参加できません。
TID_CLAN_RESPONSE_70,追放しました
TID_CLAN_RESPONSE_80,クラブを脱退しました
TID_CLAN_RESPONSE_81,昇格しました
TID_CLAN_RESPONSE_82,降格しました
TID_CLAN_RESPONSE_90,承認しました
TID_CLAN_RESPONSE_91,拒否しました
TID_CLAN_RESPONSE_92,承認不可：このプレイヤーはすでに別のクラブに参加しています。
TID_CLAN_RESPONSE_93,対応不可：リクエストが見つかりません
TID_CLAN_RESPONSE_94,対応不可：すでに対応済みのリクエストです
TID_CLAN_RESPONSE_95,対応不可：権限がありません
TID_CLAN_RESPONSE_96,承認不可：このクラブから追放されたことのあるプレイヤーです。
TID_CLAN_RESPONSE_100,クラブから追放されました
TID_CLAN_RESPONSE_101,昇格されました
TID_CLAN_RESPONSE_102,降格されました
TID_CLAN_NO_RIGHTS,この操作を行う権限がありません
TID_ALLIANCE_NAME_TOO_SHORT,クラブ名が短すぎます
TID_CLAN_JOIN_REQUEST_TITLE,クラブへの参加をリクエスト
TID_CLAN_JOIN_REQUEST_SEND,送信
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,あなたのクラブに参加させてください！
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,参加リクエストを承認しますか？
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,承認
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,拒否
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,<name>に承認されました
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,<name>に拒否されました
TID_HINT_DRAG_TO_AIM,ドラッグして狙いを定めて
TID_HINT_RELEASE_TO_SHOOT,指を離して発射
TID_HINT_ACTIVATE_ULTI,<cff9900>黄色いコントローラー</c>をドラッグして必殺技をエイム！
TID_HINT_DRAG_TO_ULTI,ドラッグして必殺技の狙いを定め、指を離して発射！
TID_HINT_COLLECT_GOLD,倒されると<ce662f9>エメラルド</c>を落としてしまいます
TID_HINT_HOLD_GOLD,<ce662f9>エメラルド</c>を守り抜こう！
TID_HINT_GO_AFTER_ENEMY,敵を追いかけよう！
TID_HINT_ATTACK_BASE,敵の金庫を破壊し、自分の金庫を守ろう！
TID_HINT_DEFEND_BASE,敵の金庫を破壊し、自分の金庫を守ろう！
TID_HINT_SHOOT_ENEMIES,敵を倒して星を集めよう！
TID_HINT_YOU_ARE_WINNING,チームが勝てそうです！防衛にまわりましょう！
TID_HINT_YOU_ARE_LOSING,チームが負けそうです！どんどん攻めましょう！
TID_HINT_TAP_TO_MOVE,タップで移動\nチームメイトと移動しよう
TID_BOUNTY_2,注意：あなたに高額の懸賞金がついています！
TID_BOUNTY_3,注意：あなたに超高額の懸賞金がついています！
TID_BOUNTY_4,WANTED！
TID_NO_CLAN_TITLE,クラブを探す
TID_NO_CLAN_BODY,クラブに参加して、仲間とチャットやプレイを楽しみましょう！
TID_NO_CLAN_SUGGESTIONS,オススメのクラブ
TID_NO_CLAN_RESULTS,検索結果
TID_NO_CLAN_EMPTY,オススメはありません (T_T)
TID_NO_CLAN_WAITING_FOR_DATA,データ取得中...
TID_CONNECTING_TO_SERVER,サーバーに接続中...
TID_TEAM_ADVERTISE,募集
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,クラブ
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,フレンド
TID_TEAM_AD_INFO_0,チーム戦に参加するプレイヤーを検索中
TID_TEAM_AD_JOIN,チームに参加
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,すでにチームに入っているため参加できません。
TID_TEAM_MEMBER_STATUS_0,<c999999>オフライン</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>バトル中</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>退席中</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>準備中</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>マッチメイキング中</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>終了画面</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>オフライン</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>観戦中</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>練習中</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>書き込み中...</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>キャラ選択中</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>イベント画面</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>準備完了</c>
TID_TEAM_STATUS_IN_MATCH,バトル中
TID_TEAM_STATUS_IN_MATCHMAKING,マッチメイキング中
TID_TEAM_STATUS_FULL,<cff1e00>満員</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,参加自由
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,クラブに所属していなければ、この機能は使えません。
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,フレンドがいなければ、この機能は使えません
TID_TEAM_AD_POST_FAIL_TEAM_FULL,チームが満員のため募集できません
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,この操作はチーム作成者にしか実行できません。
TID_TEAM_LOC_INFO,<LOC>で<MODE>
TID_TEAM_DISPLAY_TITLE_EVENT,チーム
TID_STREAM_EVENT_1,さらば！<sender>が<target>をクラブから追放しました
TID_STREAM_EVENT_2,ようこそ！<sender>が<target>の参加を承認しました
TID_STREAM_EVENT_3,ようこそ！<sender>がクラブに参加しました
TID_STREAM_EVENT_4,また会おう！<sender> がクラブを脱退しました
TID_STREAM_EVENT_5,おめでとう！<sender>が<target>を昇格しました
TID_STREAM_EVENT_6,元気を出して！<sender>が<target>を降格しました
TID_STREAM_EVENT_101,<sender>がチームを作成しました
TID_STREAM_EVENT_102,プレイヤー<sender>が参加しました
TID_STREAM_EVENT_103,プレイヤー<sender>が脱退しました
TID_STREAM_EVENT_104,さらば！<sender>が<target>を追放しました
TID_STREAM_EVENT_105,マッチメイキングが始まりました
TID_STREAM_EVENT_106,マッチメイキングがキャンセルされました
TID_STREAM_EVENT_107,ゲームが始まりました
TID_STREAM_EVENT_108,勝利しました
TID_STREAM_EVENT_109,敗北しました
TID_STREAM_EVENT_110,練習を開始しました
TID_STREAM_EVENT_111,練習を終了しました
TID_STREAM_EVENT_112,引き分けでした
TID_STREAM_EVENT_113,バトルロイヤルが終了しました
TID_CHAT_BOTTOM_BUTTON,下へスクロール
TID_CHAT_BOTTOM_NEW_MESSAGES,新着メッセージ：<count>件
TID_CHAT_BOTTOM_NEW_MESSAGE,新着メッセージ！
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,レベル<LVL>にアップグレード
TID_HERO_INFO_ITEMS,アップグレード
TID_HERO_INFO_SKINS,キャラクター
TID_HERO_INFO_SKIN_OWNED,このスキンは所有しています
TID_HERO_INFO_SKIN_ACTIVE,選択中
TID_HERO_INFO_SKIN_ACTIVATE,選択
TID_HERO_INFO_LEADERBOARD,ランキング
TID_HERO_INFO_LEADERBOARD_LABEL,ベスト<HERO>プレイヤー
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,検索
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,ドラッグして必殺技の狙いを定めよう！
TID_HINT_SHOOT,ドラッグして狙い、指を離して発射
TID_HERO_SCORE_SUM_LEADERBOARD,ベストプレイヤー
TID_ALLIANCE_LEADERBOARD,ベストクラブ
TID_HINT_MAKE_GOAL,ドラッグして狙い、指を離してボールをキック
TID_BATTLE_ROYALE_INTRO_TEXT,最後の生存者になろう！
TID_HINT_COLLECT_BUFFS,木箱や敵から<c50d050>パワーキューブ</c>を\n回収してパワーアップ！
TID_PLAYERS_LEFT,生存者：<num>
TID_AVOID_POISON,拡散する<c90ee90>毒ガス</c>から逃れよう！
TID_CLAN_CREATE_COOLDOWN,現在クラブの作成はできません。<TIME>後に再度お試しください。
TID_CLAN_CREATE_XP_LEVEL_REQUIRED,クラブを作成するには\nXPレべル<LEVEL>以上が必要です。
TID_PLAYER_DATA_MISSING,プレイヤーデータなし
TID_ALLIANCE_DATA_MISSING,クラブデータなし
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,弾がリロードされるまで待とう！
TID_EVENT_EXPIRED,イベントは終了しました
TID_DOUBLE_COINS_INFO,ここでバトルすると獲得トークンが2倍！
TID_DOUBLE_XP_INFO,ここでバトルすると獲得XPが2倍！
TID_SETTINGS_TITLE,設定
TID_SETTINGS_CONTROL_MODE_TITLE,操作モード
TID_SETTINGS_CONTROL_MODE_VALUE_0,タップ移動
TID_SETTINGS_CONTROL_MODE_INFO_0,画面をタップしてキャラを移動。ドラッグして狙いを定め、指を離して発射。
TID_SETTINGS_CONTROL_MODE_VALUE_1,ジョイスティック操作（右利き）
TID_SETTINGS_CONTROL_MODE_INFO_1,画面左下にあるジョイスティックで移動。ターゲットをタップして発射。
TID_SETTINGS_CONTROL_MODE_VALUE_2,ジョイスティック操作（左利き）
TID_SETTINGS_CONTROL_MODE_INFO_2,画面右下にあるジョイスティックで移動。ターゲットをタップして発射。
TID_CHANGE_NAME_TITLE,名前変更
TID_SETTINGS_PLAYERNAME_CURRENT,現在の名前：
TID_SETTINGS_PLAYERNAME_ENTERNEW,新しい名前を入力：
TID_ERROR_NAMES_DONT_MATCH,名前が一致しません。もう一度お試しください。
TID_CONTINUE,続ける
TID_NAMECHANGE_WARNING,注意：名前は一度しか変更できません！
TID_CONFIRM,確定
TID_INVALID_NAME,無効な名前です！他のものをお試しください。
TID_SETTINGS_PLAYERNAME_REENTERNEW,新しい名前を再入力：
TID_NAME_ALREADY_CHANGED,名前は一度しか変更できません。
TID_NAME_CHANGE_ALREADY_USED,すでに一度名前を変更しています
TID_NAME_CHANGED_SUCCESS,名前を変更しました！
TID_NAME_CHANGE_IN_PROGRESS,名前を変更できません。前回の名前変更の処理中です。
TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW,名前を変更するには\nXPレベル<level>以上が必要です
TID_CONFIRM_CONFIRM,操作を完了するには「<confirmword>」と入力してOKボタンを押してください。
TID_CONFIRM_WORD,かくてい
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,本当に名前を変更しますか？\n新しい名前：
TID_BUTTON_CONFIRM,OK
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,次のイベントまで
TID_EVENTS_TIME_LEFT,残り時間
TID_EVENTS_NEW,NEW!
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_XP_CAP_REACHED,すべてのXPを回収しました
TID_EVENTS_EVENT_LOCKED,ロック中
TID_EVENTS_TROPHY_REQ,合計<c00ffff><COUNT></c>トロフィー到達で\nアンロック
TID_GAME_STARTING,<LOCATION>でゲームが始まります。参加しましょう！
TID_WEEKEND_EVENT,XP 2倍イベント
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_WELCOME_TITLE,ショップへようこそ！
TID_SHOP_WELCOME,プレイを進めると、新しい\nショップのカテゴリが解放されます！\n\n定期的にチェックして新入荷\nアイテムを確認しよう！
TID_SHOP_SPECIAL_OFFER,スペシャルセール
TID_SHOP_COIN_BOOSTERS,ブースター
TID_SHOP_GEM_PACKS,エメラルドパック
TID_SHOP_PURCHASED,購入済
TID_SHOP_OBTAINED,入手済
TID_SHOP_INVALIDATED,期限切れ
TID_SHOP_ACTIVE,使用中
TID_SHOP_DOUBLE_COINS_TITLE,ダブルトークン
TID_SHOP_DOUBLE_COINS_INFO,2倍にできるトークン
TID_SHOP_DOUBLE_COINS_INFO_2,バトルで獲得するもの限定！
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,バトルで獲得する<AMOUNT>個のトークンが2倍に！
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,残りのトークン：
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,エメラルドが足りません
TID_SHOP_OFFER_PURCHASE_ERROR_3,このセール品はすでに購入済みです。
TID_SHOP_OFFER_PURCHASE_ERROR_4,このセール品は購入できません。含まれるアイテムの1つ以上をすでに所有しています。
TID_SHOP_OFFER_TITLE,期間限定セール
TID_SHOP_GEM_PACK_1_TITLE,ひと握りのエメラルド
TID_SHOP_GEM_PACK_2_TITLE,エメラルドの小袋
TID_SHOP_GEM_PACK_3_TITLE,エメラルドの袋
TID_SHOP_GEM_PACK_4_TITLE,エメラルドのバケツ
TID_SHOP_GEM_PACK_5_TITLE,エメラルドの箱
TID_SHOP_GEM_PACK_6_TITLE,エメラルドの金庫
TID_SHOP_HEROES_OF_RARITY,確定キャラクター
TID_SHOP_HERO_OF_RARITY_TITLE,<c<COLOR>><NAME></c> キャラ
TID_SHOP_HERO_OF_RARITY_BOX,キャラボックス
TID_SHOP_HERO_POWER_TITLE,<cffffff>+<AMOUNT></c> パワー
TID_SHOP_GATCHA_BOXES,ボックス
TID_SHOP_GATCHA_BOX_1,ビッグボックス
TID_SHOP_GATCHA_BOX_2,ブロスタボックス
TID_SHOP_GATCHA_BOX_3,メガボックス
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,今日はもうボックスを購入できません
TID_SHOP_TICKETS,イベントチケット
TID_SHOP_TICKET_PACK_0,チケットセット
TID_SHOP_TICKET_PACK_1,チケットの山
TID_SHOP_TICKET_PACK_2,チケットひと巻き
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,コインパック
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,ひと握りのコイン
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,コインの小袋
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,コインの袋
TID_HERO_LVL_MATERIAL_RECEIVED,<AMOUNT>コイン購入しました
TID_SHOP_DAILY_OFFERS,日替わりセール
TID_SHOP_FREE,無料
TID_SHOP_CLAIM,回収
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
TID_SHOP_TICKETS_AVAILABLE_FOR,<TIME>
TID_SHOP_DISCOUNT,-<AMOUNT>%
TID_SHOP_OFFER_TITLE_0,フリーボックス
TID_SHOP_OFFER_TITLE_1,コイン
TID_SHOP_OFFER_TITLE_6,ブロスタボックス
TID_SHOP_OFFER_TITLE_7,チケット
TID_SHOP_OFFER_TITLE_8,パワーポイント
TID_SHOP_OFFER_TITLE_9,ダブルトークン
TID_SHOP_OFFER_TITLE_10,メガボックス
TID_SHOP_OFFER_TITLE_12,パワーポイント
TID_SHOP_OFFER_TITLE_14,ビッグボックス
TID_SHOP_OFFER_TITLE_15,ブロスタボックス
TID_SHOP_OFFER_TITLE_16,エメラルド
TID_SHOP_OFFER_DESC_GOLD,コインを使うとキャラをアップグレードできる
TID_SHOP_OFFER_ANY_BRAWLER,1体のキャラクターを\n選んで強化
TID_PURCHASE_OFFER_POPUP_TITLE,購入を確定
TID_PURCHASE_OFFER_POPUP_TITLE_FREE,無料報酬
TID_SHOP_OFFER_NEW_HERO_LABEL,新キャラクター
TID_SHOP_OFFER_NEW_SKIN_LABEL,新スキン
TID_SHOP_OFFER_HERO_POWER_TITLE,パワーポイント
TID_SHOP_TICKET_PURCHASE_ERROR_4,購入できません。購入は、イベントにつき各パック1回限定です。
TID_SHOP_OFFER_NEW,新入荷
TID_GATCHA_BOX_TITLE_2,ブロスタボックス
TID_GATCHA_BOX_TITLE_3,メガボックス
TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL,新キャラクター
TID_GATCHA_BOX_INFO_2,新キャラ、スターパワー、コインにキャラ2人分のパワーポイントが入っています。一部のボックスにはイベントチケットやダブルトークンも含まれます！
TID_GATCHA_BOX_INFO_3,\n\nブロスタボックス<AMOUNT>個分のサイズです。
TID_SHOP_OFFER_INFO_0,無料でお楽しみいただけます！
TID_SHOP_OFFER_INFO_1,<AMOUNT>コインが入っています。キャラのアップグレードにご活用ください。
TID_SHOP_OFFER_INFO_2,<RARITY>キャラクターのいずれかをアンロックします！
TID_SHOP_OFFER_INFO_3,新キャラをアンロック！
TID_SHOP_OFFER_INFO_6,キャラクター、パワーポイント、コイン等を入手できます！
TID_SHOP_OFFER_INFO_7,イベントチケットが<AMOUNT>枚入っています。チケットイベントをお楽しみください！
TID_SHOP_OFFER_INFO_8,<AMOUNT>パワーポイントが入っています。キャラのアップグレードに活用しましょう！
TID_SHOP_OFFER_INFO_9,バトルで獲得する<AMOUNT>個のトークンが2倍に！
TID_SHOP_OFFER_INFO_10,メガボックスに入っているアイテムの量は、ブロスタボックスの10倍！
TID_SHOP_OFFER_INFO_12,パワーポイントを受け取るキャラを選択できます
TID_SHOP_OFFER_INFO_13,新たなイベントスロットをアンロック
TID_SHOP_OFFER_INFO_14,ビッグボックスに入っているアイテムの量は、ブロスタボックスの3倍！
TID_SHOP_OFFER_HOR_NEW,新入荷
TID_SHOP_OFFER_HOR_RARITY,<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_BRAWLER,キャラクター
TID_SHOP_OFFER_HOR_POPUP_RARITY,新入荷<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_POPUP_BRAWLER,キャラクター
TID_SHOP_SKIN_OFFER,スキンセール
TID_SKINS_AD_TITLE,新スキンが登場！
TID_SKINS_AD_OK,OK
TID_SKINS_AD_INFO,キャラクターページで新しいスキンをチェックしましょう！
TID_TERMS_OF_SERVICE_BUTTON,サービス利用規約
TID_IMMUNE,無効
TID_BATTLE_END_PROCEED,次へ
TID_HINT_TAP_TO_MOVE_1,マップ中央から<ce662f9>エメラルド</c>を集めましょう
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1,敵に狙いを定めましょう！
TID_HINT_SHOOT_1,<ce662f9>エメラルド</c>が中央の穴から出現します！
