TID,KR
TID_ENEMY_TEAM,레드 팀
TID_COUNTDOWN,카운트다운
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,브롤러
TID_HERO_LIST_DO_GATCHA,브롤 상자 열기
TID_HERO_TIME_UNTIL_RELEASE,공개까지:\n<TIME>
TID_HERO_LIST_COMING_UP,브롤러가 공개된 후 자세한 사항을 확인하세요.
TID_SKIN_INFO_TIME_UNTIL_RELEASE,공개까지: <TIME>
TID_SKIN_INFO_,Supercell ID 보상 스킨
TID_SKIN_INFO_1,브롤스타즈 개척자 스킨!\n\n2019년 이전 생성 계정 보상
TID_SKIN_INFO_2,설정에서 Supercell ID와 연동하고 스킨을 획득하세요!
TID_SKIN_INFO_3_TEASER,곧 공개!
TID_SKIN_INFO_3_AVAILABLE,\n기간 한정으로 구매 가능
TID_SKIN_INFO_3_NOT_AVAILABLE,\n현재 구매 불가
TID_SKIN_INFO_3_HERO_NEEDED,\n해당 브롤러를 보유해야 구매 가능
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,크리스마스는 스킨과 함께!
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,2018 브롤리데이 스킨
TID_SKIN_REWARD_TITLE_1,스킨 보상
TID_SKIN_REWARD_INFO_1,신규 스킨을 잠금 해제했습니다!\n2018년 브롤스타즈를 플레이해주셔서 감사합니다!
TID_SKIN_REWARD_TITLE_2,스킨 보상
TID_SKIN_REWARD_INFO_2,게임 계정을 Supercell ID과 연동해 보상으로 신규 스킨을 잠금 해제했습니다!
TID_SKIN_REWARD_OK,받기
TID_HERO_REWARD_TITLE_1,지원팀에서 보낸 메시지
TID_HERO_REWARD_INFO_1,브롤스타즈 지원팀에서 브롤러 선물을 보냈습니다.
TID_SKIN_REWARD_TITLE_0,지원팀에서 보낸 메시지
TID_SKIN_REWARD_INFO_0,브롤스타즈 지원팀에서 스킨 선물을 보냈습니다.
TID_SKIN_REWARD_TITLE_3,지원팀에서 보낸 메시지
TID_SKIN_REWARD_INFO_3,브롤스타즈 지원팀에서 스킨 선물을 보냈습니다.
TID_REWARD_TITLE,지원팀에서 보낸 메시지
TID_REWARD_INFO,아직 받지 않은 선물이 있습니다.
TID_REWARD_INFO_RESOURCE_FIRSTWINS,스타 토큰 <AMOUNT>개 받음
TID_REWARD_INFO_RESOURCE_GOLD,토큰 <AMOUNT>개 받음
TID_REWARD_OK,받기
TID_HERO_REWARD_OK,받기
TID_RANK_POPUP_TITLE,트로피 진척도
TID_RANK_POPUP_NEXT_GOAL,다음 목표
TID_RANK_POPUP_COLLECT,받기
TID_RANK_POPUP_SEASON_END_REWARD,시즌 보상
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>내 시즌 보상</c>
TID_RANK_POPUP_TOTAL_INFO,총 트로피를 모아 보상을 잠금 해제하고 신규 리그에 진입하세요!\n총 트로피는 내가 보유한 브롤러의 트로피를 합산한 수입니다.
TID_RANK_POPUP_SEASON_END_TITLE,남은 시즌 기간:
TID_RANK_POPUP_SEASON_END_INFO,"시즌이 종료되면, 트로피가 <DECAYSTART>개 이상인 브롤러는 <DECAYSTART>개를 초과한 트로피의 <DECAYPERCENTAGE>%를 손실합니다."
TID_RANK_POPUP_HILITE_CAPTION_3,잠금 해제: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,신규 이벤트: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,메가 상자
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,특별 이벤트
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,일일 이벤트
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,티켓 이벤트
TID_DAILY_COINS_COLLECTED,획득 완료
TID_TEAM_BATTLE,생성
TID_TEAM_UNREADY,준비 중
TID_TEAM_WAITING_WHILE_READY,준비 완료!\n다른 플레이어를 기다리는 중
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> 브롤러</c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,멋져요!
TID_GATCHA_SCREEN_TAP,탭하세요!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,이벤트 티켓
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,보너스!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,적용 시간: <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,시작까지: <TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,토큰 더블러
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,전투에서 획득하는 토큰을 두 배로!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,코인
TID_GATCHA_SCREEN_GOLD_DROP_DESC,코인을 사용해 브롤러를 업그레이드하세요!
TID_GATCHA_SCREEN_GEM_DROP_TITLE,보석
TID_GATCHA_SCREEN_GEM_DROP_DESC,"보석을 사용해 상점에서 상자, 스킨 등 다양한 상품을 구매하세요!"
TID_GATCHA_SCREEN_HERO_POWER_TITLE,PP
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,업그레이드 잠금 해제!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,업그레이드 가능!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,보너스
TID_NAVI_BLOCKED_1,준비 완료 상태에서는 화면을 변경할 수 없습니다!
TID_TEAM_MEMBER_INFO_READY,<NAME> 님이 다른 플레이어의 준비를 기다리고 있습니다.
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> 님이 아직 준비 중입니다.
TID_TEAM_MEMBER_INFO_SELF_READY,준비 완료 상태에서는 브롤러를 변경할 수 없습니다!
TID_TEAM_CHANGE_EVENT_BLOCKED,준비 완료 상태에서는 이벤트를 변경할 수 없습니다!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,준비 완료 상태에서는 변경할 수 없습니다!
TID_TEAM_GATCHA_BLOCKED,준비 완료 상태에서는 상자를 열 수 없습니다!
TID_TEAM_NO_MEMBER_INFO,팀 초대는 생성자만 가능합니다.
TID_TEAM_INFO_TEAM_CODE,해당 코드를 친구에게 공유해서 팀으로 초대하세요!\n\n다시 한번 탭해서 클립보드로 복사하세요.
TID_FREEZER,프리저
TID_GAME_OVER,매치 종료
TID_LEVEL,<LVL>레벨
TID_PLAYERS_IN_MM,매치메이킹 중인 플레이어가 있습니다!
TID_ONLINE_INFO,"온라인 플레이어: <ONLINE>명, 매치메이킹 중: <MATCHMAKE>명, 전투 중: <BATTLES>명"
TID_INPUT_NAME,이곳에 이름을 입력하세요.
TID_LEADERBOARD_YOUR_SCORE,내 점수
TID_LEADERBOARD_YOUR_RANK,내 순위
TID_LEADERBOARD_HIGHEST_SCORE,내 최고 점수
TID_LEADERBOARD_LOCAL,지역 (<COUNTRY>)
TID_REGION_0,글로벌
TID_REGION_1,아시아
TID_SET_REGION_RESULT_0,<REGION> 지역으로 변경했습니다.
TID_SET_REGION_RESULT_1,지역 변경 실패: 클럽에 가입한 상태에서는 지역을 변경할 수 없습니다.
TID_SET_REGION_RESULT_2,지역 변경 실패: 팀에 참가한 상태에서는 지역을 변경할 수 없습니다.
TID_VICTORY_CONDITION_COINRUSH_TITLE,크리스털 그랩
TID_VICTORY_CONDITION_COINRUSH_TEXT,보석 10개를 유지하세요!
TID_BATTLE_END_MY_TEAM,내 팀
TID_BATTLE_END_ENEMY_TEAM,상대 팀
TID_BACK,뒤로
TID_NOT_ENOUGH_GOLD,코인이 부족합니다! 브롤 상자를 열어 코인을 획득하세요!
TID_UNLOCK_SKIN_ERROR_1,보석이 부족합니다!
TID_EXPERIENCE_LEVEL,XP 레벨
TID_BOT_1,AI 1
TID_BOT_2,AI 2
TID_BOT_3,AI 3
TID_BOT_4,AI 4
TID_BOT_5,AI 5
TID_BOT_6,AI 6
TID_BOT_7,AI 7
TID_BOT_8,AI 8
TID_BOT_9,AI 9
TID_CRAFT_HERO_TITLE,브롤러 구매
TID_CRAFT_HERO_BUTTON_LABEL,구매
TID_UNLOCK_SKIN_TITLE,스킨 구매
TID_SKIN_COMING_SOON,스킨 이용 불가
TID_UNLOCK_SKIN_BUTTON_LABEL,구매
TID_HERO_LIST_TOTAL_TROPHIES,총 트로피
TID_TOP_TOOL_TIP_1,<c00ccff>토큰</c>은 브롤 상자를 여는 데 사용됩니다.\n\n신규 이벤트와 전투에서 토큰을 모으세요!
TID_TOP_TOOL_TIP_3,"<c0ed12d>보석</c>은 상점에서 상자, 스킨 등을 구매하는 데 사용됩니다.\n\n브롤 상자에서 보석을 획득하거나 상점에서 구매하세요!"
TID_TOP_TOOL_TIP_2,<cff8E1b>코인</c>은 브롤러 업그레이드에 사용됩니다.\n\n브롤 상자에서 코인을 획득할 수 있습니다!
TID_TOP_TOOL_TIP_4,<cff0000>이벤트 티켓</c>을 사용해 티켓 이벤트에 참가할 수 있습니다.\n\n브롤 상자에서 이벤트 티켓을 획득할 수 있습니다!
TID_GAME_MODE_0,젬 그랩
TID_GAME_MODE_0_DESC,"맵 중앙의 보석 광산에서 나오는 보석을 모으거나, 적을 처치해 보석을 빼앗으세요! 보석 10개를 모아 카운트다운이 끝날 때까지 유지하면 승리합니다!"
TID_GAME_MODE_2,하이스트
TID_GAME_MODE_2_DESC,아군의 금고를 지키면서 적의 금고를 파괴하세요! 상대의 금고를 먼저 파괴해 여는 팀이 승리합니다!\n\n제한 시간이 종료되면 상대의 금고에 더 많은 피해를 준 팀이 승리합니다!
TID_GAME_MODE_3,바운티
TID_GAME_MODE_3_OG_DESC,상대 팀 멤버를 처치하고 별을 모으세요! 한 팀이 먼저 별 6개를 모으면 게임이 종료됩니다. 맵 중앙에 모을 수 있는 별 1개가 있습니다!
TID_GAME_MODE_6,솔로 쇼다운
TID_GAME_MODE_6_COMBINED,쇼다운
TID_GAME_MODE_6_DESC,마지막까지 살아남아 최후의 1인이 되세요! 한번 처치되면 돌아올 수 없으니 필요한 모든 수단을 동원하세요!
TID_GAME_MODE_6_DESC_COMBINED,마지막까지 살아남아 최후의 1인이 되세요! 개인 또는 2인 팀으로 플레이하세요!
TID_GAME_MODE_5,브롤 볼
TID_GAME_MODE_5_DESC,상대 팀 골대에 골을 넣어 득점하세요! 먼저 2점을 넣거나 시간이 종료될 때까지 상대보다 많이 넣으면 승리합니다!
TID_GAME_MODE_3_OG,클린 아웃
TID_GAME_MODE_3_DESC,"상대 팀 멤버를 처치하고 별을 모으세요! 상대를 처치할 때마다 자신의 머리 위에 별이 1개씩 추가되며, 최대 7개까지 모을 수 있습니다. 처치되면 별을 잃게 되니 조심하세요!\n\n제한 시간 안에 더 많은 별을 모은 팀이 승리합니다!"
TID_GAME_MODE_11,시즈 팩토리
TID_GAME_MODE_11_DESC,"상대의 IKE 조립 포탑을 점거해 파괴하세요! 볼트를 모아 아군의 IKE에 보내면 상대 팀을 공격하는 강력한 시즈 로봇을 조립해줍니다. 맵에 흩어져 있는 볼트를 획득한 후 몇 초간 기다리면, 볼트가 자동으로 IKE에 보내집니다. IKE는 강력한 방어 무기로 가까이 오는 상대를 공격하니 조심하세요! 시즈 로봇 없이 적 진영 가까이 다가가지 마세요!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,스타 토큰
TID_BATTLE_END_GAIN_LABEL_RANK_UP,랭크 업
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,레벨 업
TID_BATTLE_END_GAIN_LABEL_VICTORY,승리
TID_BATTLE_END_GAIN_LABEL_DEFEAT,패배
TID_BATTLE_END_GAIN_LABEL_DRAW,무승부
TID_BATTLE_END_GAIN_LABEL_MVP,스타 플레이어
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,순위 점수
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,시간 보상
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,남은 토큰:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,시간 보상
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,시간 보상
TID_BATTLE_END_COIN_REWARDS,토큰 보상
TID_BATTLE_END_MVP,스타 플레이어
TID_BATTLE_END_DEFEAT_INFO,다음엔 이길 수 있겠죠!
TID_TUTORIAL_1,전 쉘리라고 해요! <ce662f9>보석</c>을 전부\n모아 볼까요? 왼쪽 엄지손가락으로\n<c0066ff>파란색 조이스틱</c>을 <c0066ff>드래그</c>해서\n이동해보세요!
TID_TUTORIAL_2,전부 모아야 해요!\n<ce662f9>보석</c>은 다 내꺼!
TID_TUTORIAL_3,오른쪽 엄지손가락으로\n<ccc0033>빨간색 조이스틱</c>을 <ccc0033>드래그</c>해서\n대상을 조준한 후 놓으면서 쏘세요!\n로봇들을 파괴해 보자고요!
TID_TUTORIAL_GOOD_JOB_1,잘했어요!
TID_TUTORIAL_5,더 공격해보세요!\n<ccc0033>빨간색 조이스틱</c>을 <ccc0033>탭</c>해서\n근거리에 있는 대상을 공격하세요!\n로봇들을 파괴해 보자고요!
TID_TUTORIAL_6,이제 특수 공격을 사용해 벽 뒤에\n있는 보스를 파괴하세요!\n<cff9900>노란색 조이스틱</c>을 <cff9900>드래그</c>해서\n조준한 후 공격하세요!
TID_TUTORIAL_555,잘했어요! 계속하세요!
TID_TUTORIAL_7,잘했어요! <ce662f9>보석</c>을 모두 획득했어요! 이제 나가 볼까요?
TID_TUTORIAL_8,적을 공격하면 특수 공격이 충전됩니다. <cff9900>노란색 조이스틱</c>을 사용해서 특수 공격으로 적을 처치하세요!
TID_TUTORIAL_9,재능을 타고났군요!\n\n이제 한바탕 날뛰어볼까요?
TID_TUTORIAL_10,적을 공격하면 특수 공격이 충전됩니다. 지금 특수 공격이 준비되었어요!\n특수 공격 버튼을 탭하세요!
TID_TUTORIAL_11,<cff6633>주황색 바</c>는 남은 탄환입니다. 최대한 빨리 재장전할게요!
TID_FIGHT_TUTORIAL,플레이
TID_HERO_SCORE_INFO,다른 플레이어를 상대로 게임에서 승리해 해당 브롤러의 트로피를 모으세요.\n\n트로피 <PROGRESS>개를 모으면 랭크가 오르며 토큰 <COINS>개를 획득합니다.
TID_HERO_SCORE_INFO_MAXED,최종 랭크를 달성했습니다!
TID_XP_INFO_ME,내 XP 레벨입니다.\n\n전투에서 XP를 모으세요. XP <REMPROGRESS>점을 더 모으면 <LEVEL>레벨에 도달하고 토큰 <COINS>개를 얻을 수 있습니다.
TID_XP_INFO_OTHER,플레이어의 XP 레벨
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,연습 게임을 플레이하고 전체 게임을 잠금 해제하세요!
TID_SOCIAL_TAB_CLANS,클럽
TID_SOCIAL_TAB_FRIENDS,친구
TID_FRIEND_STATUS_BATTLE,<TIME> 동안 <cffffff>전투 중</c>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>전투 결과 화면</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>관전 중</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>연습 중</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>매치메이킹 중</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>팀 참가 중</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>팀 참가 중</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>팀 참가 중</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>전투 중</c>
TID_FRIEND_STATUS_MENUS,메뉴 화면
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,팀 구성!
TID_ONLINE_FRIENDS_POPUP_TITLE,온라인 플레이어
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,온라인 상태인 친구나 클럽 멤버가 없습니다.
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,초대할 수 있는 친구나 클럽 멤버가 없습니다. 마음에 드는 플레이어와 함께 전투한 적이 있나요? 친구로 추가하세요!
TID_CLAN_CREATE_BUTTON,생성
TID_CLAN_SAVE_BUTTON,저장
TID_CLAN_CREATE_TITLE,신규 클럽 생성
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,마지막 접속: <cf7f7f7>1시간 미만 전</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,마지막 접속: <cf7f7f7><HOURS>시간 전</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,마지막 접속: <cf7f7f7><DAYS>일 전</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,마지막 접속: <cf7f7f7>1달 이상 전</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>전투 중</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>메뉴 화면</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>메뉴 화면</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>매치메이킹</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>메뉴 화면</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>관전 중</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>연습 중</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>메뉴 화면</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>메뉴 화면</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>메뉴 화면</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,온라인 멤버 <COUNT>명
TID_CLAN_ENTRY_ONLINE_MEMBER,온라인 멤버 <COUNT>명
TID_ALLIANCE_TYPE_OPEN,공개
TID_ALLIANCE_TYPE_INVITE_ONLY,초대 한정
TID_ALLIANCE_TYPE_CLOSED,비공개
TID_CLAN_SEARCH_TITLE,클럽 검색
TID_CLAN_INTRO_AD_TITLE,클럽을 찾는 중이세요?
TID_CLAN_INTRO_AD_DESC,\n다른 플레이어들과 함께하세요!
TID_CLAN_INTRO_CREATE_GO,클럽 생성
TID_CLAN_INTRO_SEARCH_GO,클럽 검색
TID_CLAN_INTRO_REFRESH,새로 고침
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,해당 클럽에 가입하려면\n트로피 <REQ>개가 필요합니다!\n내 트로피: <SCORE>개
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,비공개 클럽입니다.
TID_STREAM_ENTRY_AGE,<time> 전
TID_ALLIANCE_ROLE_LEADER,대표
TID_ALLIANCE_ROLE_CO_LEADER,공동 대표
TID_ALLIANCE_ROLE_MEMBER,멤버
TID_ALLIANCE_ROLE_ELDER,장로
TID_STREAM_SENDER_YOU,나
TID_GOLDRUSH_1,암석 광산
TID_BANKHEIST_1,도적 금고
TID_WANTED_1,사원의 폐허
TID_BATTLE_ROYALE_1,해골천
TID_GOLDRUSH_2,수정 동굴
TID_BANKHEIST_2,우당탕 협곡
TID_WANTED_2,무법자 캠프
TID_BATTLE_ROYALE_2,불타는 돌무덤
TID_GOLDRUSH_3,독버섯 동굴
TID_BANKHEIST_3,안전지대
TID_WANTED_3,바위 요새
TID_BATTLE_ROYALE_3,바위 장벽 전투
TID_WANTED_4,선인장 함정
TID_GOLDRUSH_4,바위 요새
TID_WANTED_5,수정 공터
TID_GOLDRUSH_5,흔들 광산
TID_WANTED_6,뱀의 초원
TID_WANTED_7,별내림 계곡
TID_GOLDRUSH_6,지하 갱도
TID_GOLDRUSH_7,으스스 동굴
TID_BATTLE_ROYALE_4,모 아니면 도
TID_WANTED_8,은신처
TID_BANKHEIST_4,G.G. 지대
TID_CLAN_MEMBERS_ONLINE,온라인 멤버: <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,클럽 트로피
TID_CLAN_SEARCH_OK,검색
TID_CLAN_INFO_NAME,클럽 이름
TID_CLAN_INFO_BADGE,배지
TID_CLAN_INFO_DESC,설명
TID_CLAN_INFO_TOTAL_TROPHIES,클럽 트로피
TID_CLAN_INFO_TYPE,유형
TID_CLAN_INFO_TAG,클럽 태그
TID_CLAN_INFO_MIN_TROPHIES,트로피 조건
TID_CLAN_INFO_LEAVE,탈퇴
TID_CLAN_INFO_SETTINGS,설정
TID_CLAN_INFO_JOIN,가입
TID_CLAN_INFO_MESSAGE,메시지
TID_CLAN_INFO_REQUEST_JOIN,가입 요청
TID_CLAN_SEARCH_NO_RESULTS,클럽을 찾지 못했습니다.
TID_CLAN_SEARCH_INITIAL,검색 결과가 없습니다.
TID_CLAN_INFO_MEMBERS,멤버
TID_CLAN_INFO_SELECT_BADGE,검색
TID_SELECT_BADGE,배지 선택
TID_ALLIANCE_CREATE_OK,클럽을 성공적으로 생성했습니다.
TID_CLAN_CHANGE_SETTINGS_TITLE,클럽 설정
TID_TITLE_ALLIANCE,클럽 정보
TID_ALLIANCE_LEFT,클럽을 탈퇴했습니다.
TID_CLAN_MEMBER_DEMOTE,강등
TID_CLAN_MEMBER_PROMOTE,승급
TID_CLAN_MEMBER_KICK,추방
TID_CLAN_MEMBER_VIEW_ALLIANCE,클럽 보기
TID_BUTTON_INVITE,초대
TID_PLAYER_INFO_GOTO_CLAN,클럽 보기
TID_PLAYER_INFO_HEROES,브롤러 (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,아이콘 선택
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,XP <LEVEL>레벨에서 잠금 해제!
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,총 트로피 <TROPHIES>개 필요!
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> 승
TID_PLAYER_INFO_STATS_HEADER,통계
TID_PLAYER_STAT_1,3 vs 3 승리
TID_PLAYER_STAT_4,최대 트로피
TID_PLAYER_STAT_8,솔로 승리
TID_PLAYER_STAT_10,빅 브롤러 베스트 타임
TID_PLAYER_STAT_9,로보 럼블 베스트 타임
TID_PLAYER_STAT_11,듀오 승리
TID_NO_CLAN,가입한 클럽이 없습니다.
TID_ULTIMATE_NOT_READY,적을 공격해\n특수 공격을 충전하세요!
TID_CANT_ACTIVATE_ULTI,처치되었을 때는 특수 공격을\n사용할 수 없습니다!
TID_NAME_TOO_SHORT,이름이 너무 짧습니다.
TID_ALLIANCE_JOINED,클럽에 가입했습니다.
TID_COIN_RUSH_INTRO_TEXT,보석 10개를 모아 승리하세요!
TID_BOUNTY_HUNTER_INTRO_TEXT,브롤러를 처치하고 별을 모으세요!
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,적의 금고를 부수세요!
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,적의 금고를 부수세요!
TID_GO,전투 시작!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,클럽 탈퇴 확인
TID_ALLIANCE_LEAVE_CONFIRMATION,\n정말로 클럽을 탈퇴할까요?
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,클럽 탈퇴
TID_ALLIANCE_PROMOTE_TITLE,승급 확인
TID_ALLIANCE_PROMOTE_CONFIRMATION,정말로 <NAME> 님을 <ROLE>로 승급할까요?
TID_ALLIANCE_PROMOTE_BUTTON,승급
TID_ALLIANCE_KICK_TITLE,추방 확인
TID_ALLIANCE_KICK_CONFIRMATION,정말로 <NAME> 님을 클럽에서 추방할까요?
TID_ALLIANCE_KICK_BUTTON,추방
TID_ALLIANCE_DEMOTE_TITLE,강등 확인
TID_ALLIANCE_DEMOTE_CONFIRMATION,정말로 <NAME> 님을 <ROLE>로 강등할까요?
TID_ALLIANCE_DEMOTE_BUTTON,강등
TID_CLAN_RESPONSE_10,설정이 저장되었습니다.
TID_CLAN_RESPONSE_20,클럽을 생성했습니다.
TID_CLAN_RESPONSE_21,클럽 생성에 실패했습니다! 다시 시도해 주세요.
TID_CLAN_RESPONSE_22,허용되지 않는 이름입니다!
TID_CLAN_RESPONSE_23,허용되지 않는 설명입니다!
TID_CLAN_RESPONSE_24,이름이 너무 짧습니다!
TID_CLAN_RESPONSE_40,클럽에 가입했습니다!
TID_CLAN_RESPONSE_42,가입 실패: 클럽이 가득 찼습니다.
TID_CLAN_RESPONSE_43,가입 실패: 비공개 클럽입니다.
TID_CLAN_RESPONSE_45,가입 실패: 트로피가 부족해 해당 클럽에 가입할 수 없습니다.
TID_CLAN_RESPONSE_46,가입 실패: 추방되었거나 가입 요청이 거절된 적 있는 클럽입니다. 해당 클럽으로부터 차단되었습니다.
TID_CLAN_RESPONSE_47,가입 실패: 하루에 너무 많은 클럽에 가입했습니다. 하루 동안 클럽 가입이 비활성화됩니다.
TID_CLAN_RESPONSE_48,가입 실패: 다른 지역의 클럽에는 가입할 수 없습니다.
TID_CLAN_RESPONSE_50,가입 요청 전송 성공
TID_CLAN_RESPONSE_51,가입 요청 전송 실패: 해당 클럽은 비공개로 전환되었습니다.
TID_CLAN_RESPONSE_52,가입 요청 전송 실패: 해당 클럽에 이미 가입 요청을 보냈습니다.
TID_CLAN_RESPONSE_53,가입 요청 전송 실패: 트로피가 모자라 해당 클럽에 가입할 수 없습니다.
TID_CLAN_RESPONSE_54,가입 요청 실패: 추방되었거나 가입 요청이 거절된 적 있는 클럽입니다. 해당 클럽으로부터 차단되었습니다.
TID_CLAN_RESPONSE_55,가입 요청 실패: 다른 지역의 클럽에는 가입할 수 없습니다.
TID_CLAN_RESPONSE_70,추방 성공
TID_CLAN_RESPONSE_80,클럽을 탈퇴했습니다.
TID_CLAN_RESPONSE_81,승급 성공
TID_CLAN_RESPONSE_82,강등 성공
TID_CLAN_RESPONSE_90,수락 성공
TID_CLAN_RESPONSE_91,거절 성공
TID_CLAN_RESPONSE_92,수락 실패: 이미 클럽에 가입한 플레이어입니다.
TID_CLAN_RESPONSE_93,처리 실패: 요청을 찾을 수 없습니다.
TID_CLAN_RESPONSE_94,처리 실패: 이미 처리된 요청입니다.
TID_CLAN_RESPONSE_95,처리 실패: 권한이 없습니다.
TID_CLAN_RESPONSE_96,수락 실패: 이 클럽에서 차단한 플레이어입니다.
TID_CLAN_RESPONSE_100,클럽에서 추방되었습니다.
