TID,FR
TID_TUTORIAL_2,Récupérez-les toutes ! Ces <ce662f9>gemmes</c> sont à moi !
TID_TUTORIAL_3,"Des robots cibles ! <ccc0033>Faites bouger</c> le <ccc0033>joystick rouge</c> avec votre pouce droit pour viser, et relâchez pour tirer. Détruisez les robots !"
TID_TUTORIAL_GOOD_JOB_1,Bien joué !
TID_TUTORIAL_5,Encore des cibles ! Vous pouvez <ccc0033>toucher</c> le <ccc0033>joystick rouge</c> pour tirer sur l'ennemi le plus proche. Détruisez les robots !
TID_TUTORIAL_6,"Maintenant, utilisez votre super pour tirer sur le boss derrière le mur. <cff9900>Faites bouger</c> le <cff9900>joystick jaune</c> pour viser et relâchez pour tirer avec votre super."
TID_TUTORIAL_555,"Ouais, continuez !"
TID_TUTORIAL_7,Bien joué ! On a les <ce662f9>gemmes</c>. Direction la sortie !
TID_TUTORIAL_8,Votre super se charge à chaque fois que vous touchez un ennemi. Utilisez le <cff9900>joystick jaune</c> pour tirer avec !
TID_TUTORIAL_9,"Vous êtes un brawler-né !\n\nMaintenant, à l'attaque !"
TID_TUTORIAL_10,Attaquer des cibles charge la jauge de votre super pouvoir. Le mien est prêt !\nAppuyez dessus pour voir !
TID_TUTORIAL_11,Les <cff6633>barres orange</c> représentent vos munitions. Je rechargerai aussi vite que je peux !
TID_FIGHT_TUTORIAL,JOUER
TID_HERO_SCORE_INFO,Récupérez des trophées pour ce brawler en gagnant contre d'autres joueurs.\n\nAtteignez <PROGRESS> trophées pour passer au rang supérieur et gagner <COINS> jetons.
TID_HERO_SCORE_INFO_MAXED,Vous avez atteint le rang ultime.
TID_XP_INFO_ME,Votre niveau d'expérience.\n\nAccumulez de l'expérience en combattant. Obtenez encore <REMPROGRESS> points d'expérience pour atteindre le niveau <LEVEL> et gagner <COINS> jetons.
TID_XP_INFO_OTHER,Niveau d'expérience du joueur
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,Jouez un match d'entraînement pour débloquer le reste du jeu.
TID_SOCIAL_TAB_CLANS,CLUB
TID_SOCIAL_TAB_FRIENDS,AMIS
TID_FRIEND_STATUS_BATTLE,<cffffff>en combat</c> depuis <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>écran de fin de match</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>spectateur</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>entraînement</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>en recherche d'adversaires</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>en combat</c>
TID_FRIEND_STATUS_MENUS,dans les menus
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,REJOIGNEZ L'ÉQUIPE
TID_ONLINE_FRIENDS_POPUP_TITLE,JOUEURS EN LIGNE
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Aucun ami ou membre du club en ligne
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,Aucun ami ou membre du club à inviter. Vous avez combattu avec un super joueur ? Ajoutez-le !
TID_CLAN_CREATE_BUTTON,CRÉER
TID_CLAN_SAVE_BUTTON,ENREGISTRER
TID_CLAN_CREATE_TITLE,CRÉER UN NOUVEAU CLUB
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,En ligne : <cf7f7f7>< 1 h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,En ligne : <cf7f7f7>il y a <HOURS> h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,En ligne : <cf7f7f7>il y a <DAYS> j</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,En ligne : <cf7f7f7>> 1 mois</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>EN COMBAT</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>RECHERCHE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>SPECTATEUR</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>ENTRAÎNEMENT</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>DANS LES MENUS</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> membres en ligne
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> membre en ligne
TID_ALLIANCE_TYPE_OPEN,Ouvert
TID_ALLIANCE_TYPE_INVITE_ONLY,Sur invitation
TID_ALLIANCE_TYPE_CLOSED,Fermé
TID_CLAN_SEARCH_TITLE,CHERCHER DES CLUBS
TID_CLAN_INTRO_AD_TITLE,VOUS CHERCHEZ UN CLUB ?
TID_CLAN_INTRO_AD_DESC,Rejoignez une équipe et chattez avec d'autres joueurs !
TID_CLAN_INTRO_CREATE_GO,CRÉER UN CLUB
TID_CLAN_INTRO_SEARCH_GO,CHERCHER DES CLUBS
TID_CLAN_INTRO_REFRESH,ACTUALISER
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,Il vous faut <REQ> trophées pour rejoindre ce club. Vous n'avez que <SCORE> trophées.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,Ce club est fermé.
TID_STREAM_ENTRY_AGE,il y a <time>
TID_ALLIANCE_ROLE_LEADER,Président
TID_ALLIANCE_ROLE_CO_LEADER,Vice-président
TID_ALLIANCE_ROLE_MEMBER,Membre
TID_ALLIANCE_ROLE_ELDER,Sénior
TID_STREAM_SENDER_YOU,Vous
TID_GOLDRUSH_1,Mine hard-rock
TID_BANKHEIST_1,Cache du bandit
TID_WANTED_1,Ruines du temple
TID_BATTLE_ROYALE_1,Crique du crâne
TID_GOLDRUSH_2,Caverne de cristal
TID_BANKHEIST_2,Canyon boum-boum
TID_WANTED_2,Camp de hors-la-loi
TID_BATTLE_ROYALE_2,Terre brûlée
TID_GOLDRUSH_3,Grotte vénéneuse
TID_BANKHEIST_3,Zone sécurisée
TID_WANTED_3,Fort de pierre
TID_BATTLE_ROYALE_3,Brawl n' roll
TID_WANTED_4,Piège vénéneux
TID_GOLDRUSH_4,Fort de pierre
TID_WANTED_5,Clairière de cristal
TID_GOLDRUSH_5,Tunnel de mine
TID_WANTED_6,Prairie aux serpents
TID_WANTED_7,Étoile filante
TID_GOLDRUSH_6,Siège profond
TID_GOLDRUSH_7,Grotte frisquette
TID_BATTLE_ROYALE_4,Famine ou festin
TID_WANTED_8,Cachette secrète
TID_BANKHEIST_4,G.G. Corral
TID_CLAN_MEMBERS_ONLINE,Membres en ligne : <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,Trophées du club
TID_CLAN_SEARCH_OK,RECHERCHE
TID_CLAN_INFO_NAME,NOM DU CLUB
TID_CLAN_INFO_BADGE,BADGE
TID_CLAN_INFO_DESC,DESCRIPTION
TID_CLAN_INFO_TOTAL_TROPHIES,TROPHÉES DU CLUB
TID_CLAN_INFO_TYPE,TYPE
TID_CLAN_INFO_TAG,Identifiant du club
TID_CLAN_INFO_MIN_TROPHIES,TROPHÉES REQUIS
TID_CLAN_INFO_LEAVE,QUITTER
TID_CLAN_INFO_SETTINGS,PARAMÈTRES
TID_CLAN_INFO_JOIN,REJOINDRE
TID_CLAN_INFO_MESSAGE,Message
TID_CLAN_INFO_REQUEST_JOIN,Demander à rejoindre
TID_CLAN_SEARCH_NO_RESULTS,Aucun club trouvé
TID_CLAN_SEARCH_INITIAL,Aucune recherche effectuée
TID_CLAN_INFO_MEMBERS,Membres
TID_CLAN_INFO_SELECT_BADGE,PARCOURIR
TID_SELECT_BADGE,CHOISIR UN BADGE
TID_ALLIANCE_CREATE_OK,Club créé avec succès
TID_CLAN_CHANGE_SETTINGS_TITLE,PARAMÈTRES DU CLUB
TID_TITLE_ALLIANCE,Infos du club
TID_ALLIANCE_LEFT,Vous avez quitté le club.
TID_CLAN_MEMBER_DEMOTE,Rétrograder
TID_CLAN_MEMBER_PROMOTE,Promouvoir
TID_CLAN_MEMBER_KICK,Exclure
TID_CLAN_MEMBER_VIEW_ALLIANCE,Voir club
TID_BUTTON_INVITE,INVITER
TID_PLAYER_INFO_GOTO_CLAN,Voir club
TID_PLAYER_INFO_HEROES,Brawlers (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,Sélectionner avatar
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,Cet avatar sera débloqué au niveau <LEVEL>.
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,Cet avatar sera débloqué avec <TROPHIES> trophées.
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> victoires
TID_PLAYER_INFO_STATS_HEADER,STATISTIQUES
TID_PLAYER_STAT_1,VICTOIRES 3c3
TID_PLAYER_STAT_4,MEILLEUR SCORE DE TROPHÉES
TID_PLAYER_STAT_8,VICTOIRES EN SOLO
TID_PLAYER_STAT_10,MEILLEUR TEMPS - BRAWLEUR GÉANT
TID_PLAYER_STAT_9,MEILLEUR TEMPS - ROBOTS À GOGO
TID_PLAYER_STAT_11,VICTOIRES EN DUO
TID_NO_CLAN,Pas dans un club
TID_ULTIMATE_NOT_READY,Infligez des dégâts aux ennemis pour charger votre super pouvoir.
TID_CANT_ACTIVATE_ULTI,Le super ne peut pas être activé si vous avez perdu.
TID_NAME_TOO_SHORT,Ce nom est trop court.
TID_ALLIANCE_JOINED,Club rejoint
TID_COIN_RUSH_INTRO_TEXT,Récupérez 10 gemmes pour gagner.
TID_BOUNTY_HUNTER_INTRO_TEXT,Battez des brawlers pour gagner des étoiles.
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,Forcez le coffre ennemi.
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,Forcez le coffre ennemi.
TID_GO,COMBATTEZ !
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,CONFIRMER
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\nVoulez-vous vraiment quitter ce club ?
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,QUITTER
TID_ALLIANCE_PROMOTE_TITLE,Confirmer promotion
TID_ALLIANCE_PROMOTE_CONFIRMATION,Voulez-vous vraiment promouvoir <NAME> au rôle de : <ROLE> ?
TID_ALLIANCE_PROMOTE_BUTTON,Promouvoir
TID_ALLIANCE_KICK_TITLE,Confirmer exclusion
TID_ALLIANCE_KICK_CONFIRMATION,Êtes-vous sûr de vouloir exclure <NAME> du club ?
TID_ALLIANCE_KICK_BUTTON,Exclure
TID_ALLIANCE_DEMOTE_TITLE,Confirmer rétrogradation
TID_ALLIANCE_DEMOTE_CONFIRMATION,Voulez-vous vraiment rétrograder <NAME> au rang de : <ROLE> ?
TID_ALLIANCE_DEMOTE_BUTTON,Rétrograder
TID_CLAN_RESPONSE_10,Paramètres sauvegardés
TID_CLAN_RESPONSE_20,Club créé
TID_CLAN_RESPONSE_21,Échec de création du club. Veuillez réessayer plus tard.
TID_CLAN_RESPONSE_22,Nom refusé
TID_CLAN_RESPONSE_23,Description refusée
TID_CLAN_RESPONSE_24,Nom trop court
TID_CLAN_RESPONSE_40,Club rejoint
TID_CLAN_RESPONSE_42,Échec : club déjà plein.
TID_CLAN_RESPONSE_43,Échec : club fermé.
TID_CLAN_RESPONSE_45,Échec : vous n'avez pas assez de trophées pour rejoindre ce club.
TID_CLAN_RESPONSE_46,Échec : vous êtes banni(e) de ce club à cause d'une exclusion précédente/demande rejetée.
TID_CLAN_RESPONSE_47,Échec : vous avez déjà essayé de rejoindre trop de clubs aujourd'hui.
TID_CLAN_RESPONSE_48,Échec : vous ne pouvez pas rejoindre un club d'une autre région.
TID_CLAN_RESPONSE_50,Demande envoyée
TID_CLAN_RESPONSE_51,Échec de l'envoi : ce club n'accepte plus les demandes.
TID_CLAN_RESPONSE_52,Échec de l'envoi : vous avez déjà une demande en attente pour ce club.
TID_CLAN_RESPONSE_53,Échec de l'envoi : vous n'avez pas assez de trophées pour rejoindre ce club.
TID_CLAN_RESPONSE_54,Échec de la demande : vous êtes banni(e) de ce club à cause d'une exclusion précédente/demande rejetée.
TID_CLAN_RESPONSE_55,Échec de la demande : vous ne pouvez pas rejoindre un club d'une autre région.
TID_CLAN_RESPONSE_70,Exclusion confirmée
TID_CLAN_RESPONSE_80,Vous avez quitté le club.
TID_CLAN_RESPONSE_81,Promotion confirmée
TID_CLAN_RESPONSE_82,Rétrogradation confirmée
TID_CLAN_RESPONSE_90,Acceptation confirmée
TID_CLAN_RESPONSE_91,Refus confirmé
TID_CLAN_RESPONSE_92,Échec : le joueur est déjà dans un club.
TID_CLAN_RESPONSE_93,Échec : impossible de trouver la demande.
TID_CLAN_RESPONSE_94,Échec : demande déjà traitée.
TID_CLAN_RESPONSE_95,Échec : pas de droits.
TID_CLAN_RESPONSE_96,Échec : ce joueur a été banni du club.
TID_CLAN_RESPONSE_100,Vous avez été exclu(e) d'un club.
TID_CLAN_RESPONSE_101,Vous avez été promu(e).
TID_CLAN_RESPONSE_102,Vous avez été rétrogradé(e).
TID_CLAN_NO_RIGHTS,Vous n'avez pas les droits pour effectuer cette action.
TID_ALLIANCE_NAME_TOO_SHORT,Nom de club trop court
TID_CLAN_JOIN_REQUEST_TITLE,Demander à devenir membre du club
TID_CLAN_JOIN_REQUEST_SEND,Envoyer
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,J'aimerais rejoindre votre club...
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,Accepter ce joueur dans votre club ?
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,Accepter
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,Refuser
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,Accepté(e) par <name>
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,Refusé(e) par <name>
TID_HINT_DRAG_TO_AIM,Faites glisser votre doigt pour viser.
TID_HINT_RELEASE_TO_SHOOT,Relâchez pour tirer.
TID_HINT_ACTIVATE_ULTI,Faites glisser le <cff9900>joystick jaune</c> pour viser avec votre super.
TID_HINT_DRAG_TO_ULTI,"Faites glisser votre doigt pour viser avec le super, relâchez pour tirer."
TID_HINT_COLLECT_GOLD,Les brawlers perdent leurs <ce662f9>gemmes</c> s'ils sont éliminés.
TID_HINT_HOLD_GOLD,Protégez vos <ce662f9>gemmes</c> !
TID_HINT_GO_AFTER_ENEMY,Attaquez l'ennemi !
TID_HINT_ATTACK_BASE,Tirez sur le coffre ennemi et protégez le vôtre.
TID_HINT_DEFEND_BASE,Tirez sur le coffre ennemi et protégez le vôtre.
TID_HINT_SHOOT_ENEMIES,Battez vos ennemis pour gagner des étoiles.
TID_HINT_YOU_ARE_WINNING,Votre équipe va gagner. N'oubliez pas de défendre !
TID_HINT_YOU_ARE_LOSING,Votre équipe va perdre. Il faut attaquer !
TID_HINT_TAP_TO_MOVE,Touchez pour vous déplacer.\nRestez avec votre équipe.
TID_BOUNTY_2,Attention : la prime sur votre tête grimpe !
TID_BOUNTY_3,Attention : la prime sur votre tête est énorme !
TID_BOUNTY_4,Mort ou vif !
TID_NO_CLAN_TITLE,Trouver un club
TID_NO_CLAN_BODY,Vous voulez chatter et jouer avec des gens sympas ? Rejoignez un club !
TID_NO_CLAN_SUGGESTIONS,Clubs recommandés
TID_NO_CLAN_RESULTS,Résultats de la recherche
TID_NO_CLAN_EMPTY,Aucune recommandation de club
TID_NO_CLAN_WAITING_FOR_DATA,En attente des données...
TID_CONNECTING_TO_SERVER,Connexion au serveur...
TID_TEAM_ADVERTISE,PUBLIER
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,au club
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,pour les amis
TID_TEAM_AD_INFO_0,Recherche de joueurs pour un jeu d'équipe
TID_TEAM_AD_JOIN,Rejoindre l'équipe
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,Vous êtes déjà dans un club.
TID_TEAM_MEMBER_STATUS_0,<c999999>HORS LIGNE</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>EN COMBAT</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>ABSENT</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>PAS PRÊT</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>RECHERCHE</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>ÉCRAN DE FIN DE COMBAT</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>HORS LIGNE</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>SPECTATEUR</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>ENTRAÎNEMENT</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>ÉCRIT...</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>BRAWLERS</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>ÉVÉNEMENTS</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>PRÊT</c>
TID_TEAM_STATUS_IN_MATCH,EN COMBAT
TID_TEAM_STATUS_IN_MATCHMAKING,RECHERCHE D'ADVERSAIRES
TID_TEAM_STATUS_FULL,<cff1e00>COMPLET</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,OUVERT
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,Vous devez être dans un club pour utiliser cette fonctionnalité.
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,Vous devez avoir des amis pour utiliser cette fonctionnalité.
TID_TEAM_AD_POST_FAIL_TEAM_FULL,Impossible de publier. Votre équipe est au complet.
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,Autorisé uniquement pour les créateurs d'équipes
TID_TEAM_LOC_INFO,<MODE> : <LOC>
TID_TEAM_DISPLAY_TITLE_EVENT,ÉQUIPES
TID_STREAM_EVENT_1,Oh ! <target> a été exclu du club par <sender>.
TID_STREAM_EVENT_2,Bienvenue ! <target> a été accepté dans le club par <sender>.
TID_STREAM_EVENT_3,Bienvenue ! <sender> a rejoint le club.
TID_STREAM_EVENT_4,"Bye, bye ! <sender> a quitté le club."
TID_STREAM_EVENT_5,Félicitations ! <target> a été promu par <sender>
TID_STREAM_EVENT_6,C'est dommage ! <target> a été rétrogradé par <sender>.
TID_STREAM_EVENT_101,Équipe créée par <sender>
TID_STREAM_EVENT_102,<sender> vous a rejoint.
TID_STREAM_EVENT_103,<sender> est parti.
TID_STREAM_EVENT_104,Oh ! <sender> a exclu <target>.
TID_STREAM_EVENT_105,recherche d'adversaires en cours
TID_STREAM_EVENT_106,recherche d'adversaires annulée
TID_STREAM_EVENT_107,partie en cours
TID_STREAM_EVENT_108,partie gagnée
TID_STREAM_EVENT_109,partie perdue
TID_STREAM_EVENT_110,entraînement en cours
TID_STREAM_EVENT_111,entraînement terminé
TID_STREAM_EVENT_112,égalité
TID_STREAM_EVENT_113,survivant terminé
TID_CHAT_BOTTOM_BUTTON,Faire défiler
TID_CHAT_BOTTOM_NEW_MESSAGES,<count> nouveaux messages
TID_CHAT_BOTTOM_NEW_MESSAGE,Nouveau message
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,Améliorer au niv. <LVL>
TID_HERO_INFO_ITEMS,AMÉLIORATIONS
TID_HERO_INFO_SKINS,BRAWLER
TID_HERO_INFO_SKIN_OWNED,Vous avez déjà ce skin.
TID_HERO_INFO_SKIN_ACTIVE,CHOISI
TID_HERO_INFO_SKIN_ACTIVATE,CHOISIR
TID_HERO_INFO_LEADERBOARD,Classement
TID_HERO_INFO_LEADERBOARD_LABEL,<HERO> meilleurs joueurs
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,RECHERCHE
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,Faites glisser votre doigt pour viser avec le super.
TID_HINT_SHOOT,"Faites glisser votre doigt pour viser, relâchez pour tirer."
TID_HERO_SCORE_SUM_LEADERBOARD,Meilleurs joueurs
TID_ALLIANCE_LEADERBOARD,Meilleurs clubs
TID_HINT_MAKE_GOAL,"Faites glisser votre doigt pour viser, relâchez pour lancer le ballon."
TID_BATTLE_ROYALE_INTRO_TEXT,Il n'y aura qu'un survivant !
TID_HINT_COLLECT_BUFFS,Récupérez les <c50d050>cubes de pouvoir</c> des caisses\net des ennemis pour devenir plus fort.
TID_PLAYERS_LEFT,Brawlers restants : <num>
TID_AVOID_POISON,Ne vous approchez pas du <c90ee90>brouillard empoisonné</c> !
TID_CLAN_CREATE_COOLDOWN,Impossible de créer un club. Veuillez réessayer dans <TIME>.
TID_CLAN_CREATE_XP_LEVEL_REQUIRED,Vous devez atteindre le niveau <LEVEL> d'expérience pour créer un club.
TID_PLAYER_DATA_MISSING,Informations joueur manquantes
TID_ALLIANCE_DATA_MISSING,Infos club manquantes
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,Il vous faut des munitions pour recharger.
TID_EVENT_EXPIRED,Événement terminé
TID_DOUBLE_COINS_INFO,Un combat ici vous fait gagner le double de jetons.
TID_DOUBLE_XP_INFO,Un combat ici vous fait gagner le double d'expérience.
TID_SETTINGS_TITLE,PARAMÈTRES
TID_SETTINGS_CONTROL_MODE_TITLE,MODE DE CONTRÔLE
TID_SETTINGS_CONTROL_MODE_VALUE_0,Toucher pour vous déplacer
TID_SETTINGS_CONTROL_MODE_INFO_0,Touchez l'écran pour que votre brawler se déplace. Faites glisser votre doigt sur l'écran pour viser et relâchez pour tirer.
TID_SETTINGS_CONTROL_MODE_VALUE_1,Joystick (droitier)
TID_SETTINGS_CONTROL_MODE_INFO_1,Utilisez le joystick virtuel dans le coin en bas à gauche. Touchez pour tirer sur une cible.
TID_SETTINGS_CONTROL_MODE_VALUE_2,Joystick (gaucher)
TID_SETTINGS_CONTROL_MODE_INFO_2,Utilisez le joystick virtuel dans le coin en bas à droite. Touchez pour tirer sur une cible.
TID_CHANGE_NAME_TITLE,CHANGER DE NOM
TID_SETTINGS_PLAYERNAME_CURRENT,Nom actuel :
TID_SETTINGS_PLAYERNAME_ENTERNEW,Nouveau nom :
TID_ERROR_NAMES_DONT_MATCH,Les deux noms sont différents. Veuillez réessayer.
TID_CONTINUE,Continuer
TID_NAMECHANGE_WARNING,Attention : vous ne pouvez changer de nom qu'une seule fois.
TID_CONFIRM,Confirmer
TID_INVALID_NAME,Nom incorrect. Choisissez-en un autre.
TID_SETTINGS_PLAYERNAME_REENTERNEW,Confirmer le nouveau nom :
TID_NAME_ALREADY_CHANGED,Vous ne pouvez changer de nom qu'une seule fois.
TID_NAME_CHANGE_ALREADY_USED,Vous avez déjà changé de nom une fois.
TID_NAME_CHANGED_SUCCESS,Votre nom a été changé !
TID_NAME_CHANGE_IN_PROGRESS,Changement de nom impossible. Un autre changement de nom est déjà en cours.
TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW,"Pour changer de nom, vous devez atteindre le niveau <level>."
TID_CONFIRM_CONFIRM,Veuillez saisir \q<confirmword>\q et appuyez sur OK pour terminer le processus.
TID_CONFIRM_WORD,CONFIRMER
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,Voulez-vous vraiment changer de nom ?\nVotre nouveau nom sera :
TID_BUTTON_CONFIRM,O.K.
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,Prochain événement dans
TID_EVENTS_TIME_LEFT,Temps restant
TID_EVENTS_NEW,NOUVEAU
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_XP_CAP_REACHED,Vous avez récupéré toute l'expérience
TID_EVENTS_EVENT_LOCKED,BLOQUÉ
TID_EVENTS_TROPHY_REQ,Gagnez un total de <c00ffff><COUNT></c> trophées pour débloquer.
TID_GAME_STARTING,Une partie commencera à : <LOCATION>. Participez !
TID_WEEKEND_EVENT,Événement expérience double
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_WELCOME_TITLE,BIENVENUE DANS LE MAGASIN
TID_SHOP_WELCOME,De nouvelles sections du magasin s'ouvriront au fil de votre progression.\n\nRevenez régulièrement voir les nouvelles offres !
TID_SHOP_SPECIAL_OFFER,OFFRE SPÉCIALE
TID_SHOP_COIN_BOOSTERS,BOOSTS
TID_SHOP_GEM_PACKS,PACKS DE GEMMES
TID_SHOP_PURCHASED,Acheté
TID_SHOP_OBTAINED,Récupéré
TID_SHOP_INVALIDATED,Expiré
TID_SHOP_ACTIVE,Actif
TID_SHOP_DOUBLE_COINS_TITLE,DOUBLEUR DE JETONS
TID_SHOP_DOUBLE_COINS_INFO,Double les prochaines
TID_SHOP_DOUBLE_COINS_INFO_2,gagnées dans des combats.
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,Double les <AMOUNT> prochains jetons gagnés lors de combats.
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,Jetons restants :
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,Pas assez de gemmes
TID_SHOP_OFFER_PURCHASE_ERROR_3,Vous avez déjà acheté cette offre.
TID_SHOP_OFFER_PURCHASE_ERROR_4,Impossible d'acheter cette offre. Vous possédez déjà un ou plusieurs objets de cette offre.
TID_SHOP_OFFER_TITLE,Offre à durée limitée
TID_SHOP_GEM_PACK_1_TITLE,Poignée de gemmes
TID_SHOP_GEM_PACK_2_TITLE,Bourse de gemmes
TID_SHOP_GEM_PACK_3_TITLE,Besace de gemmes
TID_SHOP_GEM_PACK_4_TITLE,Seau de gemmes
TID_SHOP_GEM_PACK_5_TITLE,Caisse de gemmes
TID_SHOP_GEM_PACK_6_TITLE,Butin de gemmes
TID_SHOP_HEROES_OF_RARITY,BRAWLERS GARANTIS
TID_SHOP_HERO_OF_RARITY_TITLE,BRAWLER <c<COLOR>><NAME></c>
TID_SHOP_HERO_OF_RARITY_BOX,Boîte brawler
TID_SHOP_HERO_POWER_TITLE,PUISSANCE <cffffff>+<AMOUNT></c>
TID_SHOP_GATCHA_BOXES,BOÎTES
TID_SHOP_GATCHA_BOX_1,GROSSE BOÎTE
TID_SHOP_GATCHA_BOX_2,BOÎTE BRAWL
TID_SHOP_GATCHA_BOX_3,MÉGABOÎTE
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,Vous ne pouvez plus acheter de boîtes aujourd'hui.
TID_SHOP_TICKETS,TICKETS D'ÉVÉNEMENT
TID_SHOP_TICKET_PACK_0,Paquet de tickets
TID_SHOP_TICKET_PACK_1,Pile de tickets
TID_SHOP_TICKET_PACK_2,Liasse de tickets
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,PACKS DE PIÈCES
