TID,CN
TID_TEAM_SWAP,更换队伍
TID_TEAM_SWAP_HERE,更换至此处
TID_TEAM_CREATOR_ONLY_FEATURE,仅小队创建者可用
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,仅小队创建者可更改活动
TID_TEAM_PROFILE_BLOCKED,准备就绪时无法查看
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,准备就绪时无法使用
TID_TEAM_PRACTISE_BUTTON_LABEL,练习
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,人机对战
TID_TEAM_LOOT_UNLOCKS,奖励
TID_BONUS_REWARD,3胜额外奖励：
TID_BONUS_REWARD_COLLECTED,额外奖励已领取
TID_INFO_SERVER_ERROR_TITLE,服务器错误
TID_INFO_SERVER_ERROR_BUTTON,重新载入游戏
TID_RARITY_NAME_0,荣誉之路奖励
TID_RARITY_NAME_1,稀有
TID_RARITY_NAME_2,超稀有
TID_RARITY_NAME_3,史诗
TID_RARITY_NAME_4,神话
TID_RARITY_NAME_5,传奇
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,荣誉提升！
TID_RANK_UP_POPUP_REWARD_BONUS,荣誉提升奖励
TID_RANK_UP_POPUP_RANK,荣誉<RANK>
TID_NAME_FAILED_TOO_SHORT,名称太短！
TID_NAME_FAILED_PROFANITIES,名称不符合要求！
TID_NAME_FAILED,名称不符合要求！
TID_EVENT_STARTED,新的<GAMEMODE>地图现已开放！快来赢取新的奖励吧！
TID_SELECT_HERO_INFO_1,<cFF8000>玩家对抗玩家</c>
TID_SELECT_HERO_INFO_2,<c2288ff>多人人机对战</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>单人人机对战</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>玩家对抗玩家</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>单人人机对战</c>
TID_SELECT_HERO_INFO_FRIENDLY,<c40E0D0>在友谊赛中，所有英雄皆为满级</c>
TID_SELECT_HERO_INFO_RANK_REWARD,接收战力能量
TID_SELECT_HERO_POW_INFO_TITLE,战力能量奖励
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,购买战力能量
TID_SELECT_HERO_POW_INFO_BODY,请指定接收战力能量的英雄
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,该英雄的战力能量已达上限
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,确认购买
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,将战力能量赋予<HERO>
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,确认奖励
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,将战力能量赋予<HERO>
TID_NAVI_1,商店
TID_NAVI_2,新闻
TID_NAVI_3,对战
TID_NAVI_4,英雄
TID_NAVI_5,战队
TID_NAVI_6,玩家信息
TID_NAVI_7,好友
TID_LEADERBOARD_TITLE,排行榜
TID_LEADERBOARD_TAB_TOTAL,总奖杯数
TID_LEADERBOARD_TAB_HEROES,英雄
TID_LEADERBOARD_TAB_CLANS,战队
TID_LEADERBOARD_TAB_FRIENDS,好友
TID_LEADERBOARD_SUBTITLE_1,最强玩家
TID_LEADERBOARD_SUBTITLE_2,最强战队
TID_LEADERBOARD_SUBTITLE_0,最强<HERO>玩家
TID_BATTLE_MAIN_NEXT_REWARD,下一奖励：<VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,新的地图：<TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,已收集<VALUE>
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,收集100枚奖章即可获得一个乱斗宝箱！
TID_GATCHA_INFO,<c0000ff>乱斗宝箱</c>\n\n打开乱斗宝箱有机会获得英雄、战力能量、金币或双倍奖章加成。
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,生命值
TID_HERO_INFO_ABILITY,普通攻击：<NAME>
TID_HERO_INFO_ULTI,超级技能：<NAME>
TID_HERO_INFO_BACK,返回
TID_HERO_INFO_UPGRADE,升级
TID_HERO_INFO_ABILITY_LEVEL,等级 <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,购买英雄
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,从乱斗宝箱和商店中收集战力能量，解锁更高等级
TID_HERO_INFO_STAR_POWER_CAN_DROP,现在可以从乱斗宝箱中开出星徽之力
TID_HERO_INFO_STAR_POWER_BLOCKED,当<HERONAME>的战力等级达到<LEVEL>级后，即可从乱斗宝箱中开出。
TID_HERO_INFO_STAR_POWER_LABEL,星徽之力：<NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_MATCHMAKE_FAILED_5,匹配失败：活动已结束
TID_MATCHMAKE_FAILED_7,匹配失败：有队友断开连接
TID_MATCHMAKE_FAILED_9,匹配失败：即将开始维护
TID_MATCHMAKE_FAILED_11,匹配失败：有队友离开了匹配
TID_MATCHMAKE_FAILED_12,匹配失败：您已击败最后的首领
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,蓝队获胜倒计时：
TID_ENEMY_TEAM_WINNING,红队获胜倒计时：
TID_OWN_TEAM,蓝队
TID_ENEMY_TEAM,红队
TID_COUNTDOWN,倒计时
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,英雄
TID_HERO_LIST_DO_GATCHA,购买乱斗宝箱
TID_HERO_TIME_UNTIL_RELEASE,<TIME>后推出
TID_HERO_LIST_COMING_UP,该英雄推出后即可查看详情
TID_SKIN_INFO_TIME_UNTIL_RELEASE,<TIME>后推出
TID_SKIN_INFO_,Supercell ID奖励皮肤
TID_SKIN_INFO_1,《荒野乱斗》上线奖励！\n\n2018及更早创建游戏账号的玩家可获得。
TID_SKIN_INFO_2,在设置界面绑定Supercell ID即可获得该皮肤！
TID_SKIN_INFO_3_TEASER,即将推出......
TID_SKIN_INFO_3_AVAILABLE,\n限时购买
TID_SKIN_INFO_3_NOT_AVAILABLE,\n目前无法购买
TID_SKIN_INFO_3_HERO_NEEDED,\n购买该皮肤需先解锁英雄
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,使用圣诞节皮肤，共庆乱斗圣诞节！
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,2018乱斗圣诞节皮肤。
TID_SKIN_REWARD_TITLE_1,皮肤奖励
TID_SKIN_REWARD_INFO_1,新皮肤已解锁！感谢您在2018年支持《荒野乱斗》
TID_SKIN_REWARD_TITLE_2,皮肤奖励
TID_SKIN_REWARD_INFO_2,游戏进度已成功绑定Supercell ID，奖励给您的新皮肤已解锁
TID_SKIN_REWARD_OK,领取
TID_HERO_REWARD_TITLE_1,玩家支持团队信息
TID_HERO_REWARD_INFO_1,您收到了《荒野乱斗》玩家支持团队补偿的新英雄。
TID_SKIN_REWARD_TITLE_0,玩家支持团队信息
TID_SKIN_REWARD_INFO_0,您收到了《荒野乱斗》玩家支持团队补偿的新皮肤。
TID_SKIN_REWARD_TITLE_3,玩家支持团队信息
TID_SKIN_REWARD_INFO_3,您收到了《荒野乱斗》玩家支持团队补偿的新皮肤。
TID_REWARD_TITLE,玩家支持团队信息
TID_REWARD_INFO,您收到了《荒野乱斗》玩家支持团队补偿的物品，记得领取哦！
TID_REWARD_INFO_RESOURCE_FIRSTWINS,已领取<AMOUNT>枚胜利奖章
TID_REWARD_INFO_RESOURCE_GOLD,已领取<AMOUNT>枚奖章
TID_REWARD_OK,领取
TID_HERO_REWARD_OK,领取
TID_RANK_POPUP_TITLE,荣誉之路
TID_RANK_POPUP_NEXT_GOAL,下一目标
TID_RANK_POPUP_COLLECT,收集
TID_RANK_POPUP_SEASON_END_REWARD,赛季奖励
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>您的赛季奖励</c>
TID_RANK_POPUP_TOTAL_INFO,赢取奖杯，解锁奖励，勇攀更高联赛段位！\n您的总奖杯数是每个英雄的奖杯数之和。
TID_RANK_POPUP_SEASON_END_TITLE,离赛季结束还有
TID_RANK_POPUP_SEASON_END_INFO,赛季结束时，所有奖杯数超过<DECAYSTART>的英雄，其超出部分将扣除<DECAYPERCENTAGE>%。
TID_RANK_POPUP_HILITE_CAPTION_3,解锁：<HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,新活动：<NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,超级宝箱
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,特别活动
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,每日活动
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,门票活动
TID_DAILY_COINS_COLLECTED,已收集
TID_TEAM_BATTLE,创建
TID_TEAM_UNREADY,尚未就绪
TID_TEAM_WAITING_WHILE_READY,您已准备就绪！\n等待其他玩家。
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME>英雄</c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,太棒了！
TID_GATCHA_SCREEN_TAP,点我！点我！
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,活动门票
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,额外奖励
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,离结束还有<TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,离开始还有<TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,双倍奖章加成
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,从对战中获得的奖章数量加倍！
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,金币
TID_GATCHA_SCREEN_GOLD_DROP_DESC,金币可用来升级英雄
TID_GATCHA_SCREEN_GEM_DROP_TITLE,宝石
TID_GATCHA_SCREEN_GEM_DROP_DESC,宝石可用于购买商店中的宝箱、英雄皮肤或其他物品。
TID_GATCHA_SCREEN_HERO_POWER_TITLE,战力能量
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,已解锁升级！
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,可升级！
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,额外奖励
TID_NAVI_BLOCKED_1,准备就绪时无法切换页面！
TID_TEAM_MEMBER_INFO_READY,<NAME>正在等待其他玩家准备就绪
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME>尚未准备就绪
TID_TEAM_MEMBER_INFO_SELF_READY,准备就绪时无法更换英雄！
TID_TEAM_CHANGE_EVENT_BLOCKED,准备就绪时无法更换活动！
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,准备就绪时无法更改！
TID_TEAM_GATCHA_BLOCKED,准备就绪时无法打开宝箱！
TID_TEAM_NO_MEMBER_INFO,仅小队创建者能发送组队邀请
TID_TEAM_INFO_TEAM_CODE,将该代码分享给好友，邀请他们加入您的小队！\n\n再次点击以复制至剪贴板。
TID_FREEZER,冷冻者
TID_GAME_OVER,对战结束
TID_LEVEL,等级<LVL>
TID_PLAYERS_IN_MM,有玩家正在匹配中！
TID_ONLINE_INFO,在线玩家：<ONLINE> 匹配中：<MATCHMAKE> 对战中：<BATTLES>
TID_INPUT_NAME,在此输入您的名称
TID_LEADERBOARD_YOUR_SCORE,您的分数
TID_LEADERBOARD_YOUR_RANK,您的排名
TID_LEADERBOARD_HIGHEST_SCORE,您的最高分数
TID_LEADERBOARD_LOCAL,本地 (<COUNTRY>)
TID_REGION_0,全球
TID_REGION_1,亚洲
TID_SET_REGION_RESULT_0,地区已成功切换至<REGION>
TID_SET_REGION_RESULT_1,地区切换失败，您需要退出战队才能切换地区。
TID_SET_REGION_RESULT_2,地区切换失败，您需要退出小队才能切换地区。
TID_VICTORY_CONDITION_COINRUSH_TITLE,宝石争霸
TID_VICTORY_CONDITION_COINRUSH_TEXT,收集并守住10颗宝石！
TID_BATTLE_END_MY_TEAM,己方队伍
TID_BATTLE_END_ENEMY_TEAM,敌方队伍
TID_BACK,返回
TID_NOT_ENOUGH_GOLD,金币不足，打开乱斗宝箱可获取金币。
TID_UNLOCK_SKIN_ERROR_1,宝石数量不足
TID_EXPERIENCE_LEVEL,经验等级
TID_BOT_1,机器人1号
TID_BOT_2,机器人2号
TID_BOT_3,机器人3号
TID_BOT_4,机器人4号
TID_BOT_5,机器人5号
TID_BOT_6,机器人6号
TID_BOT_7,机器人7号
TID_BOT_8,机器人8号
TID_BOT_9,机器人9号
TID_CRAFT_HERO_TITLE,购买英雄
TID_CRAFT_HERO_BUTTON_LABEL,购买
TID_UNLOCK_SKIN_TITLE,购买皮肤
TID_SKIN_COMING_SOON,皮肤尚不可用
TID_UNLOCK_SKIN_BUTTON_LABEL,购买
TID_HERO_LIST_TOTAL_TROPHIES,总奖杯数
TID_TOP_TOOL_TIP_1,<c00ccff>奖章</c>可用于打开乱斗宝箱。\n\n奖章可以通过活动刷新和进行对战获得。
TID_TOP_TOOL_TIP_3,<c0ed12d>宝石</c>可用于购买商店中的宝箱、英雄皮肤或其他物品。\n\n宝石可以从乱斗宝箱中开出，也可以使用真实货币在商店中购买。
TID_TOP_TOOL_TIP_2,<cff8E1b>金币</c>可用于升级英雄。\n\n金币可以从乱斗宝箱中开出。
TID_TOP_TOOL_TIP_4,<cff0000>活动门票</c>可用于参加门票活动。\n\n活动门票可以从乱斗宝箱中开出。
TID_GAME_MODE_0,宝石争霸
TID_GAME_MODE_0_DESC,收集从地图中心的宝石矿井里冒出的宝石，或是干掉对手并抢走他们的宝石！集齐10颗宝石并坚持到倒计时结束即可赢得对战！
TID_GAME_MODE_2,金库攻防
TID_GAME_MODE_2_DESC,保护己方的保险柜，并努力轰开敌方保险柜！率先摧毁敌方保险柜的一方获胜。\n\n对战时间结束时，对敌方保险柜造成更多伤害的一方赢得对战。
TID_GAME_MODE_3,赏金猎人
TID_GAME_MODE_3_OG_DESC,击败敌方英雄，为自己的队伍赢得赏金之星。另外，地图中心还有一颗赏金之星可以收集。率先收集到6颗赏金之星的队伍获胜。
TID_GAME_MODE_6,单人荒野决斗
TID_GAME_MODE_6_COMBINED,荒野决斗
TID_GAME_MODE_6_DESC,击败其余的九名玩家并成为最后的生还者，非常时刻得使用一些非常手段，毕竟你只有一条命。
TID_GAME_MODE_6_DESC_COMBINED,击败其他玩家，成为最后生还者。可以选择单人和双人两种模式。
TID_GAME_MODE_5,乱斗足球
TID_GAME_MODE_5_DESC,将球射入对方队伍的球门即可得分！当时间终止或任一队伍得到两分时对战结束。
TID_GAME_MODE_3_OG,抢星大作战
TID_GAME_MODE_3_DESC,击败敌方英雄，为自己的队伍赢得赏金之星。您每击败一名敌方英雄，头顶的赏金之星就会增加1颗，最多7颗。保护好您的赏金之星，可别让敌人给抢走了！\n\n对战时间结束时，获得赏金之星最多的一方赢得对战。
TID_GAME_MODE_11,机甲攻坚战
TID_GAME_MODE_11_DESC,不断组织进攻，摧毁对手的多功能炮台！您的队伍也有一座多功能炮台，只要为其提供螺栓，它就能制造出强大的攻坚机甲为您冲锋陷阵。螺栓会随机出现在地图中，拾取螺栓后，只要在几秒内保护它不被敌人抢走，您的多功能炮台就会获得该螺栓。当心，多功能炮台发射的炮弹威力巨大，没有攻坚机甲的掩护请不要轻易靠近。
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,胜利奖章
TID_BATTLE_END_GAIN_LABEL_RANK_UP,荣誉提升
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,等级提升
TID_BATTLE_END_GAIN_LABEL_VICTORY,胜利
TID_BATTLE_END_GAIN_LABEL_DEFEAT,战败
TID_BATTLE_END_GAIN_LABEL_DRAW,平局
TID_BATTLE_END_GAIN_LABEL_MVP,乱斗明星
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,排名分数
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,时间奖励
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,剩余奖章：
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,时间奖励
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,时间奖励
TID_BATTLE_END_COIN_REWARDS,奖章奖励
TID_BATTLE_END_MVP,乱斗明星
TID_BATTLE_END_DEFEAT_INFO,祝您下次好运！
TID_TUTORIAL_1,嗨，我是雪莉！我们一起来收集这些<ce662f9>宝石</c>吧！用左手拇指<c0066ff>拖动蓝色摇杆</c>，我就会向相应的方向移动。
TID_TUTORIAL_2,把散落的<ce662f9>宝石</c>都捡起来！它们全都属于我！
TID_TUTORIAL_3,机甲来袭！<ccc0033>拖动</c>右手边的<ccc0033>红色摇杆</c>瞄准，松开摇杆即可开火。消灭那些机甲！
TID_TUTORIAL_GOOD_JOB_1,干得好！
TID_TUTORIAL_5,更多敌人出现了！您可以<ccc0033>点击红色摇杆</c>，直接朝最近的目标射击。消灭那些机甲！
TID_TUTORIAL_6,现在使用超级技能攻击墙后边的首领！<cff9900>拖动黄色摇杆</c>来瞄准，松开即可发射超级技能！
TID_TUTORIAL_555,不错，继续前进！
TID_TUTORIAL_7,漂亮！我们拿到了<ce662f9>宝石</c>，现在向出口前进！
TID_TUTORIAL_8,击中敌人可以为超级技能充能。使用<cff9900>黄色摇杆</c>来发射超级技能攻击敌人！
TID_TUTORIAL_9,您真是天生的乱斗大师！\n现在去一展身手吧！
TID_TUTORIAL_10,命中敌军会为您的超级技能充能。我的超级技能已准备就绪！\n点击超级技能按钮！
TID_TUTORIAL_11,这些<cff6633>橙色能量条</c>代表您的弹药量。我会尽快装填弹药！
TID_FIGHT_TUTORIAL,对战
TID_HERO_SCORE_INFO,通过使用该英雄对抗其他玩家并获得胜利来为该英雄收集奖杯。\n\n达到<PROGRESS>奖杯即可提升荣誉，并获得<COINS>枚奖章。
TID_HERO_SCORE_INFO_MAXED,您的荣誉已升至最高。
TID_XP_INFO_ME,您的经验等级。\n\n您可以通过对战获得经验值。再获得<REMPROGRESS>经验值可升至<LEVEL>级并获得<COINS>枚奖章。
TID_XP_INFO_OTHER,该玩家的经验等级
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,进行一场练习赛即可解锁正式对战
TID_SOCIAL_TAB_CLANS,战队
TID_SOCIAL_TAB_FRIENDS,好友
TID_FRIEND_STATUS_BATTLE,<cffffff>对战中</c>，已开始<TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>结算界面</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>观战中</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>练习中</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>匹配中</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>已组队</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>已组队</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>已组队</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>对战中</c>
TID_FRIEND_STATUS_MENUS,在线
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,组队！
TID_ONLINE_FRIENDS_POPUP_TITLE,在线玩家
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,无好友或战队成员在线
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,没有可邀请的好友或战队成员。最近有没有遇到很棒的队友呢？快把他们加为好友吧！
TID_CLAN_CREATE_BUTTON,创建
TID_CLAN_SAVE_BUTTON,保存
TID_CLAN_CREATE_TITLE,创建新战队
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,上次在线：<cf7f7f7>1小时内</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,上次在线：<cf7f7f7><HOURS>小时前</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,上次在线：<cf7f7f7><DAYS>天前</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,上次在线：<cf7f7f7>1个月前</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>对战中</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>在线</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>在线</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>匹配中</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>在线</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>观战中</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>练习中</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>在线</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>在线</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>在线</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT>名成员在线
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT>名成员在线
TID_ALLIANCE_TYPE_OPEN,自由加入
TID_ALLIANCE_TYPE_INVITE_ONLY,需要批准
TID_ALLIANCE_TYPE_CLOSED,不可加入
TID_CLAN_SEARCH_TITLE,搜索战队
TID_CLAN_INTRO_AD_TITLE,寻找战队？
TID_CLAN_INTRO_AD_DESC,与其他玩家组队、聊天！
TID_CLAN_INTRO_CREATE_GO,创建战队
TID_CLAN_INTRO_SEARCH_GO,搜索战队
TID_CLAN_INTRO_REFRESH,刷新
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,该战队要求奖杯数达到<REQ>才能加入，您只有<SCORE>奖杯。
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,该战队不对外开放
TID_STREAM_ENTRY_AGE,<time>前
TID_ALLIANCE_ROLE_LEADER,队长
TID_ALLIANCE_ROLE_CO_LEADER,副队长
TID_ALLIANCE_ROLE_MEMBER,队员
TID_ALLIANCE_ROLE_ELDER,资深队员
TID_STREAM_SENDER_YOU,您
TID_GOLDRUSH_1,硬石矿井
TID_BANKHEIST_1,强盗据点
TID_WANTED_1,神殿废墟
TID_BATTLE_ROYALE_1,幽暗溪流
TID_GOLDRUSH_2,水晶洞窟
TID_BANKHEIST_2,轰隆峡谷
TID_WANTED_2,囚徒营地
TID_BATTLE_ROYALE_2,焦黑大地
TID_GOLDRUSH_3,毒菇陷阱
TID_BANKHEIST_3,安全区域
TID_WANTED_3,坚石堡垒
TID_BATTLE_ROYALE_3,石墙林立
TID_WANTED_4,戈壁陷阱
TID_GOLDRUSH_4,坚石堡垒
TID_WANTED_5,空旷荒地
TID_GOLDRUSH_5,十面埋伏
TID_WANTED_6,蝮蛇草场
TID_WANTED_7,神秘流星
TID_GOLDRUSH_6,深渊围城
TID_GOLDRUSH_7,寒风洞窟
TID_BATTLE_ROYALE_4,饥荒盛宴
TID_WANTED_8,草丛迷踪
TID_BANKHEIST_4,荒漠兽栏
TID_CLAN_MEMBERS_ONLINE,在线成员：<COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,战队奖杯
TID_CLAN_SEARCH_OK,搜索
TID_CLAN_INFO_NAME,战队名称
TID_CLAN_INFO_BADGE,徽章
TID_CLAN_INFO_DESC,描述
TID_CLAN_INFO_TOTAL_TROPHIES,战队奖杯
TID_CLAN_INFO_TYPE,类型
TID_CLAN_INFO_TAG,战队标签
TID_CLAN_INFO_MIN_TROPHIES,所需奖杯
TID_CLAN_INFO_LEAVE,退出
TID_CLAN_INFO_SETTINGS,设置
TID_CLAN_INFO_JOIN,加入
TID_CLAN_INFO_MESSAGE,消息
TID_CLAN_INFO_REQUEST_JOIN,申请加入
TID_CLAN_SEARCH_NO_RESULTS,未找到战队
TID_CLAN_SEARCH_INITIAL,请填写搜索关键词
TID_CLAN_INFO_MEMBERS,成员
TID_CLAN_INFO_SELECT_BADGE,浏览
TID_SELECT_BADGE,选择徽章
TID_ALLIANCE_CREATE_OK,战队创建成功
TID_CLAN_CHANGE_SETTINGS_TITLE,战队设置
TID_TITLE_ALLIANCE,战队信息
TID_ALLIANCE_LEFT,您已退出战队
TID_CLAN_MEMBER_DEMOTE,降职
TID_CLAN_MEMBER_PROMOTE,晋升
TID_CLAN_MEMBER_KICK,踢出
TID_CLAN_MEMBER_VIEW_ALLIANCE,查看战队
TID_BUTTON_INVITE,邀请
TID_PLAYER_INFO_GOTO_CLAN,查看战队
TID_PLAYER_INFO_HEROES,英雄 (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,选择头像
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,经验等级达到<LEVEL>级后解锁
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,总奖杯数达到<TROPHIES>后解锁
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT>胜场
TID_PLAYER_INFO_STATS_HEADER,数据统计
TID_PLAYER_STAT_1,3 VS 3胜场
TID_PLAYER_STAT_4,最高奖杯数
TID_PLAYER_STAT_8,单人决斗获胜
TID_PLAYER_STAT_10,天选英雄最佳纪录
TID_PLAYER_STAT_9,机甲入侵最佳记录
TID_PLAYER_STAT_11,双人决斗获胜
TID_NO_CLAN,未加入战队
TID_ULTIMATE_NOT_READY,击中敌人可为超级技能充能！
TID_CANT_ACTIVATE_ULTI,被消灭时无法激活超级技能！
TID_NAME_TOO_SHORT,名称太短
TID_ALLIANCE_JOINED,已加入战队
TID_COIN_RUSH_INTRO_TEXT,收集10颗宝石
TID_BOUNTY_HUNTER_INTRO_TEXT,消灭对方英雄以获得赏金之星
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,轰开敌方保险柜
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,轰开敌方保险柜
TID_GO,对战!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,确认退出
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\n您确定要退出战队吗？
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,退出
TID_ALLIANCE_PROMOTE_TITLE,确认晋升
TID_ALLIANCE_PROMOTE_CONFIRMATION,您确定将<NAME>晋升为<ROLE>吗？
TID_ALLIANCE_PROMOTE_BUTTON,晋升
TID_ALLIANCE_KICK_TITLE,确认踢出
TID_ALLIANCE_KICK_CONFIRMATION,您确定将<NAME>踢出战队吗？
TID_ALLIANCE_KICK_BUTTON,踢出
TID_ALLIANCE_DEMOTE_TITLE,确认降职
