TID,RU
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Здорово!
TID_GATCHA_SCREEN_TAP,Жми! Жми!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,БИЛЕТЫ СОБЫТИЙ
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,БОНУС!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,Действует <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Начинается через <TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,УДВОИТЕЛЬ ЖЕТОНОВ
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,Получи вдвое больше жетонов боях!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,МОНЕТЫ
TID_GATCHA_SCREEN_GOLD_DROP_DESC,Используй монеты для улучшения бойцов
TID_GATCHA_SCREEN_GEM_DROP_TITLE,КРИСТАЛЛЫ
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Покупай за кристаллы ящики, скины и другие предметы в магазине"
TID_GATCHA_SCREEN_HERO_POWER_TITLE,ОЧКИ СИЛЫ
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Разблокировано улучшение!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Можно улучшить!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,БОНУС
TID_NAVI_BLOCKED_1,Нельзя перейти на другую страницу в режиме готовности!
TID_TEAM_MEMBER_INFO_READY,<NAME> ожидает готовности остальных
TID_TEAM_MEMBER_INFO_NOT_READY,Игрок <NAME> еще не готов к игре
TID_TEAM_MEMBER_INFO_SELF_READY,Нельзя сменить бойца в режиме готовности!
TID_TEAM_CHANGE_EVENT_BLOCKED,Нельзя сменить событие в режиме готовности!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,Нельзя изменить это в режиме готовности!
TID_TEAM_GATCHA_BLOCKED,Нельзя открыть ящик в режиме готовности!
TID_TEAM_NO_MEMBER_INFO,Приглашать в команду может только её создатель
TID_TEAM_INFO_TEAM_CODE,"Поделись этим кодом с друзьями и пригласи их в свою команду!\n\nНажми снова, чтобы скопировать в буфер обмена."
TID_FREEZER,Морозилка
TID_GAME_OVER,Бой окончен
TID_LEVEL,<LVL>-й уровень
TID_PLAYERS_IN_MM,Некоторые игроки участвуют в подборе противников!
TID_ONLINE_INFO,"Игроки в сети: <ONLINE>, в подборе противников: <MATCHMAKE>, в сражении: <BATTLES>"
TID_INPUT_NAME,Введи свое имя
TID_LEADERBOARD_YOUR_SCORE,Твои очки
TID_LEADERBOARD_YOUR_RANK,Твой ранг
TID_LEADERBOARD_HIGHEST_SCORE,Лучший результат
TID_LEADERBOARD_LOCAL,МЕСТНЫЙ (<COUNTRY>)
TID_REGION_0,ГЛОБАЛЬНЫЙ
TID_REGION_1,АЗИЯ
TID_SET_REGION_RESULT_0,Регион успешно изменен. Новый регион: <REGION>
TID_SET_REGION_RESULT_1,"Не удалось изменить регион: невозможно изменить регион, находясь в клубе."
TID_SET_REGION_RESULT_2,"Не удалось изменить регион: невозможно изменить регион, находясь в команде."
TID_VICTORY_CONDITION_COINRUSH_TITLE,Захват кристаллов
TID_VICTORY_CONDITION_COINRUSH_TEXT,Захвати и удержи 10 кристаллов!
TID_BATTLE_END_MY_TEAM,Твоя команда
TID_BATTLE_END_ENEMY_TEAM,Команда врага
TID_BACK,ОБРАТНО
TID_NOT_ENOUGH_GOLD,"Не хватает монет. Открывай ящики, чтобы пополнить запас монет."
TID_UNLOCK_SKIN_ERROR_1,Не хватает кристаллов
TID_EXPERIENCE_LEVEL,Уровень опыта
TID_BOT_1,1-й бот
TID_BOT_2,2-й бот
TID_BOT_3,3-й бот
TID_BOT_4,4-й бот
TID_BOT_5,5-й бот
TID_BOT_6,6-й бот
TID_BOT_7,7-й бот
TID_BOT_8,8-й бот
TID_BOT_9,9-й бот
TID_CRAFT_HERO_TITLE,Купить бойца
TID_CRAFT_HERO_BUTTON_LABEL,Купить
TID_UNLOCK_SKIN_TITLE,Купить скин
TID_SKIN_COMING_SOON,Скин ещё недоступен
TID_UNLOCK_SKIN_BUTTON_LABEL,Купить
TID_HERO_LIST_TOTAL_TROPHIES,Всего трофеев
TID_TOP_TOOL_TIP_1,"<c00ccff>Жетоны</c> нужны, чтобы открывать ящики.\n\nЖетоны можно получить в новых событиях и в бою."
TID_TOP_TOOL_TIP_3,"<c0ed12d>Кристаллы</c> нужны, чтобы покупать ящики, скины и другие предметы в магазине.\n\nКристаллы можно найти в ящиках и купить в магазине за реальные деньги."
TID_TOP_TOOL_TIP_2,"<cff8E1b>Монеты</c> нужны, чтобы улучшать бойцов.\n\nМонеты можно найти в ящиках."
TID_TOP_TOOL_TIP_4,<cff0000>Билеты событий</c> нужны для участия в событиях по билетам.\n\nБилеты событий можно найти в ящиках.
TID_GAME_MODE_0,ЗАХВАТ КРИСТАЛЛОВ
TID_GAME_MODE_0_DESC,"Собирай кристаллы, появляющиеся из кристальной шахты в центре карты, или отбирай их у поверженных врагов. Чтобы победить, удержи десять кристаллов до окончания обратного отсчёта."
TID_GAME_MODE_2,ОГРАБЛЕНИЕ
TID_GAME_MODE_2_DESC,"Защищай свой сейф, пытаясь одновременно взломать сейф вражеской команды! Побеждает команда, взломавшая сейф врага первой.\n\nЕсли время истечёт, победителем будет объявлена команда, нанёсшая больше урона вражескому сейфу."
TID_GAME_MODE_3,НАГРАДА ЗА ПОИМКУ
TID_GAME_MODE_3_OG_DESC,"Собирай звёзды для команды, побеждая участников команды врага. Игра кончается, когда одна из команд набирает шесть звёзд. В середине карты находится ещё одна звезда, которую тоже можно забрать."
TID_GAME_MODE_6,ОДИНОЧНОЕ СТОЛКНОВЕНИЕ
TID_GAME_MODE_6_COMBINED,СТОЛКНОВЕНИЕ
TID_GAME_MODE_6_DESC,Победи всех и останься в живых. Здесь все средства хороши — тебе дана всего одна жизнь.
TID_GAME_MODE_6_DESC_COMBINED,Победи всех и останься в живых! Играй в одиночном или парном режиме.
TID_GAME_MODE_5,БРОУЛБОЛ
TID_GAME_MODE_5_DESC,"Забей гол в ворота противника! Матч закончится по истечении времени или после двух голов, забитых одной из команд."
TID_GAME_MODE_3_OG,ЗАЧИСТКА
TID_GAME_MODE_3_DESC,"Собирай звёзды для команды, побеждая участников команды врага. С каждой победой награда за твою голову будет увеличиваться на одну звезду, пока не достигнет семи звёзд. Не дай врагу отобрать их!\n\nПо истечении времени побеждает команда с наибольшим количеством звёзд."
TID_GAME_MODE_11,ОСАДА
TID_GAME_MODE_11_DESC,"Возьми в осаду и уничтожь вражескую сборочную установку ИКЕ! У твоей команды тоже есть ИКЕ: снабжай её болтами, чтобы она могла собрать мощного осадного робота в помощь твоей команде. Болты будут появляться на территории цеха. Чтобы отправить болт своей ИКЕ, захвати его и удерживай несколько секунд. Берегись! ИКЕ оснащены мощными пушками — не приближайся к базе врага без своего осадного робота!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,Звёздный жетон
TID_BATTLE_END_GAIN_LABEL_RANK_UP,Новый ранг
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,Новый уровень
TID_BATTLE_END_GAIN_LABEL_VICTORY,Победа
TID_BATTLE_END_GAIN_LABEL_DEFEAT,Поражение
TID_BATTLE_END_GAIN_LABEL_DRAW,Ничья
TID_BATTLE_END_GAIN_LABEL_MVP,Звёздный игрок
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,Награда ранга
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,За время
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,Ещё жетонов:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,За время
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,За время
TID_BATTLE_END_COIN_REWARDS,ЖЕТОНЫ В НАГРАДУ
TID_BATTLE_END_MVP,ЗВЁЗДНЫЙ ИГРОК
TID_BATTLE_END_DEFEAT_INFO,Удачи в следующий раз!
TID_TUTORIAL_1,"Привет, я Шелли! Давай-ка соберём эти <ce662f9>КРИСТАЛЛЫ</c>! <c0066ff>ЗАЖМИ И ПОТЯНИ</c> <c0066ff>СИНИЙ ДЖОЙСТИК</c> большим пальцем левой руки, чтобы начать движение."
TID_TUTORIAL_2,Нужно собрать всё! Это мои <ce662f9>КРИСТАЛЛЫ</c>!
TID_TUTORIAL_3,Роботы! <ccc0033>ЗАЖМИ И ПОТЯНИ</c> <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c> большим пальцем правой руки для прицеливания и отпусти для выстрела. Уничтожь всех роботов!
TID_TUTORIAL_GOOD_JOB_1,Молодец!
TID_TUTORIAL_5,Новые цели! Можно <ccc0033>НАЖАТЬ</c> на <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c> для атаки на ближайшего врага. Уничтожь всех роботов!
TID_TUTORIAL_6,А сейчас используй свой Супер для атаки босса за стеной! <cff9900>ЗАЖМИ И ПОТЯНИ</c> <cff9900>ЖЁЛТЫЙ ДЖОЙСТИК</c> для прицеливания и отпусти для выстрела!
TID_TUTORIAL_555,"Отлично, продолжай в том же духе!"
TID_TUTORIAL_7,"Молодец! <ce662f9>КРИСТАЛЛЫ</c> у нас, теперь давай на выход!"
TID_TUTORIAL_8,"Нанося урон врагу, ты заряжаешь свой Супер. Используй <cff9900>жёлтый джойстик</c> для атаки при помощи супера!"
TID_TUTORIAL_9,Ты прирождённый боец!\n\nА теперь задай им всем жару!
TID_TUTORIAL_10,"Поражение целей заряжает Супер, и сейчас он заряжен полностью!\nЖми на кнопку супера!"
TID_TUTORIAL_11,"<cff6633>Оранжевые полоски</c> показывают количество твоих боеприпасов. Буду перезаряжать так быстро, как смогу!"
TID_FIGHT_TUTORIAL,ИГРАТЬ
TID_HERO_SCORE_INFO,"Собирай этим бойцом трофеи, побеждая в боях против других игроков.\n\nСобрав <PROGRESS> трофеев, боец получит новый ранг и <COINS> жетонов."
TID_HERO_SCORE_INFO_MAXED,Достигнут наивысший ранг.
TID_XP_INFO_ME,Уровень твоего опыта.\n\nПолучай опыт в боях. Очков опыта до получения <LEVEL>-го уровня и <COINS> жетонов: <REMPROGRESS>.
TID_XP_INFO_OTHER,Уровень опыта этого игрока
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,"СЫГРАЙ ОДИН ТРЕНИРОВОЧНЫЙ БОЙ, ЧТОБЫ ОТКРЫТЬ ИГРУ ПОЛНОСТЬЮ"
TID_SOCIAL_TAB_CLANS,КЛУБ
TID_SOCIAL_TAB_FRIENDS,ДРУЗЬЯ
TID_FRIEND_STATUS_BATTLE,<cffffff>в бою</c> <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>экран окончания боя</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>наблюдает</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>тренируется</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>в подборе противников</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>в команде</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>в команде</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>в команде</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>в бою</c>
TID_FRIEND_STATUS_MENUS,в меню
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,ИГРАЙ КОМАНДОЙ!
TID_ONLINE_FRIENDS_POPUP_TITLE,ИГРОКИ В СЕТИ
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Друзья или участники клуба сейчас не в сети
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,"Нет друзей или участников клуба, которых можно было бы пригласить. Кто-то отлично проявил себя в недавнем бою? Добавь их в друзья!"
TID_CLAN_CREATE_BUTTON,СОЗДАТЬ
TID_CLAN_SAVE_BUTTON,СОХРАНИТЬ
TID_CLAN_CREATE_TITLE,СОЗДАТЬ НОВЫЙ КЛУБ
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,В сети <cf7f7f7>< 1h ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,В сети <cf7f7f7><HOURS> ч. назад</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,В сети <cf7f7f7><DAYS> д. назад</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,В сети <cf7f7f7>более мес. назад</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>В БОЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>В МЕНЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>В МЕНЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>ПОДБОР ПРОТИВНИКОВ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>В МЕНЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>НАБЛЮДЕНИЕ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>ТРЕНИРОВКА</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>В МЕНЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>В МЕНЮ</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>В МЕНЮ</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> уч. в сети
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> уч. в сети
TID_ALLIANCE_TYPE_OPEN,Открытый
TID_ALLIANCE_TYPE_INVITE_ONLY,По приглашениям
TID_ALLIANCE_TYPE_CLOSED,Закрытый
TID_CLAN_SEARCH_TITLE,ИСКАТЬ КЛУБ
TID_CLAN_INTRO_AD_TITLE,ИЩЕШЬ КЛУБ?
TID_CLAN_INTRO_AD_DESC,Играй и общайся с другими игроками!
TID_CLAN_INTRO_CREATE_GO,СОЗДАТЬ КЛУБ
TID_CLAN_INTRO_SEARCH_GO,ИСКАТЬ КЛУБ
TID_CLAN_INTRO_REFRESH,ОБНОВИТЬ
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,"Количество трофеев, необходимых для вступления в этот клуб: <REQ>. Количество твоих трофеев: <SCORE>."
