TID,TR
TID_SKIN_REWARD_TITLE_0,DESTEK BÖLÜMÜNDEN MESAJ
TID_SKIN_REWARD_INFO_0,Brawl Stars destek bölümü sana yeni bir görünüm hediye etti.
TID_SKIN_REWARD_TITLE_3,DESTEK BÖLÜMÜNDEN MESAJ
TID_SKIN_REWARD_INFO_3,Brawl Stars destek bölümü sana yeni bir görünüm hediye etti.
TID_REWARD_TITLE,DESTEK BÖLÜMÜNDEN MESAJ
TID_REWARD_INFO,Brawl Stars destek bölümünden bir hediyen var.
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> Yıldız jetonu alındı
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> jeton alındı
TID_REWARD_OK,AL
TID_HERO_REWARD_OK,AL
TID_RANK_POPUP_TITLE,KUPA YOLU
TID_RANK_POPUP_NEXT_GOAL,SONRAKİ HEDEF
TID_RANK_POPUP_COLLECT,AL
TID_RANK_POPUP_SEASON_END_REWARD,Sezon Ödülü
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>SEZON ÖDÜLÜN</c>
TID_RANK_POPUP_TOTAL_INFO,"Yeni liglere ulaşmak ve ödül kazanmak için toplam kupa sayını artır!\nToplam kupa sayısı, savaşçıların kupa sayılarının toplamıdır."
TID_RANK_POPUP_SEASON_END_TITLE,SEZONUN BİTMESİNE
TID_RANK_POPUP_SEASON_END_INFO,"Sezon bittiğinde, <DECAYSTART> kupadan fazlasına sahip savaşçılar <DECAYSTART> kupa sonrasında sahip oldukları kupaların %<DECAYPERCENTAGE> kadarını kaybeder."
TID_RANK_POPUP_HILITE_CAPTION_3,AÇ: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,YENİ ETKİNLİK: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,MEGA KUTU
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,ÖZEL ETKİNLİKLER
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,GÜNLÜK ETKİNLİKLER
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,BİLETLİ ETKİNLİKLER
TID_DAILY_COINS_COLLECTED,Toplanan
TID_TEAM_BATTLE,OLUŞTUR
TID_TEAM_UNREADY,hazır değil
TID_TEAM_WAITING_WHILE_READY,Hazırsın!\nDiğerleri bekleniyor.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Savaşçı</c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Güzel!
TID_GATCHA_SCREEN_TAP,Dokun! Dokun!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,ETKİNLİK BİLETLERİ
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,BONUS!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,Etkin olma süresi: <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Başlamasına: <TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,JETON KATLAYICI
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,Savaşlardan iki kat jeton kazan!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,ALTIN
TID_GATCHA_SCREEN_GOLD_DROP_DESC,"Altın, savaşçılarını yükseltmek için kullanılır."
TID_GATCHA_SCREEN_GEM_DROP_TITLE,ELMAS
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Elmaslar dükkandan savaş kutuları, yeni görünümler ve başka şeyler almak için kullanılır."
TID_GATCHA_SCREEN_HERO_POWER_TITLE,GÜÇ PUANI
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Yükseltildi!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Yükseltme yapılabilir!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,BONUS
TID_NAVI_BLOCKED_1,Hazır durumdayken sayfayı değiştiremezsin!
TID_TEAM_MEMBER_INFO_READY,"<NAME>, diğerlerinin hazır olmasını bekliyor."
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> henüz oyun için hazır değil.
TID_TEAM_MEMBER_INFO_SELF_READY,Hazır durumdayken savaşçını değiştiremezsin!
TID_TEAM_CHANGE_EVENT_BLOCKED,Hazır durumdayken etkinliği değiştiremezsin!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,Hazır durumdayken bunu değiştiremezsin!
TID_TEAM_GATCHA_BLOCKED,Hazır durumdayken kutu açamazsın!
TID_TEAM_NO_MEMBER_INFO,Yalnızca takımı oluşturan kişi başkalarını takıma davet edebilir.
TID_TEAM_INFO_TEAM_CODE,Bu kodu arkadaşlarınla paylaşıp onları takıma katılmaya davet edebilirsin!\n\nPanoya kopyalamak için bir kez daha dokun.
TID_FREEZER,Dondurucu
TID_GAME_OVER,Maç bitti
TID_LEVEL,svy<LVL>
TID_PLAYERS_IN_MM,Eşleştirmede oyuncular var!
TID_ONLINE_INFO,Çevrimiçi oyuncular: <ONLINE> Eşleştirmedekiler: <MATCHMAKE> Maçtakiler: <BATTLES>
TID_INPUT_NAME,Adını buraya yaz
TID_LEADERBOARD_YOUR_SCORE,Puanın
TID_LEADERBOARD_YOUR_RANK,Rütben
TID_LEADERBOARD_HIGHEST_SCORE,En Yüksek Puanın
TID_LEADERBOARD_LOCAL,YEREL (<COUNTRY>)
TID_REGION_0,DÜNYA
TID_REGION_1,ASYA
TID_SET_REGION_RESULT_0,Bölge <REGION> olarak değiştirildi.
TID_SET_REGION_RESULT_1,Bölge değiştirilemedi: Kulüp üyesiyken bölge değiştirilemez.
TID_SET_REGION_RESULT_2,Bölge değiştirilemedi: Takım üyesiyken bölge değiştirilemez.
TID_VICTORY_CONDITION_COINRUSH_TITLE,Kristal Kapmaca
TID_VICTORY_CONDITION_COINRUSH_TEXT,10 elmas topla ve koru!
TID_BATTLE_END_MY_TEAM,Takımın
TID_BATTLE_END_ENEMY_TEAM,Düşman Takım
TID_BACK,GERİ
TID_NOT_ENOUGH_GOLD,"Altın yetersiz, altın almak için savaş kutularını aç."
TID_UNLOCK_SKIN_ERROR_1,Elmas yetersiz
TID_EXPERIENCE_LEVEL,Deneyim seviyesi
TID_BOT_1,Bot 1
TID_BOT_2,Bot 2
TID_BOT_3,Bot 3
TID_BOT_4,Bot 4
TID_BOT_5,Bot 5
TID_BOT_6,Bot 6
TID_BOT_7,Bot 7
TID_BOT_8,Bot 8
TID_BOT_9,Bot 9
TID_CRAFT_HERO_TITLE,Savaşçıyı Satın Al
TID_CRAFT_HERO_BUTTON_LABEL,Satın al
TID_UNLOCK_SKIN_TITLE,Görünümü satın al
TID_SKIN_COMING_SOON,Görünüm henüz kullanılamaz
TID_UNLOCK_SKIN_BUTTON_LABEL,Satın al
TID_HERO_LIST_TOTAL_TROPHIES,Toplam kupa
TID_TOP_TOOL_TIP_1,<c00ccff>Jetonlar</c> savaş kutularını açmak için kullanılır.\n\nJetonları yeni etkinliklerden ve savaşlardan alabilirsin.
TID_TOP_TOOL_TIP_3,"<c0ed12d>Elmaslar</c> dükkandan savaş kutuları, yeni görünümler ve başka şeyler almak için kullanılır.\n\nSavaş kutularından bulabilir veya gerçek para karşılığı satın alabilirsin."
TID_TOP_TOOL_TIP_2,"<cff8E1b>Altın</c>, savaşçılarını yükseltmek için kullanılır.\n\nSavaş kutularından çıkar."
TID_TOP_TOOL_TIP_4,<cff0000>Etkinlik Biletleri</c> ile biletli etkinliklere katılabilirsin.\n\nEtkinlik biletleri savaş kutularından çıkar.
TID_GAME_MODE_0,ELMAS KAPMACA
TID_GAME_MODE_0_DESC,Haritanın ortasındaki elmas madeninden çıkan elmasları topla. Yok edilen rakiplerden düşenleri de alabilirsin! Oyunu kazanmak için on elması geri sayım bitene kadar elinde tutmalısın!
TID_GAME_MODE_2,SOYGUN
TID_GAME_MODE_2_DESC,Takımının kasasını koru ve düşman takımın kasasını patlatıp açmaya çalış! Düşman kasasını önce açan takım kazanır.\n\nSüre biterse düşman takımının kasasına daha fazla hasar vermiş takım kazanır.
TID_GAME_MODE_3,ÖDÜL AVI
TID_GAME_MODE_3_OG_DESC,Düşman takımdaki oyuncuları yok ederek takımın için yıldız topla. Takımlardan biri altı yıldıza ulaştığında oyun biter. Haritanın ortasında da alabileceğin bir yıldız var.
TID_GAME_MODE_6,TEK HESAPLAŞMA
TID_GAME_MODE_6_COMBINED,HESAPLAŞMA
TID_GAME_MODE_6_DESC,Dokuz düşmanı yok edip ve son hayatta kalan sen ol. Her şey serbest. Yalnızca bir canın var.
TID_GAME_MODE_6_DESC_COMBINED,Diğer herkesi yok edip son hayatta kalan sen ol. Tek başına veya ikili takımlar halinde oynanır.
TID_GAME_MODE_5,SAVAŞ TOPU
TID_GAME_MODE_5_DESC,Topu rakip takımın kalesine ulaştırıp gol at! Maç bir takım iki gol attığında veya zaman bittiğinde biter.
TID_GAME_MODE_3_OG,İMHA
TID_GAME_MODE_3_DESC,Düşman takımındaki oyuncuları yok ederek takımın için yıldız topla. Yok ettiğin her düşman için başındaki ödül bir yıldız artar ve yedi yıldıza kadar çıkar. Onları düşmana kaptırma!\n\nSüre bittiğinde daha çok yıldıza sahip olan takım kazanır.
TID_GAME_MODE_11,KUŞATMA
TID_GAME_MODE_11_DESC,"Düşmanın IKE taretini kuşat ve yok et! Senin takımında da IKE var. Takımın cıvata topladıkça IKE güçlü bir kuşatma robotu üretir. Cıvatalar üretim alanında bulunur. Topladığın cıvatarları bir süre elinde tutarak IKE'yi doldurabilirsin. Dikkatli ol, IKE'nin güçlü savunma silahları var. Yanında kuşatma robotu olmadan düşman üssüne çok yaklaşma!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,Jeton
TID_BATTLE_END_GAIN_LABEL_RANK_UP,Rütbe atladın
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,Seviye atladın
TID_BATTLE_END_GAIN_LABEL_VICTORY,Zafer
TID_BATTLE_END_GAIN_LABEL_DEFEAT,Yenilgi
TID_BATTLE_END_GAIN_LABEL_DRAW,Berabere
TID_BATTLE_END_GAIN_LABEL_MVP,Yıldız Oyuncu
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,Rütbe skoru
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,Zaman Ödülü
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,Kalan jeton:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,Zaman Ödülü
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,Zaman Ödülü
TID_BATTLE_END_COIN_REWARDS,JETON ÖDÜLLERİ
TID_BATTLE_END_MVP,YILDIZ OYUNCU
TID_BATTLE_END_DEFEAT_INFO,Gelecek sefere iyi şanslar!
TID_TUTORIAL_1,"Merhaba, ben Shelly! Haydi şu <ce662f9>elmasları</c> toplayalım! Beni hareket ettirmek için sol başparmağınla <c0066ff>mavi düğmeyi</c> <c0066ff>sürükle</c>."
TID_TUTORIAL_2,Hepsini toplayalım! Bu <ce662f9>elmaslar</c> bizim!
TID_TUTORIAL_3,Robotlar! Nişan almak için sağ başparmağınla <ccc0033>kırmızı düğmeyi</c> <ccc0033>sürükle</c>. Bıraktığında ateş edersin. Tüm robotları yok edelim!
TID_TUTORIAL_GOOD_JOB_1,Harika!
TID_TUTORIAL_5,Başka düşmanlar! En yakın düşmana ateş etmek için <ccc0033>kırmızı düğmeye</c> <ccc0033>dokun</c>. Bu robotları da yok edelim!
TID_TUTORIAL_6,Şimdi duvarın arkasındaki Boss'u vurmak için süper saldırını kullan! Süper saldırını hedeflemek için <cff9900>sarı düğmeyi</c> <cff9900>sürükle</c>. Bıraktığında ateş edersin!
TID_TUTORIAL_555,"Güzel, devam et!"
TID_TUTORIAL_7,İyi iş çıkardın! <ce662f9>Elmasları</c> aldığımıza göre çıkışa gidebiliriz!
TID_TUTORIAL_8,Düşmanları vurdukça süper atışın dolar. Süper atışı yapmak için <cff9900>sarı düğmeyi</c> kullan!
TID_TUTORIAL_9,Doğuştan bir savaşçısın!\n\nArtık savaşa katılabiliriz!
TID_TUTORIAL_10,Hedefleri vurduğunda Süper sayacın dolar. Süper atışım şimdi hazır!\nSüper düğmesine dokun!
TID_TUTORIAL_11,<cff6633>Turuncu çizgiler</c> cephanemizi gösterir. Her zaman elimden geldiğince hızlı dolduracağım!
TID_FIGHT_TUTORIAL,OYNA
TID_HERO_SCORE_INFO,Diğer oyunculara karşı oyun kazanarak bu savaşçı için kupa toplarsın.\n\n<PROGRESS> kupa topladığında bir sonraki rütbeye ulaşır ve <COINS> jeton kazanırsın.
TID_HERO_SCORE_INFO_MAXED,Son rütbeye ulaştın.
TID_XP_INFO_ME,Deneyim seviyen.\n\nSavaşarak deneyim kazanırsın. <REMPROGRESS> deneyim puanı daha kazandığında <LEVEL>. seviyeye ulaşır ve <COINS> jeton kazanırsın.
TID_XP_INFO_OTHER,Bu oyuncunun deneyim düzeyi
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,TAM OYUN MODUNU AÇMAK İÇİN BİR ALIŞTIRMA MAÇI OYNA
TID_SOCIAL_TAB_CLANS,KULÜP
TID_SOCIAL_TAB_FRIENDS,ARKADAŞLAR
TID_FRIEND_STATUS_BATTLE,<cffffff>savaşıyor</c> (<TIME>)
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>maç sonu ekranında</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>izliyor</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>alıştırma yapıyor</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>eşleştirmede</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>takımda</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>takımda</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>takımda</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>savaşıyor</c>
TID_FRIEND_STATUS_MENUS,menüde
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,TAKIM OL!
TID_ONLINE_FRIENDS_POPUP_TITLE,ÇEVRİMİÇİ OYUNCULAR
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Çevrimiçi arkadaş veya kulüp üyesi yok.
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,Davet edilecek arkadaş veya kulüp üyesi yok. İyi bir oyuncuya mı denk gelmiştin? Arkadaş olarak ekle!
TID_CLAN_CREATE_BUTTON,OLUŞTUR
TID_CLAN_SAVE_BUTTON,KAYDET
TID_CLAN_CREATE_TITLE,YENİ BİR KULÜP OLUŞTUR
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,Son görülme: <cf7f7f7>< 1h ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,Son görülme: <cf7f7f7><HOURS> sa önce</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,Son görülme: <cf7f7f7><DAYS> g önce</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,Son görülme: <cf7f7f7>1 aydan önce</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>SAVAŞIYOR</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>MENÜDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>MENÜDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>EŞLEŞTİRMEDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>MENÜDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>İZLİYOR</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>ALIŞTIRMA YAPIYOR</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>MENÜDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>MENÜDE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>MENÜDE</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> üye çevrimiçi
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> üye çevrimiçi
TID_ALLIANCE_TYPE_OPEN,Açık
TID_ALLIANCE_TYPE_INVITE_ONLY,Sadece davetle
TID_ALLIANCE_TYPE_CLOSED,Kapalı
TID_CLAN_SEARCH_TITLE,KULÜP ARA
TID_CLAN_INTRO_AD_TITLE,BİR KULÜP MU ARIYORSUN?
TID_CLAN_INTRO_AD_DESC,Diğer oyuncularla takım kur ve sohbet et!
TID_CLAN_INTRO_CREATE_GO,KULÜP OLUŞTUR
TID_CLAN_INTRO_SEARCH_GO,KULÜP ARA
TID_CLAN_INTRO_REFRESH,YENİLE
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,Bu kulübe katılmak için <REQ> kupa gerekir. Sadece <SCORE> kupan var.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,Bu kulüp kapalı.
TID_STREAM_ENTRY_AGE,<time> önce
TID_ALLIANCE_ROLE_LEADER,Başkan
TID_ALLIANCE_ROLE_CO_LEADER,Başkan Yardımcısı
TID_ALLIANCE_ROLE_MEMBER,Üye
TID_ALLIANCE_ROLE_ELDER,Kıdemli Üye
TID_STREAM_SENDER_YOU,Sen
TID_GOLDRUSH_1,Taş Madeni
TID_BANKHEIST_1,Haydut Zulası
TID_WANTED_1,Tapınak Kalıntıları
TID_BATTLE_ROYALE_1,Kafatası Deresi
TID_GOLDRUSH_2,Kristal Mağara
TID_BANKHEIST_2,Bomba Kanyonu
TID_WANTED_2,Çete Kampı
TID_BATTLE_ROYALE_2,Taşkın Taş
TID_GOLDRUSH_3,Mantar Mağarası
TID_BANKHEIST_3,Güvenli Bölge
TID_WANTED_3,Taş Kale
TID_BATTLE_ROYALE_3,Kaya Savaşı
TID_WANTED_4,Mantar Tuzağı
TID_GOLDRUSH_4,Taş Kale
TID_WANTED_5,Kristal Aralığı
TID_GOLDRUSH_5,Alt Maden
TID_WANTED_6,Yılan Çayırı
TID_WANTED_7,Kayan Yıldız
TID_GOLDRUSH_6,Derin Kuşatma
TID_GOLDRUSH_7,Serin Mağara
TID_BATTLE_ROYALE_4,Bolluk ve Kıtlık
TID_WANTED_8,Sığınak
TID_BANKHEIST_4,Kuşatma
TID_CLAN_MEMBERS_ONLINE,Çevrimiçi üyeler: <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,Kulüp kupası
TID_CLAN_SEARCH_OK,ARA
TID_CLAN_INFO_NAME,KULÜP ADI
TID_CLAN_INFO_BADGE,ROZET
TID_CLAN_INFO_DESC,AÇIKLAMA
TID_CLAN_INFO_TOTAL_TROPHIES,KULÜP KUPASI
TID_CLAN_INFO_TYPE,KATILIM
TID_CLAN_INFO_TAG,Kulüp Etiketi
TID_CLAN_INFO_MIN_TROPHIES,GEREKEN KUPA
TID_CLAN_INFO_LEAVE,ÇIK
TID_CLAN_INFO_SETTINGS,AYARLAR
TID_CLAN_INFO_JOIN,KATIL
TID_CLAN_INFO_MESSAGE,Mesaj
TID_CLAN_INFO_REQUEST_JOIN,Katılma isteği gönder
TID_CLAN_SEARCH_NO_RESULTS,Kulüp bulunamadı
TID_CLAN_SEARCH_INITIAL,Arama sözcüğü yok
TID_CLAN_INFO_MEMBERS,Üyeler
TID_CLAN_INFO_SELECT_BADGE,DEĞİŞTİR
TID_SELECT_BADGE,ROZET SEÇ
TID_ALLIANCE_CREATE_OK,Kulüp oluşturuldu
TID_CLAN_CHANGE_SETTINGS_TITLE,KULÜP AYARLARI
TID_TITLE_ALLIANCE,Kulüp bilgileri
TID_ALLIANCE_LEFT,Kulüpten ayrıldın
TID_CLAN_MEMBER_DEMOTE,Rütbe düşür
TID_CLAN_MEMBER_PROMOTE,Terfi ettir
TID_CLAN_MEMBER_KICK,At
TID_CLAN_MEMBER_VIEW_ALLIANCE,Kulübü göster
TID_BUTTON_INVITE,DAVET ET
TID_PLAYER_INFO_GOTO_CLAN,Kulübü göster
TID_PLAYER_INFO_HEROES,Savaşçılar (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,Simge seç
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,Bu simge <LEVEL>. deneyim seviyesine ulaştığında açılır
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,Bu simge <TROPHIES> toplam kupaya ulaştığında açılır
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> galibiyet
TID_PLAYER_INFO_STATS_HEADER,İSTATİSTİKLER
TID_PLAYER_STAT_1,3'E 3 ZAFER
TID_PLAYER_STAT_4,EN YÜKSEK KUPA
TID_PLAYER_STAT_8,TEK ZAFER
TID_PLAYER_STAT_10,EN İYİ BÜYÜK SAVAŞÇI SÜRESİ
TID_PLAYER_STAT_9,EN İYİ ROBOT İŞGALİ SÜRESİ
TID_PLAYER_STAT_11,ÇİFT ZAFER
TID_NO_CLAN,Kulüpte değil
TID_ULTIMATE_NOT_READY,Süper gücü doldurmak için düşman vurmalısın!
TID_CANT_ACTIVATE_ULTI,Yok edildiğinde Süper gücünü kullanamazsın!
TID_NAME_TOO_SHORT,Adın çok kısa
TID_ALLIANCE_JOINED,Kulübe katıldın
TID_COIN_RUSH_INTRO_TEXT,Kazanmak için 10 elmas topla
TID_BOUNTY_HUNTER_INTRO_TEXT,Düşmanları yok ederek yıldız kazan
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,Düşman kasasını patlat
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,Düşman kasasını patlat
TID_GO,SAVAŞ!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,ÇIKMAYI ONAYLA
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\nKulüpten çıkmak istediğinden emin misin?
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,ÇIK
TID_ALLIANCE_PROMOTE_TITLE,Terfi Onayı
TID_ALLIANCE_PROMOTE_CONFIRMATION,<NAME> adlı oyuncuyu <ROLE> yapmak istediğine emin misin?
TID_ALLIANCE_PROMOTE_BUTTON,Terfi ettir
TID_ALLIANCE_KICK_TITLE,Atma Onayı
TID_ALLIANCE_KICK_CONFIRMATION,<NAME> adlı oyuncuyu kulüpten atmak istediğine emin misin?
TID_ALLIANCE_KICK_BUTTON,At
TID_ALLIANCE_DEMOTE_TITLE,Rütbe Düşürme Onayı
TID_ALLIANCE_DEMOTE_CONFIRMATION,<NAME> adlı oyuncuyu <ROLE> rütbesine düşürmek istediğine emin misin?
TID_ALLIANCE_DEMOTE_BUTTON,Rütbe düşür
TID_CLAN_RESPONSE_10,Ayarlar kaydedildi
TID_CLAN_RESPONSE_20,Kulüp oluşturuldu
TID_CLAN_RESPONSE_21,Kulüp oluşturulamadı! Daha sonra tekrar dene.
TID_CLAN_RESPONSE_22,Ad kabul edilmedi
TID_CLAN_RESPONSE_23,Açıklama kabul edilmedi
TID_CLAN_RESPONSE_24,Ad çok kısa
TID_CLAN_RESPONSE_40,Kulübe katıldın
TID_CLAN_RESPONSE_42,Katılamadın: Kulüp dolu.
TID_CLAN_RESPONSE_43,Katılamadın: Kulüp açık değil.
TID_CLAN_RESPONSE_45,Katılamadın: Bu kulübe katılmak için yeterli kupan yok.
TID_CLAN_RESPONSE_46,Katılamadın: Daha önce kulüpten atıldığından veya katılma isteğin reddedildiğinden bu kulüpte engellendin.
TID_CLAN_RESPONSE_47,Katılamadın: Bugün çok fazla kulübe katıldın. Bugün için başka kulübe katılamazsın.
TID_CLAN_RESPONSE_48,Katılamadın: Başka bir bölgedeki kulübe katılamazsın.
TID_CLAN_RESPONSE_50,Katılma isteği gönderildi
TID_CLAN_RESPONSE_51,Katılma isteği gönderilemedi: Kulüp artık üyelik isteklerine açık değil.
TID_CLAN_RESPONSE_52,Katılma isteği gönderilemedi: Bu kulüp için bekleyen bir isteğin zaten var.
TID_CLAN_RESPONSE_53,Katılma isteği gönderilemedi: Bu kulübe katılmak için yeterli kupan yok.
TID_CLAN_RESPONSE_54,Katılma isteği gönderilemedi: Daha önce kulüpten atıldığından veya katılma isteğin reddedildiğinden bu kulüpte engellendin.
TID_CLAN_RESPONSE_55,Katılma isteği gönderilemedi: Başka bir bölgedeki kulübe katılamazsın.
TID_CLAN_RESPONSE_70,Atıldı
TID_CLAN_RESPONSE_80,Kulüpten ayrıldın.
TID_CLAN_RESPONSE_81,Terfi ettirildi
TID_CLAN_RESPONSE_82,Rütbe düşürüldü
TID_CLAN_RESPONSE_90,Kabul edildi
TID_CLAN_RESPONSE_91,Reddedildi
TID_CLAN_RESPONSE_92,Kabul edilemedi: hedef zaten bir kulüpte
TID_CLAN_RESPONSE_93,Yapılamadı: istek bulunamadı
TID_CLAN_RESPONSE_94,Yapılamadı: istek zaten yerine getirilmiş
TID_CLAN_RESPONSE_95,Yapılamadı: işlem yetkisi yok
TID_CLAN_RESPONSE_96,Kabul edilemedi: hedef bu kulüpte engellenmiş
TID_CLAN_RESPONSE_100,Bir kulüpten atıldın
TID_CLAN_RESPONSE_101,Terfi ettin
TID_CLAN_RESPONSE_102,Rütben düşürüldü
TID_CLAN_NO_RIGHTS,Bunu yapma yetkin yok
TID_ALLIANCE_NAME_TOO_SHORT,Kulüp adı çok kısa
TID_CLAN_JOIN_REQUEST_TITLE,Kulübe katılma isteği gönder
TID_CLAN_JOIN_REQUEST_SEND,Gönder
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,Kulübünüze katılmak istiyorum...
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,Bu oyuncuyu kulübe kabul edelim mi?
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,Kabul et
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,Reddet
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,<name> tarafından kabul edildi
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,<name> tarafından reddedildi
TID_HINT_DRAG_TO_AIM,Nişan almak için çek
TID_HINT_RELEASE_TO_SHOOT,Ateş etmek için bırak
TID_HINT_ACTIVATE_ULTI,Süper atışını hedeflemek için <cff9900>sarı düğmeyi</c> sürükle!
TID_HINT_DRAG_TO_ULTI,"Süper atışı hedeflemek için çek, ateşlemek için bırak!"
TID_HINT_COLLECT_GOLD,Yok edilen savaşçılar taşıdıkları <ce662f9>elmasları</c> düşürür.
TID_HINT_HOLD_GOLD,<ce662f9>Elmaslarını</c> koru!
TID_HINT_GO_AFTER_ENEMY,Düşmanı yakala!
TID_HINT_ATTACK_BASE,"Düşmanın kasasını patlat, kendi kasanı koru!"
TID_HINT_DEFEND_BASE,"Düşmanın kasasını patlat, kendi kasanı koru!"
TID_HINT_SHOOT_ENEMIES,Düşmanları yok ederek yıldız kazan!
TID_HINT_YOU_ARE_WINNING,Takımın kazanıyor! Savunmaya geç!
TID_HINT_YOU_ARE_LOSING,Takımın kaybediyor! Saldırıya geç!
TID_HINT_TAP_TO_MOVE,Hareket etmek için dokun\nTakımınla birlikte ilerle
TID_BOUNTY_2,Dikkat: Başında büyük bir ödül var!
TID_BOUNTY_3,Dikkat: Başında dev bir ödül var!
TID_BOUNTY_4,Ölü ya da diri aranıyor!
TID_NO_CLAN_TITLE,Kulüp bul
TID_NO_CLAN_BODY,Başkalarıyla sohbet etmek ve birlikte oynamak için bir kulübe katıl!
