TID,DE
TID_COME_BACK_NOTIFICATION_SMALL,Wie wär´s mit noch einem Brawl?
TID_COME_BACK_NOTIFICATION_MEDIUM,Wie wär´s mit noch einem Brawl?
TID_COME_BACK_NOTIFICATION_LARGE,Wie wär´s mit noch einem Brawl?
TID_ERROR_POP_UP_CONNECTION_LOST_TITLE,Verbindung getrennt
TID_ERROR_POP_UP_CONNECTION_LOST,"Bitte versuche erneut, dich anzumelden!"
TID_ERROR_POP_UP_CONNECTION_LOST_BUTTON,Anmeldung erneut versuchen
TID_TROPHIES,Trophäen
TID_PRACTICE,TRAINING
TID_READY,Bereit
TID_BATTLE_END_TITLE_VICTORY,SIEG!
TID_BATTLE_END_TITLE_DEFEAT,NIEDERLAGE
TID_BATTLE_END_TITLE_DRAW,Unentschieden
TID_BATTLE_END_TITLE_COOP_SURVIVAL,<TIME> lang überlebt
TID_BATTLE_END_DEATHMATCH_VICTORY,Du bist Erster!
TID_BATTLE_END_DEATHMATCH_DEFEAT,Platz: <RANK>
TID_BATTLE_END_TVST_DRAW_DESC,"Das Spiel endete in einem Unentschieden, da beide Teams gleich viele Juwelen gesammelt haben!"
TID_BATTLE_END_TITLE_1VS5_YOU_WIN_IN_TEAM,Riesenbrawler in <TIME> besiegt
TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS,<TIME> lang überlebt
TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY,\q<LEVEL>\q GEMEISTERT!
TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT,NIEDERLAGE
TID_BATTLE_END_RETURN_HOME,VERLASSEN
TID_BATTLE_END_NEXT,Weiter
TID_BATTLE_END_TAP,Zum Fortfahren tippen
TID_BATTLE_END_NO_PRACTISE_TROPHIES,FÜR TRAININGSSPIELE GIBT ES KEINE TROPHÄEN
TID_BATTLE_END_XP_CAPPED,Sämtliche heute verfügbaren EP wurden eingesammelt
TID_BATTLE_END_PLAY_AGAIN,NOCH EIN SPIEL
TID_BATTLE_END_PLAY_AGAIN_CANCEL,ABBRECHEN
TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS,<WAITING>/<TOTAL>
TID_BATTLE_END_PLAY_AGAIN_PLAYERS,<caaaaaa><TOTAL></c>
TID_BATTLE_END_PLAY_AGAIN_TIMER,<TIME>
TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM,<NAME> ist deinem Team beigetreten.
TID_RESPAWNING,Zurück in:\n<n1>
TID_TEAMS_POPUP_TITLE,TEAMS
TID_TEAMS_POPUP_SUBTITLE_IN_CLAN,Teams von Freunden & deinem Club
TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN,"WENN DU EINEM CLUB BEITRITTST, WERDEN AKTIVE MATCHES HIER ANGEZEIGT"
TID_TEAMS_POPUP_SEARCH,MIT CODE BEITRETEN
TID_TEAMS_POPUP_CREATE,TEAM ERSTELLEN
TID_TEAM_SEARCH_POPUP_TITLE,TEAM MIT CODE BEITRETEN
TID_TEAM_SEARCH_POPUP_SEARCH,BEITRETEN
TID_TEAM_JOIN_ROOM_CODE,Code hier eingeben ...
TID_TEAM_CHANGE_MAP,ÄNDERN
TID_TEAM_TYPE_INFO_0,Ranglistenspiel
TID_TEAM_TYPE_INFO_1,Testspiel
TID_TEAM_TYPE_INFO_2,Ticketereignisse
TID_TEAM_MEMBER_LEFT_0,Du hast das Team verlassen.
TID_TEAM_MEMBER_LEFT_1,Du wurdest aus dem Team gekickt.
TID_TEAM_MEMBER_LEFT_2,"Team wurde aufgelöst, da das Ereignis vorbei ist."
TID_TEAM_MEMBER_LEFT_3,"Team wurde aufgelöst, da der Ersteller das Team verlassen hat."
TID_TEAM_GAME_STARTING,Brawl beginnt
TID_TEAM_CODE_COPIED,Code in Zwischenablage kopiert
TID_TEAM_MEMBER_INVITE_STATUS_1,<c00ff00>EINLADUNG VERSCHICKT</c>
TID_TEAM_MEMBER_INVITE_STATUS_2,<ccc0000>ABGELEHNT</c>
TID_TEAM_MEMBER_INVITE_STATUS_3,<c0000cc>SPIELER IST OFFLINE</c>
TID_TEAM_MEMBER_CANCEL_INVITE_INFO,Zum Abbrechen tippen
TID_TEAM_ERROR_1,Team-Serverfehler
TID_TEAM_ERROR_2,"Beitritt nicht möglich, Team ist voll"
TID_TEAM_ERROR_3,Beitritt nicht möglich. Das Team wurde aufgelöst.
TID_TEAM_ERROR_5,"Ungültiger Teamcode. Bitte überprüfe, ob der Code korrekt ist."
TID_TEAM_ERROR_6,Es konnte kein Team mit diesem Code gefunden werden.
TID_TEAM_ERROR_7,"Du kannst einem Team nicht wieder beitreten, wenn du hinausgekickt wurdest."
TID_TEAM_ERROR_8,Überprüfe die Teameinstellungen. Kein Team darf mehr als drei Spieler haben.
TID_TEAM_ERROR_10,Team kann nicht erstellt werden. Du bist bereits in einem Team.
TID_TEAM_ERROR_11,Team kann nicht erstellt werden. Das Ereignis ist vorbei.
TID_TEAM_ERROR_12,Du kannst einem aufgelösten Team nicht beitreten.
TID_TEAM_ERROR_14,Team kann nicht erstellt werden. In diesem Ereignis sind keine Teams erlaubt.
TID_TEAM_ERROR_15,"Du kannst diesem Team nicht beitreten, da es nicht in deiner Region ist."
TID_TEAM_ERROR_17,Spiel kann nicht gestartet werden. Doppelte Brawler sind nicht erlaubt.
TID_TEAM_ERROR_18,Spiel kann nicht gestartet werden. Es stehen Wartungsarbeiten bevor.
TID_TEAM_ERROR_19,"Du kannst den Ersteller eines Teams nicht kicken, wenn er online ist."
TID_TEAM_ERROR_20,Map kann nicht gewechselt werden. Für diese Map seid ihr zu viele Spieler.
TID_TEAM_ERROR_21,Spiel kann nicht gestartet werden. Nicht genügend Tickets.
TID_TEAM_ERROR_22,Map kann nicht gewechselt werden. Ihr seid zu viele Spieler.
TID_TEAM_ERROR_24,Einladung fehlgeschlagen. Freund nicht gefunden.
TID_TEAM_ERROR_25,Einladung fehlgeschlagen. Team ist voll.
TID_TEAM_ERROR_26,Einladung abgelehnt
TID_TEAM_ERROR_27,Einladung fehlgeschlagen. Der Spieler hat Teameinladungen momentan deaktiviert.
TID_TEAM_ERROR_28,Einladung fehlgeschlagen. Der Spieler ist offline.
TID_TEAM_ERROR_29,Fehlgeschlagen. Spieler ist bereits in einem Team.
TID_TEAM_ERROR_30,"Der Brawl konnte nicht gestartet werden, da eine Einladung noch nicht beantwortet wurde."
TID_TEAM_ERROR_31,"Ereignis kann nicht gewechselt werden, solange eine Einladung unbeantwortet ist."
TID_TEAM_ERROR_32,Das Team hat zu viele Mitglieder für diesen Spielmodus.
TID_TEAM_ERROR_33,In diesem Spielmodus gibt es keine Teams.
TID_TEAM_ERROR_34,Du hast bereits den letzten Boss besiegt.
TID_TEAM_ERROR_40,Du hast bereits eine ausstehende Team-Beitrittsanfrage.
TID_TEAM_ERROR_41,Team-Beitrittsanfrage wurde abgelehnt.
TID_TEAM_ERROR_42,Team-Beitrittsanfrage fehlgeschlagen. Team konnte nicht gefunden werden.
TID_TEAM_ERROR_43,Der Empfänger der Team-Beitrittsanfrage ist nicht mehr in einem Team.
TID_TEAM_ERROR_44,Der Empfänger der Team-Beitrittsanfrage ist offline.
TID_TEAM_ERROR_45,Team-Beitrittsanfrage fehlgeschlagen. Das Team ist voll.
TID_TEAM_ERROR_46,Der Empfänger der Team-Beitrittsanfrage hat dich stummgeschaltet.
TID_TEAM_ERROR_47,Team-Beitrittsanfrage fehlgeschlagen. Nur ein befreundeter Teamersteller kann Beitrittsanfragen annehmen.
TID_TEAM_ERROR_48,Der Empfänger der Team-Beitrittsanfrage hat alle Einladungen stummgeschaltet.
TID_SELECT_LOCATION_TITLE,MAP WÄHLEN
TID_SELECT_LOCATION_LOCATIONS,TESTSPIEL
TID_SELECT_LOCATION_EVENTS,RANGLISTENSPIEL
TID_TEAM_SEARCH_INVALID_CODE,"Ungültiger Teamcode. Bitte überprüfe, ob der Code korrekt ist."
TID_TEAM_LEAVE,VER-\nLASSEN
TID_TEAM_JOIN,TEAM BEITRETEN
TID_TEAM_READY_BUTTON_LABEL,ICH BIN BEREIT
TID_TEAM_CANCEL_READY,Abbrechen
TID_TEAM_QUIT,VERLASSEN
TID_TEAM_TEAMCODE,Teamcode
TID_TEAM_TEAMCODE_DESC,Mit diesem Code können Freunde deinem Team beitreten.
TID_TEAM_WAITING_FOR_PLAYER,Mit Code einladen
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,EINLADEN
TID_TEAMCREATE_EVENT,Map
TID_TEAM_KICK,KICKEN
TID_TEAM_PROFILE,PROFIL
TID_TEAM_SWAP,SEITEN TAUSCHEN
TID_TEAM_SWAP_HERE,Hierhin wechseln
TID_TEAM_CREATOR_ONLY_FEATURE,Nur für den Ersteller des Teams möglich
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Nur der Ersteller des Teams kann Ereignisse wechseln.
TID_TEAM_PROFILE_BLOCKED,"Profil kann nicht geöffnet werden, wenn du auf \qBereit\q gestellt bist."
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,"Nicht verfügbar, wenn du auf \qBereit\q gestellt bist!"
TID_TEAM_PRACTISE_BUTTON_LABEL,TRAINING
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,mit Bots
TID_TEAM_LOOT_UNLOCKS,BELOHNUNGEN
TID_BONUS_REWARD,Bonusbelohnung für 3 Siege:
TID_BONUS_REWARD_COLLECTED,Bonusbelohnung abgeholt
TID_INFO_SERVER_ERROR_TITLE,Serverfehler
TID_INFO_SERVER_ERROR_BUTTON,Spiel neu laden
TID_RARITY_NAME_0,Meilenstein
TID_RARITY_NAME_1,Selten
TID_RARITY_NAME_2,Superselten
TID_RARITY_NAME_3,Episch
TID_RARITY_NAME_4,Mythisch
TID_RARITY_NAME_5,Legendär
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,NEUER RANG!
TID_RANK_UP_POPUP_REWARD_BONUS,AUFSTIEGSBONUS
TID_RANK_UP_POPUP_RANK,RANG <RANK>
TID_NAME_FAILED_TOO_SHORT,Der Name ist zu kurz!
TID_NAME_FAILED_PROFANITIES,Der Name ist nicht erlaubt!
TID_NAME_FAILED,Der Name ist nicht erlaubt!
TID_EVENT_STARTED,Neue Map (<GAMEMODE>) spielbar! Neue Belohnungen verfügbar!
TID_SELECT_HERO_INFO_1,<cFF8000>Spieler vs. Spieler</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Spieler vs. Bots</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Solo mit Bots spielen</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Spieler vs. Spieler</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Solo mit Bots spielen</c>
TID_SELECT_HERO_INFO_FRIENDLY,<c40E0D0>In Testspielen sind alle Brawler maximal upgegradet.</c>
TID_SELECT_HERO_INFO_RANK_REWARD,Um die Powerpunkte zu erhalten
TID_SELECT_HERO_POW_INFO_TITLE,POWERPUNKTE-BELOHNUNG
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,POWERPUNKTE-KAUF
TID_SELECT_HERO_POW_INFO_BODY,"WÄHLE EINEN BRAWLER,\nDER DIE POWERPUNKTE ERHALTEN SOLL"
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Dieser Brawler verfügt bereits über die maximale Anzahl Powerpunkte.
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,KAUF BESTÄTIGEN
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,Powerpunkte an <HERO> vergeben?
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,BELOHNUNG BESTÄTIGEN
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,Power erhöht sich auf <HERO>
TID_NAVI_1,Shop
TID_NAVI_2,News
TID_NAVI_3,Spielen
TID_NAVI_4,Brawler
TID_NAVI_5,Club
TID_NAVI_6,Profil
TID_NAVI_7,Freunde
TID_LEADERBOARD_TITLE,BESTENLISTEN
TID_LEADERBOARD_TAB_TOTAL,GESAMT-\nTROPHÄEN
TID_LEADERBOARD_TAB_HEROES,BRAWLER
TID_LEADERBOARD_TAB_CLANS,CLUBS
TID_LEADERBOARD_TAB_FRIENDS,FREUNDE
TID_LEADERBOARD_SUBTITLE_1,TOPSPIELER
TID_LEADERBOARD_SUBTITLE_2,TOPCLUBS
TID_LEADERBOARD_SUBTITLE_0,TOPSPIELER VON <HERO>
TID_BATTLE_MAIN_NEXT_REWARD,Nächste Belohnung: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Neue Map in: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,<VALUE> erhalten
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,"Sammle 100 Marken, um eine Brawlbox zu bekommen!"
TID_GATCHA_INFO,"<c0000ff>Brawlboxen</c>\n\nIn Brawlboxen findest du Brawler, Powerpunkte, Münzen oder Markenverdoppler"
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,TREFFERPUNKTE
TID_HERO_INFO_ABILITY,ATTACKE: <NAME>
TID_HERO_INFO_ULTI,SUPERSKILL: <NAME>
TID_HERO_INFO_BACK,ZURÜCK
TID_HERO_INFO_UPGRADE,UPGRADEN
TID_HERO_INFO_ABILITY_LEVEL,LVL. <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Brawler kaufen
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,"Sammle Powerpunkte, die du in Brawlboxen und Shopangeboten finden kannst, um das nächste Upgrade freizuschalten."
TID_HERO_INFO_STAR_POWER_CAN_DROP,Starpower kann nun in Brawlboxen gefunden werden.
TID_HERO_INFO_STAR_POWER_BLOCKED,"Kann in Brawlboxen gefunden werden, nachdem <HERONAME> POWERLEVEL <LEVEL> erreicht hat"
TID_HERO_INFO_STAR_POWER_LABEL,STARPOWER: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_MATCHMAKE_FAILED_5,Matchmaking fehlgeschlagen: Das Ereignis ist vorbei.
TID_MATCHMAKE_FAILED_7,Matchmaking fehlgeschlagen. Die Verbindung eines Teammitglieds wurde getrennt.
TID_MATCHMAKE_FAILED_9,Matchmaking fehlgeschlagen: Wartungsarbeiten beginnen.
TID_MATCHMAKE_FAILED_11,Matchmaking fehlgeschlagen: Mitspieler hat das Matchmaking verlassen.
TID_MATCHMAKE_FAILED_12,Matchmaking fehlgeschlagen: Du hast bereits den letzten Boss besiegt.
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,Blaues Team gewinnt in:
TID_ENEMY_TEAM_WINNING,Rotes Team gewinnt in:
TID_OWN_TEAM,Blaues Team
TID_ENEMY_TEAM,Rotes Team
TID_COUNTDOWN,COUNTDOWN
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,BRAWLER
TID_HERO_LIST_DO_GATCHA,Brawlbox öffnen
TID_HERO_TIME_UNTIL_RELEASE,Verfügbar in <TIME>
TID_HERO_LIST_COMING_UP,Nach der Veröffentlichung des Brawlers kannst du dir nähere Einzelheiten ansehen.
TID_SKIN_INFO_TIME_UNTIL_RELEASE,Verfügbar in <TIME>
TID_SKIN_INFO_,Supercell-ID-Belohnungsskin
TID_SKIN_INFO_1,"Brawl-Stars-Pionier-Skin!\n\nFür Spielkonten, die vor 2019 erstellt wurden."
TID_SKIN_INFO_2,"Hol dir diesen Skin, indem du dich von den Einstellungen aus mit Supercell ID verbindest!"
TID_SKIN_INFO_3_TEASER,Demnächst ...
TID_SKIN_INFO_3_AVAILABLE,\nErwerb nur kurze Zeit möglich.
TID_SKIN_INFO_3_NOT_AVAILABLE,\nMomentan nicht zum Kauf verfügbar.
TID_SKIN_INFO_3_HERO_NEEDED,\nVor Kauf dieses Skins erst Brawler freischalten.
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,Feiere Brawlidays mit diesem festlichen Skin!
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,Brawlidays-2018-Skin
TID_SKIN_REWARD_TITLE_1,SKINBELOHNUNG
TID_SKIN_REWARD_INFO_1,"Du hast einen neuen Skin freigeschaltet! Vielen Dank, dass du Brawl Stars im Jahr 2018 spielst!"
TID_SKIN_REWARD_TITLE_2,SKINBELOHNUNG
TID_SKIN_REWARD_INFO_2,Du hast als Belohnung für die Verknüpfung deines Kontos mit einer Supercell ID einen neuen Skin freigeschaltet.
TID_SKIN_REWARD_OK,EINFORDERN
TID_HERO_REWARD_TITLE_1,SUPPORT-NACHRICHT
TID_HERO_REWARD_INFO_1,Der Brawl-Stars-Support hat dir einen neuen Brawler geschenkt.
TID_SKIN_REWARD_TITLE_0,SUPPORT-NACHRICHT
TID_SKIN_REWARD_INFO_0,Der Brawl-Stars-Support hat dir einen neuen Skin geschenkt.
TID_SKIN_REWARD_TITLE_3,SUPPORT-NACHRICHT
TID_SKIN_REWARD_INFO_3,Der Brawl-Stars-Support hat dir einen neuen Skin geschenkt.
TID_REWARD_TITLE,SUPPORT-NACHRICHT
TID_REWARD_INFO,Es wartet ein Geschenk des Brawl-Star-Supports auf dich.
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> Starmarken eingefordert
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> Marken eingefordert
TID_REWARD_OK,EINFORDERN
TID_HERO_REWARD_OK,EINFORDERN
TID_RANK_POPUP_TITLE,TROPHÄENPFAD
TID_RANK_POPUP_NEXT_GOAL,NÄCHSTES ZIEL
TID_RANK_POPUP_COLLECT,EINFORDERN
TID_RANK_POPUP_SEASON_END_REWARD,Saisonbelohnung
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>DEINE SAISONBELOHNUNG</c>
TID_RANK_POPUP_TOTAL_INFO,"Erhöhe deine Gesamttrophäen, um Belohnungen freizuschalten und neue Ligen zu erreichen!\nDeine Gesamttrophäen setzen sich aus den addierten Trophäen aller deiner Brawler zusammen."
TID_RANK_POPUP_SEASON_END_TITLE,SAISON ENDET IN
TID_RANK_POPUP_SEASON_END_INFO,"Wenn die Saison endet, werden Brawlern mit mehr als <DECAYSTART> Trophäen <DECAYPERCENTAGE> % ihrer Trophäen über <DECAYSTART> abgezogen."
TID_RANK_POPUP_HILITE_CAPTION_3,FREISCHALTEN: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,NEUES EREIGNIS: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,MEGABOX
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,SONDEREREIGNISSE
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,TÄGLICHE EREIGNISSE
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,TICKETEREIGNISSE
TID_DAILY_COINS_COLLECTED,Eingefordert
TID_TEAM_BATTLE,ERSTELLEN
TID_TEAM_UNREADY,nicht bereit
TID_TEAM_WAITING_WHILE_READY,Du bist bereit!\nAuf die anderen Spieler warten.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> Brawlern (<NAME>)</c>
TID_GATCHA_SCREEN_NEW_ITEM,<OWNEDCOUNT><c<COLOR>>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Cool!
TID_GATCHA_SCREEN_TAP,Tippe!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,EREIGNISTICKETS
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,BONUS!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,<TIME> lang aktiv
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Beginnt in <TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,MARKENVERDOPPLER
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,"Verdoppelt die Marken, die du in Brawls verdienst."
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,MÜNZEN
TID_GATCHA_SCREEN_GOLD_DROP_DESC,Mit Münzen kannst du deine Brawler upgraden.
TID_GATCHA_SCREEN_GEM_DROP_TITLE,JUWELEN
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Mit Juwelen kannst du Boxen, Skins und andere Dinge im Shop kaufen."
TID_GATCHA_SCREEN_HERO_POWER_TITLE,POWERPUNKTE
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Upgrade freigeschaltet!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Upgrade verfügbar!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,BONUS
TID_NAVI_BLOCKED_1,"Du kannst das Menü nicht wechseln, während du auf \qBereit\q gestellt bist!"
TID_TEAM_MEMBER_INFO_READY,"<NAME> wartet darauf, dass die anderen bereit sind."
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> ist noch nicht bereit.
TID_TEAM_MEMBER_INFO_SELF_READY,"Du kannst deinen Brawler nicht wechseln, während du auf \qBereit\q gestellt bist!"
TID_TEAM_CHANGE_EVENT_BLOCKED,"Du kannst das Ereignis nicht wechseln, während du auf \qBereit\q gestellt bist!"
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,"Du kannst dies nicht ändern, während du auf \qBereit\q gestellt bist!"
TID_TEAM_GATCHA_BLOCKED,"Du kannst keine Box öffnen, während du auf \qBereit\q gestellt bist!"
TID_TEAM_NO_MEMBER_INFO,Nur der Ersteller des Teams kann Spieler einladen.
TID_TEAM_INFO_TEAM_CODE,"Teile diesen Code mit Freunden und lade sie in dein Team ein!\n\nTippe erneut, um ihn in die Zwischenablage zu kopieren."
TID_FREEZER,Einfrierer
TID_GAME_OVER,Brawl vorbei
TID_LEVEL,Lvl.<LVL>
TID_PLAYERS_IN_MM,Es suchen Spieler nach Gegnern!
TID_ONLINE_INFO,Spieler online: <ONLINE> Im Matchmaking: <MATCHMAKE> In einem Spiel: <BATTLES>
TID_INPUT_NAME,Gib hier deinen Namen ein.
TID_LEADERBOARD_YOUR_SCORE,Dein Score
TID_LEADERBOARD_YOUR_RANK,Dein Rang
TID_LEADERBOARD_HIGHEST_SCORE,Dein höchster Score
TID_LEADERBOARD_LOCAL,REGIONAL (<COUNTRY>)
TID_REGION_0,GLOBAL
TID_REGION_1,ASIEN
TID_SET_REGION_RESULT_0,Region erfolgreich auf <REGION> umgestellt.
TID_SET_REGION_RESULT_1,"Ändern der Region fehlgeschlagen: Du kannst deine Region nicht ändern, während du in einem Club bist."
TID_SET_REGION_RESULT_2,"Ändern der Region fehlgeschlagen: Du kannst deine Region nicht ändern, während du in einem Team bist."
TID_VICTORY_CONDITION_COINRUSH_TITLE,Kristalljagd
TID_VICTORY_CONDITION_COINRUSH_TEXT,Reißt 10 Juwelen an euch und lasst sie euch nicht abnehmen!
TID_BATTLE_END_MY_TEAM,Dein Team
TID_BATTLE_END_ENEMY_TEAM,Gegnerisches Team
TID_BACK,ZURÜCK
TID_NOT_ENOUGH_GOLD,"Nicht genug Münzen. Öffne Brawlboxen, um mehr zu bekommen."
TID_UNLOCK_SKIN_ERROR_1,Nicht genug Juwelen
TID_EXPERIENCE_LEVEL,Erfahrungslevel
TID_BOT_1,Bot 1
TID_BOT_2,Bot 2
TID_BOT_3,Bot 3
TID_BOT_4,Bot 4
TID_BOT_5,Bot 5
TID_BOT_6,Bot 6
TID_BOT_7,Bot 7
TID_BOT_8,Bot 8
TID_BOT_9,Bot 9
TID_CRAFT_HERO_TITLE,Brawler kaufen
TID_CRAFT_HERO_BUTTON_LABEL,Kaufen
TID_UNLOCK_SKIN_TITLE,Skin kaufen
TID_SKIN_COMING_SOON,Skin ist noch nicht verfügbar.
TID_UNLOCK_SKIN_BUTTON_LABEL,Kaufen
TID_HERO_LIST_TOTAL_TROPHIES,Gesamttrophäen
TID_TOP_TOOL_TIP_1,Mit <c00ccff>Marken</c> kannst du Brawlboxen öffnen.\n\nDu bekommst sie durch neue Ereignisse und Kämpfe.
TID_TOP_TOOL_TIP_3,"Mit <c0ed12d>Juwelen</c> kannst du Boxen, Skins und andere Dinge im Shop kaufen.\n\nDu findest sie in Brawlboxen oder kannst sie für Echtgeld im Shop kaufen."
TID_TOP_TOOL_TIP_2,Mit <cff8E1b>Münzen</c> kannst du deine Brawler upgraden.\n\nDu findest sie in Brawlboxen.
TID_TOP_TOOL_TIP_4,Mit <cff0000>Ereignistickets</c> erhältst du Zugang zu Ticketereignissen.\n\nDu findest sie in Brawlboxen.
TID_GAME_MODE_0,JUWELENJAGD
TID_GAME_MODE_0_DESC,"Sammle Juwelen, die bei der Mine in der Mitte der Map erscheinen. Oder nimm sie einfach besiegten Brawlern ab! Kann dein Team 10 Juwelen sammeln und sie bis zum Ende des Countdowns behalten, gewinnt ihr!"
TID_GAME_MODE_2,TRESORRAUB
TID_GAME_MODE_2_DESC,"Beschütze den wertvollen Tresor deines Teams - während du gleichzeitig versuchst, den gegnerischen Tresor zu knacken! Das Team, das als Erstes den gegnerischen Tresor zerstört, gewinnt.\n\nLäuft die Zeit ab, gewinnt das Team, das am meisten Schaden am gegnerischen Tresor angerichtet hat."
TID_GAME_MODE_3,KOPFGELDJAGD
TID_GAME_MODE_3_OG_DESC,"Sammle Sterne für dein Team, indem du Spieler des gegnerischen Teams besiegst. Das Spiel ist vorbei, sobald ein Team sechs Sterne gesammelt hat. Im Zentrum der Map befindet sich ein Stern, der auch eingesammelt werden kann."
TID_GAME_MODE_6,SOLO-SHOWDOWN
TID_GAME_MODE_6_COMBINED,SHOWDOWN
TID_GAME_MODE_6_DESC,Sei der letzte Überlebende aus 10 Spielern. Nutze hierfür alle notwendigen Mittel - du hast nur ein Leben!
TID_GAME_MODE_6_DESC_COMBINED,Erledige alle anderen und sei der letzte Überlebende. Spiele solo oder als Zweierteam.
TID_GAME_MODE_5,BRAWLBALL
TID_GAME_MODE_5_DESC,"Befördere den Ball ins gegnerische Tor. Das Spiel endet entweder, wenn ein Team zwei Tore schießt, oder die Zeit abläuft."
TID_GAME_MODE_3_OG,ELIMINIERUNG
TID_GAME_MODE_3_DESC,"Sammle Sterne für dein Team, indem du Gegner besiegst. Jedes Mal, wenn du einen Gegner besiegst, erhöht sich das auf dich ausgesetzte Kopfgeld um einen Stern. So kannst du bis zu sieben Sterne für das gegnerische Team wert sein - lass dich nicht erwischen!\n\nDas Team, das nach Ablauf der Zeit die meisten Sterne gesammelt hat, gewinnt."
TID_GAME_MODE_11,BELAGERUNG
