TID,AR
TID_GAME_MODE_11_DESC,حاصر ودمّر برج العدو! لدى فريقك أيضًا برج عليك تزويده بالبراغي لتركيب روبوت حصار قوي يقاتل لصالحكم. تظهر البراغي على أرض المصنع. التقط أحدها واحتفظ به لبضع ثوانٍ لتزويد البرج به. تنبيه: هذه الأبراج بها دفاعات صاروخية فتاكة؛ لذا فلا تقترب كثيرًا من قاعدة العدو دون روبوت حصار يساندك!
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,قرص النجوم
TID_BATTLE_END_GAIN_LABEL_RANK_UP,ترتيب أعلى
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,مستوى أعلى
TID_BATTLE_END_GAIN_LABEL_VICTORY,نصر
TID_BATTLE_END_GAIN_LABEL_DEFEAT,هزيمة
TID_BATTLE_END_GAIN_LABEL_DRAW,تعادل
TID_BATTLE_END_GAIN_LABEL_MVP,نجم المواجهة
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,نتيجة الترتيب
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,مكافأة الوقت
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,الأقراص المتبقية:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,مكافأة الوقت
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,مكافأة الوقت
TID_BATTLE_END_COIN_REWARDS,مكافآت الأقراص
TID_BATTLE_END_MVP,نجم المواجهة
TID_BATTLE_END_DEFEAT_INFO,حظ أفضل في المرة القادمة!
TID_TUTORIAL_1,مرحبًا، أنا شيلي! هيا نجمع هذه <ce662f9>الجواهر</c> كلها. <c0066ff>اسحب</c> <c0066ff>وحدة التحكم الزرقاء</c> بإبهامك الأيسر لتحركني.
TID_TUTORIAL_2,سأجمعها كلها! هذه <ce662f9>الجواهر</c> لي!
TID_TUTORIAL_3,أهداف الروبوت! <ccc0033>اسحب</c> <ccc0033>وحدة التحكم الحمراء</c> بإبهامك الأيمن للتصويب، وارفعه لإطلاق النار. دمر هذه الروبوتات.
TID_TUTORIAL_GOOD_JOB_1,أحسنت!
TID_TUTORIAL_5,المزيد من الأهداف! يمكنك <ccc0033>الضغط</c> على <ccc0033>وحدة التحكم الحمراء</c> لإطلاق النار على أقرب عدو. دمر الروبوتات.
TID_TUTORIAL_6,استخدم الزخم الآن لضرب الزعيم خلف الجدار! <cff9900>اسحب</c> <cff9900>وحدة التحكم الصفراء</c> لتصويب ضربة الزخم، وارفع إصبعك لإطلاق النار!
TID_TUTORIAL_555,جيد! استمر!
TID_TUTORIAL_7,أحسنت! لقد حصلنا على <ce662f9>الجواهر</c>، فلنخرج من هنا!
TID_TUTORIAL_8,كلما أصبت الأعداء ارتفع زخمك. استخدم <cff9900>وحدة التحكم الصفراء</c> لمهاجمة الأعداء بضربة الزخم!
TID_TUTORIAL_9,أنت بطل بالفطرة!\n\nوالآن اذهب ونل منهم!
TID_TUTORIAL_10,مهاجمة الأهداف تشحن عداد الزخم. أصبح زخمي جاهزًا الآن!\nاضغط على زر الزخم!
TID_TUTORIAL_11,تشير <cff6633>الأشرطة البرتقالية</c> إلى ذخيرتك. سأعيد التعبئة بأسرع ما يمكن.
TID_FIGHT_TUTORIAL,اللعب
TID_HERO_SCORE_INFO,اجمع الكؤوس لهذا البطل بالفوز في المواجهات أمام اللاعبين الآخرين.\n\nابلغ حد <PROGRESS> من الكؤوس للوصول إلى الترتيب التالي وربح <COINS> من الأقراص.
TID_HERO_SCORE_INFO_MAXED,لقد وصلت إلى الترتيب الأعلى.
TID_XP_INFO_ME,مستوى خبرتك\n\nاكتسب الخبرة من خوض المعارك. اجمع <REMPROGRESS> من نقاط الخبرة الإضافية لتصل إلى المستوى <LEVEL>، وتربح <COINS> من الأقراص.
TID_XP_INFO_OTHER,مستوى خبرة هذا اللاعب
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,العب مواجهة تدريب واحدة لفتح اللعبة بالكامل
TID_SOCIAL_TAB_CLANS,الاتحاد
TID_SOCIAL_TAB_FRIENDS,الأصدقاء
TID_FRIEND_STATUS_BATTLE,<cffffff>في معركة</c> لمدة <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>شاشة نهاية المواجهة</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>في وضع المشاهدة</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>في تدريب</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>قيد المطابقة</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>في فريق</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>في فريق</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>في فريق</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>في وضع المعركة</c>
TID_FRIEND_STATUS_MENUS,في القوائم
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,شكِّل فريقًا!
TID_ONLINE_FRIENDS_POPUP_TITLE,اللاعبون المتصلون
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,لا يوجد أصدقاء أو أعضاء من الاتحاد متصلون
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,ما من أصدقاء أو أعضاء بالاتحاد يمكن دعوتهم. هل صادفت لاعبًا بارعًا مؤخرًا؟ لم لا تضيفه إلى قائمة أصدقائك؟
TID_CLAN_CREATE_BUTTON,إنشاء
TID_CLAN_SAVE_BUTTON,الحفظ
TID_CLAN_CREATE_TITLE,إنشاء اتحاد جديد
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,آخر ظهور: <cf7f7f7>< 1h ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,آخر ظهور: <cf7f7f7>قبل <HOURS> س</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,آخر ظهور: <cf7f7f7>قبل <DAYS> ي</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,آخر ظهور:<cf7f7f7>قبل أكثر من شهر</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>في معركة</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>في القوائم</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>في القوائم</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>في المطابقة</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>في القوائم</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>في وضع المشاهدة</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>في التدريب</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>في القوائم</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>في القوائم</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>في القوائم</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> من الأعضاء المتصلين
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> متصل
TID_ALLIANCE_TYPE_OPEN,مفتوح
TID_ALLIANCE_TYPE_INVITE_ONLY,بالدعوة فقط
TID_ALLIANCE_TYPE_CLOSED,مغلق
TID_CLAN_SEARCH_TITLE,البحث عن اتحادات
TID_CLAN_INTRO_AD_TITLE,هل تبحث عن اتحاد؟
TID_CLAN_INTRO_AD_DESC,أنشئ اتحادًا وتمكن من الدردشة مع اللاعبين الآخرين!
TID_CLAN_INTRO_CREATE_GO,إنشاء اتحاد
TID_CLAN_INTRO_SEARCH_GO,البحث عن اتحادات
TID_CLAN_INTRO_REFRESH,تحديث
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,يشترط هذا الاتحاد <REQ> من الكؤوس للانضمام. ليس لديك إلا <SCORE> من الكؤوس.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,هذا الاتحاد مغلق
TID_STREAM_ENTRY_AGE,قبل <time>
TID_ALLIANCE_ROLE_LEADER,الرئيس
TID_ALLIANCE_ROLE_CO_LEADER,النائب
TID_ALLIANCE_ROLE_MEMBER,عضو
TID_ALLIANCE_ROLE_ELDER,الوكيل
TID_STREAM_SENDER_YOU,أنت
TID_GOLDRUSH_1,منجم المعادن
TID_BANKHEIST_1,مخبأ قطاع الطرق
TID_WANTED_1,أطلال المعابد
TID_BATTLE_ROYALE_1,خليج الجماجم
TID_GOLDRUSH_2,مغارة البلور
TID_BANKHEIST_2,وادي المتفجرات
TID_WANTED_2,معسكر الأشقياء
TID_BATTLE_ROYALE_2,الحجر المتفحم
TID_GOLDRUSH_3,مغارة الهلاك
TID_BANKHEIST_3,المنطقة الآمنة
TID_WANTED_3,الحصن الصامد
TID_BATTLE_ROYALE_3,عراك روكوول
TID_WANTED_4,الفخاخ المبيدة
TID_GOLDRUSH_4,الحصن الصامد
TID_WANTED_5,حقل البلور
TID_GOLDRUSH_5,الزعزعة
TID_WANTED_6,مرتع الأفاعي
TID_WANTED_7,نجم الرماية
TID_GOLDRUSH_6,حصار في العمق
TID_GOLDRUSH_7,مغارة الصقيع
TID_BATTLE_ROYALE_4,وليمة أو مجاعة
TID_WANTED_8,المخبأ
TID_BANKHEIST_4,صحراء الحشود
TID_CLAN_MEMBERS_ONLINE,الأعضاء المتصلون: <TOTAL>/<COUNT>
TID_CLAN_TOTAL_TROPHIES,كؤوس الاتحاد
TID_CLAN_SEARCH_OK,البحث
TID_CLAN_INFO_NAME,اسم الاتحاد
TID_CLAN_INFO_BADGE,الشارة
TID_CLAN_INFO_DESC,الوصف
TID_CLAN_INFO_TOTAL_TROPHIES,كؤوس الاتحاد
TID_CLAN_INFO_TYPE,النوع
TID_CLAN_INFO_TAG,معّرف الاتحاد
TID_CLAN_INFO_MIN_TROPHIES,الكؤوس المطلوبة
TID_CLAN_INFO_LEAVE,الخروج
TID_CLAN_INFO_SETTINGS,الإعدادات
TID_CLAN_INFO_JOIN,الانضمام
TID_CLAN_INFO_MESSAGE,رسالة
TID_CLAN_INFO_REQUEST_JOIN,طلب الانضمام
TID_CLAN_SEARCH_NO_RESULTS,لم يتم العثور على اتحادات
TID_CLAN_SEARCH_INITIAL,لا توجد سلسلة بحث
TID_CLAN_INFO_MEMBERS,الأعضاء
TID_CLAN_INFO_SELECT_BADGE,تصفح
TID_SELECT_BADGE,حدد الشارة
TID_ALLIANCE_CREATE_OK,تم إنشاء الاتحاد بنجاح
TID_CLAN_CHANGE_SETTINGS_TITLE,إعدادات الاتحاد
TID_TITLE_ALLIANCE,بيانات الاتحاد
TID_ALLIANCE_LEFT,لقد خرجت من الاتحاد.
TID_CLAN_MEMBER_DEMOTE,إنزال رتبة
TID_CLAN_MEMBER_PROMOTE,رفع الرتبة
TID_CLAN_MEMBER_KICK,الطرد
TID_CLAN_MEMBER_VIEW_ALLIANCE,عرض الاتحاد
TID_BUTTON_INVITE,الدعوة
TID_PLAYER_INFO_GOTO_CLAN,عرض الاتحاد
TID_PLAYER_INFO_HEROES,الأبطال (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,حدد أيقونة
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,تفتح هذه الأيقونة عند مستوى الخبرة <LEVEL>
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,تفتح هذه الأيقونة عند <TROPHIES> من إجمالي الكؤوس
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> من الانتصارات
TID_PLAYER_INFO_STATS_HEADER,الإحصاءات
TID_PLAYER_STAT_1,الانتصارات في معارك 3 ضد 3
TID_PLAYER_STAT_4,أعلى عدد كؤوس
TID_PLAYER_STAT_8,الانتصارات الفردية
TID_PLAYER_STAT_10,أطول مدة كزعيم
TID_PLAYER_STAT_9,أفضل مدة في معركة الروبوتات
TID_PLAYER_STAT_11,الانتصارات الزوجية
TID_NO_CLAN,ليس في اتحاد
TID_ULTIMATE_NOT_READY,اضرب الأعداء لشحن الزخم الخاص بك!
TID_CANT_ACTIVATE_ULTI,لا يمكن تفعيل الزخم عند الهزيمة!
TID_NAME_TOO_SHORT,اسمك أقصر من اللازم
TID_ALLIANCE_JOINED,تم الانضمام إلى اتحاد
TID_COIN_RUSH_INTRO_TEXT,اجمعوا 10 جواهر لتحقيق الفوز
TID_BOUNTY_HUNTER_INTRO_TEXT,اهزم الأبطال للفوز بالنجوم
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,افتح خزينة العدو بطلقاتك
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,افتح خزينة العدو بطلقاتك
TID_GO,إلى المعركة!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,تأكيد الخروج
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\nهل ترغب بالتأكيد في مغادرة الاتحاد؟
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,الخروج
TID_ALLIANCE_PROMOTE_TITLE,تأكيد الترقية
TID_ALLIANCE_PROMOTE_CONFIRMATION,هل ترغب بالتأكيد في ترقية <NAME> إلى <ROLE>؟
TID_ALLIANCE_PROMOTE_BUTTON,رفع الرتبة
TID_ALLIANCE_KICK_TITLE,تأكيد الطرد
TID_ALLIANCE_KICK_CONFIRMATION,هل ترغب بالتأكيد في طرد <NAME> من الاتحاد؟
TID_ALLIANCE_KICK_BUTTON,الطرد
TID_ALLIANCE_DEMOTE_TITLE,تأكيد إنزال الرتبة
TID_ALLIANCE_DEMOTE_CONFIRMATION,هل ترغب بالتأكيد في إنزال رتبة <NAME> إلى <ROLE>؟
TID_ALLIANCE_DEMOTE_BUTTON,إنزال رتبة
TID_CLAN_RESPONSE_10,تم حفظ الإعدادات
TID_CLAN_RESPONSE_20,تم إنشاء اتحاد
TID_CLAN_RESPONSE_21,فشل إنشاء اتحاد! الرجاء المحاولة مرة أخرى لاحقًا.
TID_CLAN_RESPONSE_22,الاسم غير مقبول
TID_CLAN_RESPONSE_23,الوصف غير مقبول
TID_CLAN_RESPONSE_24,اسم أقصر من اللازم
TID_CLAN_RESPONSE_40,تم الانضمام إلى اتحاد
TID_CLAN_RESPONSE_42,فشل الانضمام: الاتحاد مكتمل
TID_CLAN_RESPONSE_43,فشل الانضمام: الاتحاد غير مفتوح
TID_CLAN_RESPONSE_45,فشل الانضمام: ليس لديك ما يكفي من الكؤوس للانضمام إلى هذا الاتحاد
TID_CLAN_RESPONSE_46,فشل الانضمام: تم حظرك من قبل هذا الاتحاد لطردك/رفض طلب انضمامك في السابق
TID_CLAN_RESPONSE_47,فشل الانضمام: قدمت طلبات انضمام إلى اتحادات أكثر من اللازم اليوم. تم حظرك من الانضمام إلى اتحاد بقية اليوم
TID_CLAN_RESPONSE_48,فشل الانضمام: لا يمكن الانضمام إلى اتحاد في منطقة أخرى
TID_CLAN_RESPONSE_50,تم إرسال طلب الانضمام بنجاح
TID_CLAN_RESPONSE_51,فشل إرسال طلب الانضمام: عضوية الاتحاد لم تعد مفتوحة لقبول الطلبات
TID_CLAN_RESPONSE_52,فشل إرسال طلب الانضمام: لديك بالفعل طلب انضمام معلق في هذا الاتحاد
TID_CLAN_RESPONSE_53,فشل إرسال طلب الانضمام: ليس لديك ما يكفي من الكؤوس للانضمام إلى هذا الاتحاد
TID_CLAN_RESPONSE_54,فشل طلب الانضمام: تم حظرك من قبل هذا الاتحاد لطردك/رفض طلب انضمامك في السابق
TID_CLAN_RESPONSE_55,فشل طلب الانضمام: لا يمكن الانضمام إلى اتحاد في منطقة أخرى
TID_CLAN_RESPONSE_70,تم الطرد بنجاح
TID_CLAN_RESPONSE_80,لقد تركت الاتحاد!
TID_CLAN_RESPONSE_81,تمت الترقية بنجاح
TID_CLAN_RESPONSE_82,تم إنزال الرتبة بنجاح
TID_CLAN_RESPONSE_90,تم القبول بنجاح
TID_CLAN_RESPONSE_91,تم الرفض بنجاح
TID_CLAN_RESPONSE_92,فشل القبول: اللاعب عضو في اتحاد بالفعل.
TID_CLAN_RESPONSE_93,فشل الإجراء: لا يمكن العثور على الطلب.
TID_CLAN_RESPONSE_94,فشل الإجراء: تم اتخاذ إجراء بشأن هذا الطلب بالفعل.
TID_CLAN_RESPONSE_95,فشل الإجراء: لا توجد الصلاحيات اللازمة.
TID_CLAN_RESPONSE_96,فشل القبول: تم حظر اللاعب من الانضمام إلى هذا الاتحاد.
TID_CLAN_RESPONSE_100,تم طردك من أحد الاتحادات.
TID_CLAN_RESPONSE_101,تمت ترقيتك
TID_CLAN_RESPONSE_102,تم إنزال رتبتك
TID_CLAN_NO_RIGHTS,ليست لديك الصلاحيات لإجراء ذلك
TID_ALLIANCE_NAME_TOO_SHORT,اسم الاتحاد أقصر من اللازم
TID_CLAN_JOIN_REQUEST_TITLE,طلب العضوية باتحاد
TID_CLAN_JOIN_REQUEST_SEND,إرسال
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,أود أن انضم إلى الاتحاد...
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,أتقبل بانضمام هذا اللاعب إلى الاتحاد؟
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,القبول
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,الرفض
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,تم القبول بواسطة <name>
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,تم الرفض بواسطة <name>
TID_HINT_DRAG_TO_AIM,اسحب للتصويب
TID_HINT_RELEASE_TO_SHOOT,ارفع إصبعك لإطلاق النار
TID_HINT_ACTIVATE_ULTI,اسحب <cff9900>وحدة التحكم الصفراء</c> لتصويب ضربة الزخم!
TID_HINT_DRAG_TO_ULTI,اسحب لتصويب ضربة الزخم، وارفع إصبعك لإطلاق النار!
TID_HINT_COLLECT_GOLD,سيسقط الأبطال <ce662f9>الجواهر</c> عند تعرضهم للهزيمة
TID_HINT_HOLD_GOLD,احتفظ <ce662f9>بالجواهر</c>!
TID_HINT_GO_AFTER_ENEMY,طارد العدو!
TID_HINT_ATTACK_BASE,أطلق النار على خزينة العدو لفتحها، واحم خزينتك!
TID_HINT_DEFEND_BASE,أطلق النار على خزينة العدو لفتحها، واحم خزينتك!
TID_HINT_SHOOT_ENEMIES,اهزم الأعداء للحصول على النجوم!
TID_HINT_YOU_ARE_WINNING,فريقك على وشك الفوز! اتبع أسلوبًا دفاعيًا!
TID_HINT_YOU_ARE_LOSING,فريقك على وشك الخسارة! اتبع أسلوبًا هجوميًا!
TID_HINT_TAP_TO_MOVE,اضغط للتحرك\nتحرك مع فريقك
TID_BOUNTY_2,انتبه: على رأسك مكافأة كبيرة!
TID_BOUNTY_3,انتبه: على رأسك مكافأة ضخمة!
TID_BOUNTY_4,مطلوب حيًا أو ميتًا!
TID_NO_CLAN_TITLE,اعثر على اتحاد
TID_NO_CLAN_BODY,انضم إلى اتحاد للدردشة واللعب مع أشخاص رائعين!
TID_NO_CLAN_SUGGESTIONS,الاتحادات المرشحة لك
TID_NO_CLAN_RESULTS,نتائج البحث
TID_NO_CLAN_EMPTY,لا توجد اتحادات مرشحة لك :-(
TID_NO_CLAN_WAITING_FOR_DATA,في انتظار البيانات...
TID_CONNECTING_TO_SERVER,جارٍ الاتصال بالخادم...
TID_TEAM_ADVERTISE,الإعلان
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,للاتحاد
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,للأصدقاء
TID_TEAM_AD_INFO_0,نبحث عن لاعبين لخوض مواجهات الفرق
TID_TEAM_AD_JOIN,الانضمام إلى فريق
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,تعذر الانضمام. أنت في فريق بالفعل.
TID_TEAM_MEMBER_STATUS_0,<c999999>غير متصل</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>في معركة</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>بعيد عن الجهاز</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>غير مستعد</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>في المطابقة</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>شاشة النهاية</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>غير متصل</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>في وضع المشاهدة</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>في التدريب</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>يكتب...</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>الأبطال</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>أحداث</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>في وضع الاستعداد</c>
TID_TEAM_STATUS_IN_MATCH,في معركة
TID_TEAM_STATUS_IN_MATCHMAKING,قيد المطابقة
TID_TEAM_STATUS_FULL,<cff1e00>مكتمل</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,مفتوح
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,يجب عليك الانضمام إلى اتحاد لاستخدام هذه الميزة
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,يجب أن يكون لديك أصدقاء لاستخدام هذه الميزة
TID_TEAM_AD_POST_FAIL_TEAM_FULL,تعذر الإعلان. الفريق مكتمل بالفعل
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,هذا الإجراء متاح لمؤسس الفريق فقط.
TID_TEAM_LOC_INFO,<MODE> في <LOC>
TID_TEAM_DISPLAY_TITLE_EVENT,الفرق
TID_STREAM_EVENT_1,وداعًا! تم طرد <target> من الاتحاد من طرف <sender>.
TID_STREAM_EVENT_2,أهلاً وسهلاً! تم قبول <target> في الاتحاد من طرف <sender>.
TID_STREAM_EVENT_3,أهلاً وسهلاً!<sender> انضم إلى الاتحاد!
TID_STREAM_EVENT_4,وداعًا! <sender> ترك الاتحاد!
TID_STREAM_EVENT_5,تهانينا! تمت ترقية <target> من طرف <sender>.
TID_STREAM_EVENT_6,الأمر ليس شخصيًا! تم إنزال رتبة <target> من طرف <sender>.
TID_STREAM_EVENT_101,تم إنشاء فريق بواسطة <sender>.
TID_STREAM_EVENT_102,انضم اللاعب <sender>
TID_STREAM_EVENT_103,غادر اللاعب <sender>
TID_STREAM_EVENT_104,وداعًا، <sender> طرد <target>
TID_STREAM_EVENT_105,بدأت المطابقة
