TID,PT
TID_TEAM_ERROR_32,A equipe tem jogadores demais para esse modo de jogo.
TID_TEAM_ERROR_33,Não é possível jogar em equipes nesse modo.
TID_TEAM_ERROR_34,Você já derrotou o último Chefão.
TID_TEAM_ERROR_40,O pedido de entrada na equipe ainda está pendente.
TID_TEAM_ERROR_41,O pedido de entrada na equipe foi rejeitado.
TID_TEAM_ERROR_42,Não foi possível pedir para entrar na equipe. Equipe não encontrada.
TID_TEAM_ERROR_43,A pessoa para quem você pediu não está mais na equipe.
TID_TEAM_ERROR_44,A pessoa para quem você pediu ficou off-line.
TID_TEAM_ERROR_45,Não foi possível pedir para entrar na equipe. Equipe lotada.
TID_TEAM_ERROR_46,A pessoa para quem você pediu silenciou você.
TID_TEAM_ERROR_47,Falha no pedido de entrada em equipe. Apenas o criador da partida amistosa pode aceitar os pedidos.
TID_TEAM_ERROR_48,O destinatário silenciou os pedidos de entrada em equipe.
TID_SELECT_LOCATION_TITLE,ESCOLHA UM MAPA
TID_SELECT_LOCATION_LOCATIONS,AMISTOSO
TID_SELECT_LOCATION_EVENTS,RANQUEADO
TID_TEAM_SEARCH_INVALID_CODE,"Código de equipe incorreto. Por favor, insira um código válido."
TID_TEAM_LEAVE,SAIR
TID_TEAM_JOIN,PARTICIPAR DA EQUIPE
TID_TEAM_READY_BUTTON_LABEL,PRONTO
TID_TEAM_CANCEL_READY,Cancelar
TID_TEAM_QUIT,SAIR
TID_TEAM_TEAMCODE,Código de equipe
TID_TEAM_TEAMCODE_DESC,Seus amigos podem acessar a equipe com esse código.
TID_TEAM_WAITING_FOR_PLAYER,Convite com código de equipe
TID_TEAM_NO_MEMBER,BOT
TID_TEAM_NO_MEMBER_INVITE,CONVIDAR
TID_TEAMCREATE_EVENT,Mapa
TID_TEAM_KICK,Expulsar
TID_TEAM_PROFILE,Perfil
TID_TEAM_SWAP,Trocar de time
TID_TEAM_SWAP_HERE,Trocar aqui
TID_TEAM_CREATOR_ONLY_FEATURE,Disponível só para o administrador da equipe.
TID_TEAM_CREATOR_ONLY_FEATURE_MODES,Apenas o administrador da equipe pode mudar os eventos.
TID_TEAM_PROFILE_BLOCKED,Não disponível após selecionar \qPronto\q
TID_TEAM_FEATURE_BLOCKED_WHILE_READY,Não disponível após selecionar \qPronto\q
TID_TEAM_PRACTISE_BUTTON_LABEL,TREINO
TID_TEAM_PRACTISE_BUTTON_SUBLABEL,com bots
TID_TEAM_LOOT_UNLOCKS,RECOMPENSAS
TID_BONUS_REWARD,Recompensa extra por 3 vitórias:
TID_BONUS_REWARD_COLLECTED,Recompensa extra resgatada.
TID_INFO_SERVER_ERROR_TITLE,Erro de servidor
TID_INFO_SERVER_ERROR_BUTTON,Recarregar o jogo
TID_RARITY_NAME_0,Prêmio do Caminho de troféus
TID_RARITY_NAME_1,Raro
TID_RARITY_NAME_2,Super-raro
TID_RARITY_NAME_3,Épico
TID_RARITY_NAME_4,Mítico
TID_RARITY_NAME_5,Lendário
TID_RARITY_COLOR_0,B9EAFF
TID_RARITY_COLOR_1,68FD58
TID_RARITY_COLOR_2,5AB3FF
TID_RARITY_COLOR_3,D850FF
TID_RARITY_COLOR_4,FE5E72
TID_RARITY_COLOR_5,FFF11E
TID_HERO_SCREEN_DIM_COLOR,164382
TID_RANK_UP_POPUP_TITLE,PONTUAÇÃO
TID_RANK_UP_POPUP_REWARD_BONUS,BÔNUS DE PONTUAÇÃO
TID_RANK_UP_POPUP_RANK,CLASSE <RANK>
TID_NAME_FAILED_TOO_SHORT,Nome muito curto!
TID_NAME_FAILED_PROFANITIES,Nome não aceito!
TID_NAME_FAILED,Nome não aceito!
TID_EVENT_STARTED,Novo mapa do modo <GAMEMODE> disponível! Ganhe novas recompensas!
TID_SELECT_HERO_INFO_1,<cFF8000>Jogadores x Jogadores</c>
TID_SELECT_HERO_INFO_2,<c2288ff>Jogadores x Bots</c>
TID_SELECT_HERO_INFO_3,<c40E0D0>Sozinho com Bots</c>
TID_SELECT_HERO_INFO_1_6,<cFF8000>Jogadores x Jogadores</c>
TID_SELECT_HERO_INFO_3_6,<c40E0D0>Sozinho com Bots</c>
TID_SELECT_HERO_INFO_FRIENDLY,<c40E0D0>Todos os Brawlers são melhorados ao máximo nos jogos amistosos</c>
TID_SELECT_HERO_INFO_RANK_REWARD,Para receber pontos de poder
TID_SELECT_HERO_POW_INFO_TITLE,RECOMPENSA DE PONTOS DE PODER
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,COMPRA DE PONTOS DE PODER
TID_SELECT_HERO_POW_INFO_BODY,ESCOLHA UM BRAWLER PARA\nRECEBER OS PONTOS DE PODER
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,Esse Brawler já tem o máximo de pontos de poder.
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,CONFIRMAR COMPRA
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,O poder irá para <HERO>
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,CONFIRMAR RECOMPENSA
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,O poder irá para <HERO>
TID_NAVI_1,Loja
TID_NAVI_2,Notícias
TID_NAVI_3,Batalha
TID_NAVI_4,Brawlers
TID_NAVI_5,Clube
TID_NAVI_6,Perfil
TID_NAVI_7,Amigos
TID_LEADERBOARD_TITLE,LIDERANÇA
TID_LEADERBOARD_TAB_TOTAL,TOTAL\nDE TROFÉUS
TID_LEADERBOARD_TAB_HEROES,BRAWLERS
TID_LEADERBOARD_TAB_CLANS,CLUBES
TID_LEADERBOARD_TAB_FRIENDS,AMIGOS
TID_LEADERBOARD_SUBTITLE_1,MELHORES JOGADORES
TID_LEADERBOARD_SUBTITLE_2,MELHORES CLUBES
TID_LEADERBOARD_SUBTITLE_0,MELHORES JOGADORES (<HERO>)
TID_BATTLE_MAIN_NEXT_REWARD,Próxima recompensa: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,Novo mapa em: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,Coletados: <VALUE>
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,Junte 100 fichas para abrir uma Caixa Brawl!
TID_GATCHA_INFO,"<c0000ff>Caixas Brawl</c>\n\nEncontre Brawlers, pontos de poder, moedas ou duplicadores de fichas nas Caixas Brawl!"
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,SAÚDE
TID_HERO_INFO_ABILITY,ATAQUE: <NAME>
TID_HERO_INFO_ULTI,SUPER: <NAME>
TID_HERO_INFO_BACK,VOLTAR
TID_HERO_INFO_UPGRADE,MELHORAR
TID_HERO_INFO_ABILITY_LEVEL,NVL <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Comprar Brawler
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,Obtenha pontos de poder nas Caixas Brawl e nas ofertas da loja para desbloquear a próxima melhoria!
TID_HERO_INFO_STAR_POWER_CAN_DROP,Você também encontra poder de estrela nas Caixas Brawl.
TID_HERO_INFO_STAR_POWER_BLOCKED,Disponível nas Caixas Brawl após <HERONAME> alcançar NÍVEL DE PODER <LEVEL>!
TID_HERO_INFO_STAR_POWER_LABEL,PODER DE ESTRELA: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_MATCHMAKE_FAILED_5,Falha no pareamento: o evento expirou.
TID_MATCHMAKE_FAILED_7,Falha no pareamento: o integrante da equipe foi desconectado.
TID_MATCHMAKE_FAILED_9,Falha no pareamento: manutenção iniciada.
TID_MATCHMAKE_FAILED_11,Falha no pareamento: o integrante do time saiu da opção de pareamento.
TID_MATCHMAKE_FAILED_12,Falha no pareamento: você já derrotou o último chefe.
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,A equipe azul vencerá em:
TID_ENEMY_TEAM_WINNING,A equipe vermelha vencerá em:
TID_OWN_TEAM,Equipe azul
TID_ENEMY_TEAM,Equipe vermelha
TID_COUNTDOWN,CONTAGEM REGRESSIVA
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,BRAWLERS
TID_HERO_LIST_DO_GATCHA,Abrir a Caixa Brawl
TID_HERO_TIME_UNTIL_RELEASE,Disponível em <TIME>
TID_HERO_LIST_COMING_UP,Saiba mais assim que o Brawler for lançado!
TID_SKIN_INFO_TIME_UNTIL_RELEASE,Disponível em <TIME>
TID_SKIN_INFO_,Visual de recompensa do Supercell ID
TID_SKIN_INFO_1,Visual de pioneiro do Brawl Stars!\n\nPara contas criadas antes de 2019.
TID_SKIN_INFO_2,Consiga o visual vinculando-se ao Supercell ID na tela de configurações!
TID_SKIN_INFO_3_TEASER,Em breve!
TID_SKIN_INFO_3_AVAILABLE,\nDisponível para comprar por tempo limitado!
TID_SKIN_INFO_3_NOT_AVAILABLE,\nIndisponível para comprar no momento.
TID_SKIN_INFO_3_HERO_NEEDED,\nDesbloqueie o Brawler para comprar o visual!
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,Comemore as festas Brawl com este visual divertido!
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,Visual das festas Brawl de 2018
TID_SKIN_REWARD_TITLE_1,VISUAL DE RECOMPENSA
TID_SKIN_REWARD_INFO_1,Você desbloqueou um visual novo! Obrigado por jogar Brawl Stars em 2018.
TID_SKIN_REWARD_TITLE_2,VISUAL DE RECOMPENSA
TID_SKIN_REWARD_INFO_2,Você desbloqueou um visual novo como recompensa por se conectar ao Supercell ID.
TID_SKIN_REWARD_OK,RESGATAR
TID_HERO_REWARD_TITLE_1,MENSAGEM DA EQUIPE DE SUPORTE
TID_HERO_REWARD_INFO_1,A equipe de suporte de Brawl Stars lhe doou um novo Brawler.
TID_SKIN_REWARD_TITLE_0,MENSAGEM DA EQUIPE DE SUPORTE
TID_SKIN_REWARD_INFO_0,A equipe de suporte de Brawl Stars lhe doou um novo visual.
TID_SKIN_REWARD_TITLE_3,MENSAGEM DA EQUIPE DE SUPORTE
TID_SKIN_REWARD_INFO_3,A equipe de suporte de Brawl Stars lhe doou um novo visual.
TID_REWARD_TITLE,MENSAGEM DA EQUIPE DE SUPORTE
TID_REWARD_INFO,Você tem uma doação pendente da equipe de suporte de Brawl Stars.
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> fichas estrelas resgatadas
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> fichas resgatadas
TID_REWARD_OK,RESGATAR
TID_HERO_REWARD_OK,RESGATAR
TID_RANK_POPUP_TITLE,CAMINHO DE TROFÉUS
TID_RANK_POPUP_NEXT_GOAL,PRÓXIMO
TID_RANK_POPUP_COLLECT,COLETAR
TID_RANK_POPUP_SEASON_END_REWARD,Prêmio da temporada
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>SUA RECOMPENSA DA TEMPORADA</c>
TID_RANK_POPUP_TOTAL_INFO,Acumule mais troféus para liberar recompensas e alcançar novas ligas!\nO total de troféus é uma combinação de todos os troféus de cada um de seus Brawlers.
TID_RANK_POPUP_SEASON_END_TITLE,FIM DA TEMPORADA
TID_RANK_POPUP_SEASON_END_INFO,"Ao final da temporada, seus Brawlers com mais de <DECAYSTART> troféus perderão <DECAYPERCENTAGE>% da quantidade de troféus acima de <DECAYSTART>."
TID_RANK_POPUP_HILITE_CAPTION_3,LIBERA: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,NOVO EVENTO: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,MEGACAIXA
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,EVENTOS ESPECIAIS
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,EVENTOS DIÁRIOS
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,EVENTOS RESTRITOS
TID_DAILY_COINS_COLLECTED,Coletados
TID_TEAM_BATTLE,CRIAR
TID_TEAM_UNREADY,preparando
TID_TEAM_WAITING_WHILE_READY,Você está pronto!\nEsperando os outros.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> dos Brawlers tipo <NAME></c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Legal!
TID_GATCHA_SCREEN_TAP,Toque aqui!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,INGRESSOS DE EVENTO
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,BÔNUS!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,Ativo por <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Começando em <TIME>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,DUPLICADOR DE FICHAS
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,Duplique o número de fichas recebidas nas batalhas!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,MOEDAS
TID_GATCHA_SCREEN_GOLD_DROP_DESC,Melhore seus Brawlers com moedas!
TID_GATCHA_SCREEN_GEM_DROP_TITLE,GEMAS
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Use as gemas para comprar caixas, visuais novos e outros itens na loja."
TID_GATCHA_SCREEN_HERO_POWER_TITLE,PONTOS DE PODER
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Atualização desbloqueada!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Atualização disponível!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,BÔNUS
TID_NAVI_BLOCKED_1,Troca de página indisponível após selecionar \qPronto\q!
TID_TEAM_MEMBER_INFO_READY,<NAME> está esperando os outros.
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> não pode começar ainda.
TID_TEAM_MEMBER_INFO_SELF_READY,Troca de Brawler indisponível após selecionar \qPronto\q!
TID_TEAM_CHANGE_EVENT_BLOCKED,Troca de evento indisponível após selecionar \qPronto\q!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,Alteração indisponível após selecionar \qPronto\q!
TID_TEAM_GATCHA_BLOCKED,Impossível abrir a caixa após selecionar \qPronto\q!
TID_TEAM_NO_MEMBER_INFO,Somente o administrador pode convidar outros para a equipe.
TID_TEAM_INFO_TEAM_CODE,Compartilhe este código com seus amigos para convidá-los para a sua equipe!\n\nToque novamente para copiar para a área de transferência.
TID_FREEZER,Congelador
TID_GAME_OVER,Partida encerrada
TID_LEVEL,nvl <LVL>
TID_PLAYERS_IN_MM,Jogadores disponíveis para o pareamento!
TID_ONLINE_INFO,Jogadores ativos: <ONLINE> em pareamento: <MATCHMAKE> em batalha: <BATTLES>
TID_INPUT_NAME,Insira seu nome aqui
TID_LEADERBOARD_YOUR_SCORE,Sua pontuação
TID_LEADERBOARD_YOUR_RANK,Sua classe
TID_LEADERBOARD_HIGHEST_SCORE,Sua pontuação mais alta
TID_LEADERBOARD_LOCAL,REGIÃO (<COUNTRY>)
TID_REGION_0,GLOBAL
TID_REGION_1,ÁSIA
TID_SET_REGION_RESULT_0,A região foi alterada com êxito para <REGION>
TID_SET_REGION_RESULT_1,Falha na alteração da região: indisponível enquanto fizer parte de um clube.
TID_SET_REGION_RESULT_2,Falha na alteração da região: indisponível enquanto fizer parte de uma equipe.
TID_VICTORY_CONDITION_COINRUSH_TITLE,Pique-cristal
TID_VICTORY_CONDITION_COINRUSH_TEXT,Pegue e mantenha 10 gemas!
TID_BATTLE_END_MY_TEAM,Sua equipe
TID_BATTLE_END_ENEMY_TEAM,Equipe inimiga
TID_BACK,VOLTAR
TID_NOT_ENOUGH_GOLD,Moedas insuficientes. Ganhe moedas nas Caixas Brawl!
TID_UNLOCK_SKIN_ERROR_1,Gemas insuficientes
TID_EXPERIENCE_LEVEL,Nível de experiência
TID_BOT_1,Bot 1
TID_BOT_2,Bot 2
TID_BOT_3,Bot 3
TID_BOT_4,Bot 4
TID_BOT_5,Bot 5
TID_BOT_6,Bot 6
TID_BOT_7,Bot 7
TID_BOT_8,Bot 8
TID_BOT_9,Bot 9
TID_CRAFT_HERO_TITLE,Comprar Brawler
TID_CRAFT_HERO_BUTTON_LABEL,Comprar
TID_UNLOCK_SKIN_TITLE,Comprar visual
TID_SKIN_COMING_SOON,Visual não disponível
TID_UNLOCK_SKIN_BUTTON_LABEL,Comprar
TID_HERO_LIST_TOTAL_TROPHIES,Total de troféus
TID_TOP_TOOL_TIP_1,As <c00ccff>fichas</c> servem para abrir as Caixas Brawl.\n\nGanhe fichas em novos eventos e batalhas.
TID_TOP_TOOL_TIP_3,"As <c0ed12d>gemas</c> são usadas para comprar caixas, visuais e outros itens na loja.\n\nEncontre gemas nas Caixas Brawl ou compre-as na loja."
TID_TOP_TOOL_TIP_2,As <cff8E1b>moedas</c> são usadas para melhorar seus Brawlers.\n\nEncontre-as nas Caixas Brawl.
TID_TOP_TOOL_TIP_4,<cff0000>Ingressos de evento</c> permitem a entrada nos eventos restritos.\n\nEncontre os ingressos nas Caixas Brawl.
TID_GAME_MODE_0,PIQUE-GEMA
TID_GAME_MODE_0_DESC,"Junte gemas que surgem da mina de gemas no centro do mapa. Ou então, pegue as deixadas para trás de inimigos derrotados! Segure dez gemas durante toda a contagem regressiva para vencer!"
TID_GAME_MODE_2,ROUBO
TID_GAME_MODE_2_DESC,"Proteja o valioso cofre da sua equipe e tente abrir o do seu adversário ao mesmo tempo! O primeiro a conseguir vence.\n\nSe o tempo se esgotar, vence quem causou mais dano ao cofre dos inimigos."
TID_GAME_MODE_3,CAÇA-ESTRELAS
TID_GAME_MODE_3_OG_DESC,Junte estrelas para sua equipe ao derrotar jogadores da equipe inimiga. A partida termina quando um dos times obtiver seis estrelas. Atenção: há uma estrela dando sopa no meio do mapa!
TID_GAME_MODE_6,COMBATE SOLITÁRIO
TID_GAME_MODE_6_COMBINED,COMBATE
TID_GAME_MODE_6_DESC,"Acabe com os outros nove e seja o único sobrevivente. Faça o que for necessário, pois você tem apenas uma vida."
TID_GAME_MODE_6_DESC_COMBINED,Acabe com os outros nove e seja o único sobrevivente. Jogue sozinho ou em dupla.
TID_GAME_MODE_5,FUTE-BRAWL
TID_GAME_MODE_5_DESC,Acerte a bola no gol da equipe inimiga para marcar ponto! A partida termina quando uma das equipes marcar dois gols ou ao término do tempo.
TID_GAME_MODE_3_OG,EXTERMÍNIO
TID_GAME_MODE_3_DESC,"Junte estrelas para sua equipe ao derrotar jogadores da equipe inimiga. Sempre que você derrotar um inimigo, uma estrela aparecerá acima do seu personagem, até o máximo de sete. Não deixe o inimigo pegá-las!\n\nVence a equipe que tiver mais estrelas quando o tempo terminar."
TID_GAME_MODE_11,ENCURRALADO
TID_GAME_MODE_11_DESC,"Acabe com IKE, a torreta-montadora do inimigo! A sua equipe também tem uma! Colete e segure peças que aparecem pela fábrica, e IKE montará um Robô de Cerco para lutar por você. Cuidado: IKE tem uma defesa fortíssima. Não se aproxime da IKE inimiga sem um Robô de Cerco de escolta!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,Ficha estrela
TID_BATTLE_END_GAIN_LABEL_RANK_UP,Pontuação
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,Novo nível
TID_BATTLE_END_GAIN_LABEL_VICTORY,Vitória
TID_BATTLE_END_GAIN_LABEL_DEFEAT,Derrota
TID_BATTLE_END_GAIN_LABEL_DRAW,Empate
TID_BATTLE_END_GAIN_LABEL_MVP,Craque
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,Pontuação
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,Bônus de tempo
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,Fichas restantes:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,Bônus de tempo
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,Bônus de tempo
TID_BATTLE_END_COIN_REWARDS,RECOMPENSAS EM FICHAS
TID_BATTLE_END_MVP,CRAQUE
TID_BATTLE_END_DEFEAT_INFO,Mais sorte na próxima vez!
TID_TUTORIAL_1,"Oi, meu nome é Shelly! Vamos coletar todas as <ce662f9>GEMAS</c>! <c0066ff>ARRASTE</c> o <c0066ff>CONTROLE AZUL</c> com o dedão esquerdo para se mover."
TID_TUTORIAL_2,Temos que coletar todas! Essas <ce662f9>GEMAS</c> são minhas!
TID_TUTORIAL_3,Robôs-alvos! <ccc0033>ARRASTE</c> o <ccc0033>CONTROLE VERMELHO</c> com o dedão direito e solte para atirar. Acabe com eles!
TID_TUTORIAL_GOOD_JOB_1,Assim que se faz!
TID_TUTORIAL_5,Mais alvos! Dê um <ccc0033>TOQUE</c> no <ccc0033>CONTROLE VERMELHO</c> para atirar no inimigo mais próximo. Destrua os robôs!
TID_TUTORIAL_6,Agora use o seu Super para atirar no CHEFE atrás da parede! <cff9900>ARRASTE</c> o <cff9900>CONTROLE AMARELO</c> para mirar e solte-o para disparar!
TID_TUTORIAL_555,Legal! Vamos em frente!
TID_TUTORIAL_7,"Bom trabalho! Nós já temos as <ce662f9>GEMAS</c>, vamos em direção à saída!"
TID_TUTORIAL_8,Acertar inimigos carrega o seu Super. Use o <cff9900>controle amarelo</c> para atacar os inimigos com o seu Super!
TID_TUTORIAL_9,Você leva jeito para ser Brawler!\n\nVamos para cima deles!
TID_TUTORIAL_10,Atacar os alvos carrega a barra de Super. O meu já está pronto!\nToque o botão do Super!
TID_TUTORIAL_11,As <cff6633>barras alaranjadas</c> mostram a sua munição. Vou recarregar o mais rápido possível!
TID_FIGHT_TUTORIAL,JOGAR
TID_HERO_SCORE_INFO,Vença partidas contra outros jogadores e colete troféus para este Brawler.\n\nAdquira <PROGRESS> troféus para subir de classe e ganhar <COINS> fichas.
TID_HERO_SCORE_INFO_MAXED,Nível de poder máximo.
TID_XP_INFO_ME,Seu nível de experiência.\n\nVocê ganha experiência nas batalhas. Colete <REMPROGRESS> pontos de experiência a mais para atingir o nível <LEVEL> e ganhar <COINS> fichas.
TID_XP_INFO_OTHER,O nível de experiência desse jogador.
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,JOGUE UMA PARTIDA DE TREINO PARA DESBLOQUEAR O JOGO NA ÍNTEGRA
TID_SOCIAL_TAB_CLANS,CLUBE
TID_SOCIAL_TAB_FRIENDS,AMIGOS
TID_FRIEND_STATUS_BATTLE,<cffffff>lutando</c> por <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>tela de resultados</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>assistindo</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>treinando</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>em pareamento</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>em uma equipe</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>em uma equipe</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>em uma equipe</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>lutando</c>
TID_FRIEND_STATUS_MENUS,nos menus
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,FORMAR EQUIPE!
TID_ONLINE_FRIENDS_POPUP_TITLE,JOGADORES ON-LINE
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Nenhum amigo ou integrante do clube on-line.
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,Nenhum amigo ou colega de clube para convidar. Jogou com alguém habilidoso recentemente? Comece uma amizade!
TID_CLAN_CREATE_BUTTON,CRIAR
TID_CLAN_SAVE_BUTTON,SALVAR
TID_CLAN_CREATE_TITLE,CRIAR CLUBE NOVO
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,On-line há <cf7f7f7>menos de 1h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,On-line há <cf7f7f7><HOURS>h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,On-line há <cf7f7f7><DAYS> dias</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,On-line há <cf7f7f7>mais de 1 mês</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>LUTANDO</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>NOS MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>NOS MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>PAREAMENTO</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>NOS MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>ASSISTINDO</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>TREINANDO</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>NOS MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>NOS MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>NOS MENUS</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> integrantes on-line
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> integrantes on-line
TID_ALLIANCE_TYPE_OPEN,Aberto
TID_ALLIANCE_TYPE_INVITE_ONLY,Por convite
TID_ALLIANCE_TYPE_CLOSED,Fechado
TID_CLAN_SEARCH_TITLE,PROCURAR CLUBES
TID_CLAN_INTRO_AD_TITLE,PROCURANDO UM CLUBE?
TID_CLAN_INTRO_AD_DESC,Entre num clube e bata papo com outros jogadores!
TID_CLAN_INTRO_CREATE_GO,CRIAR CLUBE
TID_CLAN_INTRO_SEARCH_GO,PROCURAR CLUBES
TID_CLAN_INTRO_REFRESH,ATUALIZAR
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,Você precisa de <REQ> troféus para entrar no clube e você tem apenas <SCORE>.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,Este é um clube fechado.
TID_STREAM_ENTRY_AGE,<time> atrás
TID_ALLIANCE_ROLE_LEADER,Presidente
TID_ALLIANCE_ROLE_CO_LEADER,Vice-presidente
TID_ALLIANCE_ROLE_MEMBER,Integrante
TID_ALLIANCE_ROLE_ELDER,Perito
TID_STREAM_SENDER_YOU,Você
TID_GOLDRUSH_1,Mina rochosa
TID_BANKHEIST_1,Covil
TID_WANTED_1,Ruínas do templo
TID_BATTLE_ROYALE_1,Lago de ossos
TID_GOLDRUSH_2,Caverna do cristal
TID_BANKHEIST_2,Ravina kabum
TID_WANTED_2,Terra de ninguém
TID_BATTLE_ROYALE_2,Pedra queimada
TID_GOLDRUSH_3,Covil dos cogumelos
TID_BANKHEIST_3,Zona segura
TID_WANTED_3,Fortaleza de pedra
TID_BATTLE_ROYALE_3,Brawl do brô
TID_WANTED_4,Arapuca mortal
TID_GOLDRUSH_4,Fortaleza de pedra
TID_WANTED_5,Clareira de cristal
TID_GOLDRUSH_5,Ilumina
TID_WANTED_6,Pradaria traiçoeira
TID_WANTED_7,Campo de tiro
TID_GOLDRUSH_6,Cerco certeiro
TID_GOLDRUSH_7,Gruta gelada
TID_BATTLE_ROYALE_4,Tudo ou nada
TID_WANTED_8,Tocaia
